contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.240183272605851	214.5940467374083	ENSMUSG00000021250	0.4853371569796807
ISS_T_OLD_FLT_minus_GC	2500	10	0.2418247150206896	215.7814749651002	ENSMUSG00000032060	0.4845211833096859
LAR_YNG_FLT_minus_GC	2500	10	0.21944225659464947	210.81813211460903	ENSMUSG00000039196	0.5007431184280969
LAR_OLD_FLT_minus_GC	2500	10	0.2243129936373332	204.97855983153607	ENSMUSG00000045092	0.4857936504856804
