condition	n_genes	dim	num_seeds	mean_std_norm	median_std_norm	edge_weight_mean	edge_weight_99pct	edges_dropped
Pred_OLD_ISS_T_FLT	2500	128	10	2.654047948408127	2.6641734838485718	0.4946361184120178	0.9800957131385803	0
Pred_OLD_ISS_T_GC	2500	128	10	2.68741277551651	2.6844180822372437	0.4188971519470215	0.9441035461425782	0
Pred_OLD_LAR_FLT	2500	128	10	2.6875692964553832	2.690018057823181	0.42795002460479736	0.9604013437032701	0
Pred_OLD_LAR_GC	2500	128	10	2.6840396060943603	2.683821678161621	0.4280881881713867	0.9634681427478792	0
Pred_YNG_ISS_T_FLT	2500	128	10	2.658049374914169	2.6614409685134888	0.48055678606033325	0.9679848051071169	0
Pred_YNG_ISS_T_GC	2500	128	10	2.6695602440834048	2.6705687046051025	0.4448116421699524	0.9426672220230105	0
Pred_YNG_LAR_FLT	2500	128	10	2.692134737968445	2.6890257596969604	0.4250276982784271	0.9569163405895236	0
Pred_YNG_LAR_GC	2500	128	10	2.66920211687088	2.676614284515381	0.453959196805954	0.9628014266490937	0
