contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.2337708611678007	223.54771574598183	ENSMUSG00000059824	0.4554725430857728
ISS_T_OLD_FLT_minus_GC	2500	10	0.23602719765465954	214.28560188129367	ENSMUSG00000031775	0.49996762801022276
LAR_YNG_FLT_minus_GC	2500	10	0.2161154037911026	217.6268816645038	ENSMUSG00000032080	0.45347781797529674
LAR_OLD_FLT_minus_GC	2500	10	0.2184886981339946	215.08869047915474	ENSMUSG00000053617	0.44506764337323473
