gene	symbol	rewiring_mean	rewiring_std	logFC	FDR	q_BH
ENSMUSG00000116993	ENSMUSG00000116993	0.5107319116232611	0.0516051709079023	0.154258924830291	0.852752485616792	0.6843455945252352
ENSMUSG00000064354	mt-Co2	0.4966540486403681	0.0448119909337032	-0.156916716048928	0.897389924411167	0.4582140067690705
ENSMUSG00000060093	H4c1	0.4682517842636836	0.0667866969615774	-0.0276790213688587	0.989763515850571	0.8529703183560935
ENSMUSG00000022010	Tsc22d1	0.4602925172527069	0.0653940518103311	-0.0094034508457421	0.987254110085327	0.8945963494697352
ENSMUSG00000042985	Upk3b	0.451894634491823	0.0419513118018807	0.0080840903484712	0.995599784183414	0.9464217632151428
ENSMUSG00000057137	Tmem140	0.4458845661870247	0.0487773336850177	0.289712742807929	0.511225372398021	0.86819368256494
ENSMUSG00000015981	Stk32c	0.4408573671623724	0.052715816836465	0.227622496028261	0.841118276932203	0.9656742852323522
ENSMUSG00000069267	H3c2	0.4407396608874985	0.0422426634582872	0.219534651296992	0.893927156106546	0.441222817522849
ENSMUSG00000121782	Gm9797	0.4342849264407153	0.0297474073513802	0.0248791348011551	0.981920795021608	0.9165101749164394
ENSMUSG00000042834	Nrep	0.4304708784960058	0.0297114768881601	0.109749037097148	0.88551411327354	0.6583691256230993
ENSMUSG00000040808	S100g	0.4302391244070804	0.0380199729248669	0.0119185429241663	0.992368574256778	0.8523363405878231
ENSMUSG00000073988	Ttpa	0.4248539668829985	0.038428309101521	-0.186533946087257	0.849919928547077	0.7847020467645053
ENSMUSG00000010064	Slc38a3	0.4242835792731444	0.0485592109766628	-0.0982019399670324	0.89812524269446	0.7274706784777553
ENSMUSG00000023272	Creld2	0.4228708537748669	0.0408925937713149	0.141721075307019	0.868667751221728	0.6538274801747855
ENSMUSG00000069300	H2bc11	0.4171845794920575	0.0341891752832478	0.0188806790389476	0.991972623664162	0.9199835053462424
ENSMUSG00000064945	Rny3	0.4167112667936091	0.0324597707536686	-0.0926901530788177	0.938173605233797	0.9949949347536082
ENSMUSG00000030087	Klf15	0.4154677073077361	0.039876581046363	-0.171776180026979	0.786800950487989	0.8007040673695835
ENSMUSG00000001930	Vwf	0.4133411519169069	0.0443717157342956	0.0249725220534814	0.984356443790459	0.9594071525457372
ENSMUSG00000023036	Pcdhgc4	0.4115181562186402	0.0322462121368131	-0.124086655890269	0.926524992477238	0.9640293880324456
ENSMUSG00000001773	Folh1	0.4094000438314243	0.0305866971551907	0.162034833749637	0.760162405743597	0.4145555043758636
ENSMUSG00000038393	Txnip	0.4074126227325839	0.056131696078045	-0.238366211351427	0.661399034602084	0.8007040673695835
ENSMUSG00000070661	Rnf186	0.4067922932466659	0.0551412333955683	0.117599699068406	0.869253799974716	0.7389938815653628
ENSMUSG00000026574	Dpt	0.4041734768811371	0.0343272332814044	0.280247363938994	0.772947730756293	0.3950861164269399
ENSMUSG00000015134	Aldh1a3	0.4039457264340931	0.0493714334604363	0.288684325418566	0.912535826188092	0.8182804515450427
ENSMUSG00000118936	Gm22614	0.4036014191612015	0.0385211762659138	0.210310271963877	0.929628426481459	0.9033215620041968
ENSMUSG00000056973	Ces1d	0.4033371311103676	0.0399535131291284	-0.247362983382991	0.80604830917208	0.8946276827452587
ENSMUSG00000029372	Ppbp	0.4026038834429186	0.0491784866243181	0.192617185609457	0.880868694226762	0.9941233340588478
ENSMUSG00000026712	Mrc1	0.4021691141230303	0.0392566217555138	-0.0425685992794577	0.968894017414465	0.8390861588924062
ENSMUSG00000058443	Rpl10-ps3	0.3996104887601617	0.058471047737039	0.214050929886794	0.85536382351553	0.8424327814958319
ENSMUSG00000043122	A530016L24Rik	0.3995705246812014	0.0288012214957773	0.0938250582134984	0.978955047468515	0.9190647164943908
ENSMUSG00000032080	Apoa4	0.3989382716395345	0.038187704165346	0.10246425722009	0.915157401213038	0.8390861588924062
ENSMUSG00000065725	Gm26165	0.3983038235799204	0.0382399746562622	-0.265706357670085	0.886141057559369	0.7971953219129063
ENSMUSG00000058620	Adra2b	0.396672446348612	0.0562946064883295	-0.244762580379692	0.605447837320053	0.908614804111482
ENSMUSG00000016942	Tmprss6	0.3958050441037839	0.0612203980223904	-0.103316088403549	0.901405665330703	0.6696933588741912
ENSMUSG00000037563	Rps16	0.3951157363891647	0.0331638208326436	-0.164002896862048	0.840810962909406	0.8855340543856607
ENSMUSG00000027246	Ell3	0.3927283579408411	0.0444400680842149	-0.11267472825043	0.876437325774792	0.7389938815653628
ENSMUSG00000048489	Depp1	0.3916940095869078	0.0429041471822515	0.0660661087146421	0.950207592096535	0.8281309720983564
ENSMUSG00000002831	Plin4	0.3885373636721007	0.0258441919313532	-0.130351726898408	0.942400964917156	0.9161737562514848
ENSMUSG00000043681	Fam25a	0.3883486751726702	0.0541490061504949	0.259123169953772	0.767645351430654	0.4790419161676646
ENSMUSG00000020889	Nr1d1	0.3882847390579896	0.0473651449744668	0.0944762680075256	0.96237814974713	0.623514875011881
ENSMUSG00000119895	Gm22513	0.3874399491974015	0.0394071796212038	0.0086867862470082	0.995599784183414	0.8007040673695835
ENSMUSG00000023046	Igfbp6	0.384793072167784	0.0460350850537916	-0.252003485981419	0.847619367715932	0.8182804515450427
ENSMUSG00000034739	Mfrp	0.3847484962451447	0.0210136079627919	0.162705329439828	0.837386342692278	0.5194430416275881
ENSMUSG00000039196	Orm1	0.3836417736014098	0.0372666376651383	-0.138367885156028	0.968827412268659	0.9165101749164394
ENSMUSG00000118734	Gm25313	0.3826519435542317	0.0375296128437974	0.262512090416802	0.95143397393492	0.9640293880324456
