contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.23337041527140645	218.4944842893068	ENSMUSG00000032060	0.4515553813427308
ISS_T_OLD_FLT_minus_GC	2500	10	0.23776808702789431	221.1529394298335	ENSMUSG00000031734	0.5001101427108657
LAR_YNG_FLT_minus_GC	2500	10	0.21792539852865858	223.63445496969797	ENSMUSG00000033676	0.4412165619049254
LAR_OLD_FLT_minus_GC	2500	10	0.2232418518276656	217.50568674264673	ENSMUSG00000114279	0.4489513406440402
