contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.23600940797179665	227.23318374897565	ENSMUSG00002076601	0.47316805900121917
ISS_T_OLD_FLT_minus_GC	2500	10	0.2390319830313783	214.07245642035662	ENSMUSG00000034159	0.4760236618797868
LAR_YNG_FLT_minus_GC	2500	10	0.22096793314468952	222.0354247066726	ENSMUSG00000067377	0.46226977991325385
LAR_OLD_FLT_minus_GC	2500	10	0.2266391052160544	212.81796909577542	ENSMUSG00000061578	0.4893323508732335
