gene	symbol	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000014778	ENSMUSG00000014778	35.578667752444744	0.0004997501249375	0.046273159716438
ENSMUSG00000079056	ENSMUSG00000079056	35.31969238072634	0.0004997501249375	0.046273159716438
ENSMUSG00000028073	ENSMUSG00000028073	40.393109411001205	0.0004997501249375	0.046273159716438
ENSMUSG00000010044	ENSMUSG00000010044	57.51535815745592	0.0004997501249375	0.046273159716438
ENSMUSG00000024990	ENSMUSG00000024990	72.52360804378986	0.0004997501249375	0.046273159716438
ENSMUSG00000091705	ENSMUSG00000091705	40.83546142652631	0.0004997501249375	0.046273159716438
ENSMUSG00000040896	ENSMUSG00000040896	35.54438052140176	0.0004997501249375	0.046273159716438
ENSMUSG00000004460	ENSMUSG00000004460	42.05625204741955	0.0004997501249375	0.046273159716438
ENSMUSG00000024299	ENSMUSG00000024299	46.92167429625988	0.0004997501249375	0.046273159716438
ENSMUSG00000006469	ENSMUSG00000006469	51.84144368395209	0.0004997501249375	0.046273159716438
ENSMUSG00000031661	ENSMUSG00000031661	80.38337948173285	0.0004997501249375	0.046273159716438
ENSMUSG00000001119	ENSMUSG00000001119	47.93004697561264	0.0004997501249375	0.046273159716438
ENSMUSG00000036533	ENSMUSG00000036533	63.46193029358983	0.0004997501249375	0.046273159716438
ENSMUSG00000035692	ENSMUSG00000035692	42.60792193189263	0.0004997501249375	0.046273159716438
ENSMUSG00000103320	ENSMUSG00000103320	52.597286980599165	0.0004997501249375	0.046273159716438
ENSMUSG00000054555	ENSMUSG00000054555	102.75290943682194	0.0004997501249375	0.046273159716438
ENSMUSG00000006641	ENSMUSG00000006641	92.71834048628808	0.0004997501249375	0.046273159716438
ENSMUSG00000017718	ENSMUSG00000017718	62.12012992054224	0.0004997501249375	0.046273159716438
ENSMUSG00000023034	ENSMUSG00000023034	156.45341710746288	0.0004997501249375	0.046273159716438
ENSMUSG00000095648	ENSMUSG00000095648	222.583958376199	0.0004997501249375	0.046273159716438
ENSMUSG00000078664	ENSMUSG00000078664	51.0636452883482	0.0004997501249375	0.046273159716438
ENSMUSG00000020241	ENSMUSG00000020241	36.32311429083347	0.0004997501249375	0.046273159716438
ENSMUSG00000020423	ENSMUSG00000020423	134.75073793530464	0.0004997501249375	0.046273159716438
ENSMUSG00000004098	ENSMUSG00000004098	71.69303929805756	0.0004997501249375	0.046273159716438
ENSMUSG00000022894	ENSMUSG00000022894	72.28608944267035	0.0004997501249375	0.046273159716438
ENSMUSG00000057722	ENSMUSG00000057722	61.815827541053295	0.0004997501249375	0.046273159716438
ENSMUSG00000033910	ENSMUSG00000033910	41.28037441521883	0.0004997501249375	0.046273159716438
