gene	symbol	rewiring_mean	rewiring_std	logFC	FDR	q_BH
ENSMUSG00000036856	Wnt4	0.4878342494694843	0.0620029460943838			
ENSMUSG00000031734	ENSMUSG00000031734	0.4796767221089045	0.0387436396855406			
ENSMUSG00000047586	Nccrp1	0.4582529255705572	0.0380657642052515			
ENSMUSG00000109314	ENSMUSG00000109314	0.4550681386758608	0.0493014915878658			
ENSMUSG00000040952	ENSMUSG00000040952	0.4543539091921152	0.0475705303554848			
ENSMUSG00000029482	Aacs	0.4411361857014487	0.0409854415125949			
ENSMUSG00000039062	ENSMUSG00000039062	0.4407460151967989	0.0345492681755898			
ENSMUSG00000109814	ENSMUSG00000109814	0.4365711669378139	0.0413863073017027			
ENSMUSG00000085087	ENSMUSG00000085087	0.4347448623450963	0.0487923287020567			
ENSMUSG00000006542	Prkag3	0.4232936603434362	0.0447323244376525			
ENSMUSG00000069008	ENSMUSG00000069008	0.4179064117794981	0.041136923518858			
ENSMUSG00000026185	Igfbp5	0.4175921983298167	0.0298263406558251			
ENSMUSG00000042541	ENSMUSG00000042541	0.4174341083343386	0.0365837797917454			
ENSMUSG00000022894	ENSMUSG00000022894	0.4156963756781362	0.032443408989832			
ENSMUSG00000028195	Ccn1	0.4147696921524607	0.0440949707188841			
ENSMUSG00000020460	ENSMUSG00000020460	0.4142695101008412	0.0420959418941772			
ENSMUSG00000002808	ENSMUSG00000002808	0.4123608691426781	0.0385805070436492			
ENSMUSG00000098950	ENSMUSG00000098950	0.4093736585714371	0.0406948471836901			
ENSMUSG00000079042	Apela	0.4080482199619098	0.0443832753233049			
ENSMUSG00000022949	ENSMUSG00000022949	0.4079243226534571	0.031509083259798			
ENSMUSG00000033020	ENSMUSG00000033020	0.4077857398843554	0.0729812228296005			
ENSMUSG00000009013	Dynll1	0.4070219667770893	0.0503642890090525			
ENSMUSG00000014158	ENSMUSG00000014158	0.406399829871847	0.0537202095911116			
ENSMUSG00000022679	Mpv17l	0.4056794192020077	0.0502418287484843			
ENSMUSG00000048040	Arxes2	0.4047816903630885	0.0379925149822535			
ENSMUSG00000021974	ENSMUSG00000021974	0.403756163828542	0.0329880758718658			
ENSMUSG00000039477	ENSMUSG00000039477	0.4013332699133739	0.0299496042028996			
ENSMUSG00000038695	ENSMUSG00000038695	0.4003927722777984	0.0357684394125871			
ENSMUSG00000000120	ENSMUSG00000000120	0.4001351239873617	0.057268866325058			
ENSMUSG00000045294	Insig1	0.4000121865892209	0.0359567822916978			
ENSMUSG00000026602	Nphs2	0.3995599435433731	0.0504604439368795			
ENSMUSG00000070003	ENSMUSG00000070003	0.3990588438257552	0.0323312427858067			
ENSMUSG00000031503	ENSMUSG00000031503	0.3989548365680889	0.0394362481700518			
ENSMUSG00000003814	ENSMUSG00000003814	0.396246376627604	0.0380222166125561			
ENSMUSG00000068037	ENSMUSG00000068037	0.3954395262571404	0.0205451185169898			
ENSMUSG00000089774	Slc5a3	0.3933206568027942	0.03287327192393			
ENSMUSG00000034159	ENSMUSG00000034159	0.3932569810981507	0.0471297052673246			
ENSMUSG00000029829	ENSMUSG00000029829	0.3929276569430381	0.0280951088899395			
