gene	rewiring_abs_obs	ci_2p5	ci_97p5
ENSMUSG00000120284	359.5374599471688	171.87391662597656	1266.9767761230464
ENSMUSG00000107937	275.54770996049047	174.39536781311034	534.9078338623046
ENSMUSG00000002250	261.25304893404245	88.88571758270264	834.7459274291992
ENSMUSG00000030680	258.737360201776	152.0383155822754	591.0468460083001
ENSMUSG00002076304	252.9794350862503	126.51323108673095	681.5608276367186
ENSMUSG00000021250	251.48584562912583	114.80683822631836	714.502197265625
ENSMUSG00000023034	237.06956723332405	162.63574142456054	403.12219467163067
ENSMUSG00000044645	221.86289797723293	127.54582977294922	449.6761734008789
ENSMUSG00000096768	219.96291217580438	87.2603370666504	589.0076980590817
ENSMUSG00000116321	219.2909074164927	142.67762031555176	516.3187149047848
ENSMUSG00000073294	219.2772990576923	161.00305557250977	534.2851226806636
ENSMUSG00000027487	219.26722791045904	127.46142578125	547.188215637207
ENSMUSG00000113511	218.5654969289899	60.120643615722656	538.8498626708982
ENSMUSG00000059481	217.62927953340113	109.67374973297119	643.3627395629883
ENSMUSG00000119286	214.09276128187776	96.20425395965576	450.46294937133786
ENSMUSG00000032578	210.77649253606796	90.29213581085205	544.0299011230469
ENSMUSG00000076617	209.85804822668433	109.44922828674316	498.4827003479003
ENSMUSG00000029372	208.93674713373184	88.01322555541992	461.5198020935051
ENSMUSG00000094932	208.66092831501737	156.2891010284424	496.909740447998
ENSMUSG00000105412	208.02153684943914	137.22563514709472	691.185137939453
ENSMUSG00000083012	207.47790741175413	72.86675052642822	493.6529273986816
ENSMUSG00000102225	203.40097661316395	87.65953903198242	456.5710563659667
ENSMUSG00000097827	202.9525845181197	109.38970718383788	455.9383216857909
ENSMUSG00000074527	200.72954150289297	147.7951446533203	424.6254440307614
ENSMUSG00000120048	198.25265942886472	85.26885509490967	451.0721046447753
ENSMUSG00000078875	198.05394256860018	148.27649269104003	381.95784530639634
ENSMUSG00000029752	197.2943866699934	79.34101219177246	625.5334762573242
ENSMUSG00000099927	192.99464232474566	55.731109619140625	585.6421508789062
ENSMUSG00000031493	192.5919118076563	90.10862865447999	463.5567497253418
ENSMUSG00000097137	192.36269916966558	155.67425880432128	417.3871635437011
ENSMUSG00000029368	190.9332978874445	65.52413024902344	485.9227256774902
ENSMUSG00000118936	190.44196990318596	93.54641590118409	423.0185523986813
ENSMUSG00000107374	186.10835172981024	128.5634271621704	377.3991500854492
ENSMUSG00000104867	185.99374824017286	116.04448928833008	385.4404945373535
ENSMUSG00000054517	185.44626001268625	101.87937202453614	438.9583259582518
ENSMUSG00000043144	183.59479284659028	81.93692951202392	500.7724555969238
ENSMUSG00000103388	182.08032531291246	112.8383560180664	434.48344039916987
ENSMUSG00000097140	180.9883544743061	114.74454021453857	422.2880386352538
ENSMUSG00000082810	179.56011996790767	133.38040046691896	494.36853561401335
ENSMUSG00000105954	178.45882598124444	87.11332340240479	354.62167205810545
ENSMUSG00000089806	178.26704385876656	103.02794647216797	548.4653045654296
ENSMUSG00000037411	178.1635183468461	78.90272521972656	469.30322265625
ENSMUSG00000073274	177.72773081064224	73.56855430603028	419.29697113037105
ENSMUSG00000087449	177.20390025153756	137.93185424804688	373.0609237670897
ENSMUSG00000099241	176.78526322171092	53.017728328704834	515.8335449218749
ENSMUSG00000018921	176.44043948873878	99.95074195861817	372.2715324401855
ENSMUSG00000031380	175.7017054334283	169.44277954101562	320.9387237548828
ENSMUSG00000054757	170.62819650024176	134.64334106445312	314.2045112609863
ENSMUSG00000116796	169.55465969629586	141.04119110107422	463.404002380371
ENSMUSG00000081965	167.83119539171457	111.51245155334473	401.92350006103493
ENSMUSG00000031425	167.82844600826502	89.14655914306641	496.3425186157224
ENSMUSG00000085172	166.61480624973774	76.16941833496094	392.1093200683593
ENSMUSG00000095079	165.08203079923987	131.7726287841797	347.5586372375488
ENSMUSG00000043439	165.010785961058	106.53204040527343	287.91573638916014
ENSMUSG00000074634	164.96201224066317	138.2551254272461	321.7757209777831
ENSMUSG00000089694	164.95180386304855	99.22112731933593	484.7309242248535
ENSMUSG00000035202	164.62303665094078	123.14458446502685	381.1480857849121
ENSMUSG00000084803	164.3475534170866	125.1996238708496	368.83200225830075
ENSMUSG00000104392	164.08263245597482	153.85327796936036	334.9272224426268
ENSMUSG00000085419	162.04396790266037	106.94761219024659	352.807046508789
ENSMUSG00000049728	161.0047584362328	90.74432373046875	378.0143951416015
ENSMUSG00000038415	160.5045973006636	84.80836429595948	335.61844711303706
ENSMUSG00000082063	160.46027739159763	99.435551071167	383.74636383056634
ENSMUSG00000022304	160.4478230625391	138.74359245300292	273.414337158203
ENSMUSG00000105985	159.40124970674515	54.10152711868286	385.54276733398433
ENSMUSG00000109814	159.01874220743775	131.22210502624512	284.9875076293945
ENSMUSG00000034785	158.62101651728153	104.90451412200927	403.37213897705067
ENSMUSG00000083397	158.60505337268114	105.95626850128174	380.8335311889647
ENSMUSG00000069008	158.46102853491902	128.09950275421141	297.30977096557615
ENSMUSG00000045917	158.0195527896285	76.87573871612548	410.4647102355957
ENSMUSG00000054052	157.82176470011473	113.81257419586181	341.00053787231445
ENSMUSG00000110088	157.3319021165371	109.21734981536865	339.5710868835449
ENSMUSG00000104121	156.76475597918034	88.73163013458252	498.1614685058594
ENSMUSG00000104091	156.30020340904593	102.64965877532958	323.3673698425291
ENSMUSG00000089798	155.900136269629	115.8892686843872	299.3232109069823
ENSMUSG00000029188	155.78282684460282	59.66023120880127	476.5631866455078
ENSMUSG00000078898	155.72199085913599	88.28802089691162	298.87381744384766
ENSMUSG00000074768	155.5196386948228	105.63621101379394	347.04747314453095
ENSMUSG00000110386	155.47551438957453	94.64868793487548	370.45296020507766
ENSMUSG00000052751	154.21463133394718	98.42156314849854	351.1590858459472
ENSMUSG00000051956	154.09182862192392	75.85683822631836	369.30773315429633
ENSMUSG00000080990	154.04172137007117	82.1791566848755	321.75856246948234
ENSMUSG00000110136	153.95760592073202	115.79588317871094	297.98508682250974
ENSMUSG00000026077	153.81347444280982	73.05492534637452	477.4981506347656
ENSMUSG00000092341	152.96433095633984	42.006683349609375	363.184844970703
ENSMUSG00000056257	152.9602961577475	145.21332511901855	337.65130004882803
ENSMUSG00000005413	152.89772852882743	86.07500038146972	261.24194259643554
ENSMUSG00000121393	152.49340607970953	117.56399955749512	330.8688980102539
ENSMUSG00000102349	152.47538929060102	85.53576908111572	388.89819107055655
ENSMUSG00000059810	152.1288319621235	79.36040878295898	482.8846542358398
ENSMUSG00000078880	151.08358935639262	101.49437713623047	426.656982421875
ENSMUSG00000023247	151.0246188417077	108.7692304611206	266.3671920776367
ENSMUSG00000032401	150.80078288912773	48.160597229003905	369.0866325378417
ENSMUSG00000118124	150.39506983710453	95.78488235473633	265.1309890747069
ENSMUSG00000104586	150.16429810971022	42.95553436279297	397.124267578125
ENSMUSG00000086266	150.108757160604	83.04937953948975	308.0794982910156
ENSMUSG00000116358	149.1846692878753	107.44635772705078	339.14641799926727
ENSMUSG00000101609	149.0187418460846	47.9484001159668	362.08501586914065
ENSMUSG00000040564	148.51520896703005	101.5245403289795	322.4941261291502
ENSMUSG00000107743	148.1377094015479	96.01693840026856	337.53511352539056
ENSMUSG00000063415	147.66055741161108	122.43538875579834	310.7261695861815
ENSMUSG00000057836	147.64999726600945	103.02967510223388	359.7755790710449
ENSMUSG00000109005	147.190831951797	56.26528272628784	362.75109024047845
ENSMUSG00000058927	146.97150004655123	101.0624589920044	271.9516326904296
ENSMUSG00000071337	146.85939121991396	44.338157653808594	365.5372993469238
ENSMUSG00000107068	145.9021139042452	111.36923465728759	335.5148628234862
ENSMUSG00000027360	145.13223165273666	56.61913118362427	405.6850936889648
ENSMUSG00000092595	144.50854380056262	88.4872890472412	294.5557876586914
ENSMUSG00000029108	144.20320997014642	69.2269094467163	304.1984474182128
ENSMUSG00000078122	143.74498127400875	37.51307725906372	345.1634620666501
ENSMUSG00000083277	143.55032563954592	64.92205867767333	374.1641738891601
ENSMUSG00000120930	142.87972516566515	101.1251449584961	383.64196395874006
ENSMUSG00000096107	142.5707142567262	90.44769287109375	372.0863777160642
ENSMUSG00000109909	142.377124004066	58.83199939727783	443.6513404846191
ENSMUSG00000002797	141.60565270483494	85.75576782226562	393.8101959228515
ENSMUSG00000022366	141.20305135287344	101.74995002746581	343.6690116882324
ENSMUSG00000102644	140.98663428798318	84.22045555114747	364.48783874511713
ENSMUSG00002074846	140.57223311066628	70.63803005218506	291.5045265197752
ENSMUSG00000045822	140.4558149818331	117.24067573547363	309.2176116943358
ENSMUSG00000107094	140.34786953032017	58.52392578125	401.59181900024413
ENSMUSG00000066632	140.2849998679012	119.24432373046875	262.02255096435533
ENSMUSG00000039519	140.1505801808089	100.1489818572998	303.80097732543936
ENSMUSG00000070469	140.00633040815592	119.94991416931153	249.9985763549804
ENSMUSG00000022070	138.61977012082934	84.71431465148926	302.53704910278304
ENSMUSG00000044952	137.8851049616933	90.94137935638427	273.91607666015625
ENSMUSG00000091105	137.64208731800318	89.53398456573487	279.59963912963866
ENSMUSG00000078894	137.60757536254823	81.88230991363525	287.2411804199219
ENSMUSG00000115228	137.2206265181303	90.0027063369751	291.36735916137695
ENSMUSG00000085946	137.20696483924985	103.79434356689453	267.6986976623534
ENSMUSG00000078193	136.98890514299273	77.53787784576416	272.2335716247556
ENSMUSG00000105645	136.25022939033806	95.54894580841065	343.9127258300781
ENSMUSG00000116908	135.03117138147354	44.41596670150757	315.6640830993652
ENSMUSG00000091021	134.75240856409073	75.78559398651123	272.7874183654785
ENSMUSG00000074024	134.6980269625783	34.124427318573	314.49951934814453
