gene	rewiring_abs_obs	ci_2p5	ci_97p5
ENSMUSG00000120284	324.2441650144756	197.89336700439452	530.9471405029296
ENSMUSG00000080990	313.937518093735	106.4685230255127	690.3795700073235
ENSMUSG00000031380	277.6273229122162	111.94528007507324	598.9091842651364
ENSMUSG00000084803	267.8829319253564	209.89414978027344	507.7120979309082
ENSMUSG00000039519	257.87124102935195	89.80894870758057	867.6046752929688
ENSMUSG00000081451	257.7287997715175	106.3246259689331	736.0319610595702
ENSMUSG00000057036	255.5735362805426	57.7051944732666	805.2029418945312
ENSMUSG00000105226	253.89288929663599	145.20659217834472	571.0103439331054
ENSMUSG00000097140	251.66158160194755	155.82434043884277	487.22398834228517
ENSMUSG00000078898	250.36305009759963	140.67640686035156	788.412138366699
ENSMUSG00000028177	249.8604833893478	167.62234649658203	407.3588142395019
ENSMUSG00000095675	232.60281509906054	110.89032764434815	570.4415252685543
ENSMUSG00000096596	232.52805448323488	110.9350154876709	571.7948394775387
ENSMUSG00000027487	228.839617613703	158.1006938934326	403.31946258544843
ENSMUSG00000105412	228.7774191442877	154.60221366882325	455.3268684387207
ENSMUSG00002076304	227.63617635518312	149.56657752990722	652.152146911621
ENSMUSG00000053977	227.09981701150537	101.4079668045044	466.94031143188477
ENSMUSG00000081059	225.1015602350235	78.87752265930176	518.3539443969725
ENSMUSG00000056257	222.83598314784467	170.11252517700194	412.9059349060058
ENSMUSG00000081604	221.9471508525312	80.25265007019043	616.7388397216796
ENSMUSG00000081965	218.71568494290113	163.11888313293457	504.7162940979002
ENSMUSG00000059481	212.39046966657043	190.9645538330078	460.07283020019526
ENSMUSG00000073294	207.5265641696751	178.17349243164062	468.90101165771483
ENSMUSG00000071532	204.4682616069913	127.38519306182862	554.7533935546872
ENSMUSG00000074634	196.1831272765994	141.14007644653321	367.807462310791
ENSMUSG00000006154	196.10503581538796	106.02988052368164	414.38481597900386
ENSMUSG00000035202	195.9426900409162	143.4669647216797	422.47561645507807
ENSMUSG00000089806	191.8551077656448	112.42652378082275	408.6894699096679
ENSMUSG00000113441	189.90270589478314	111.79498405456543	368.9833023071287
ENSMUSG00000009772	184.82741567865014	155.97678565979004	352.64293899536113
ENSMUSG00000094932	184.6863965149969	70.73735370635987	434.974557495117
ENSMUSG00000029368	183.53881775215268	138.58154792785643	411.67064971923827
ENSMUSG00000078894	183.3693376891315	88.64891757965088	566.8532318115233
ENSMUSG00000002250	181.99761487543583	80.05351276397705	474.81280822753905
ENSMUSG00000082063	180.4065558379516	108.74400482177734	461.62405624389646
ENSMUSG00000107937	179.0444280654192	121.03546123504638	411.2631652832031
ENSMUSG00000032401	178.92668034136295	100.5792802810669	449.46320419311513
ENSMUSG00000028553	178.4739785194397	130.80416870117188	303.4854171752928
ENSMUSG00000045822	178.2773855701089	122.34027862548828	374.99092941284147
ENSMUSG00000110386	176.96691288240254	132.88563804626466	382.6317169189453
ENSMUSG00000074527	176.57897453568876	140.41957244873046	395.93667373657223
ENSMUSG00000082810	176.13050989992917	109.63539180755615	397.9462974548338
ENSMUSG00000069008	174.47222671844065	95.27733612060547	376.1901504516601
ENSMUSG00000096768	172.7456407546997	133.8667335510254	352.68071670532225
ENSMUSG00000049336	172.73315807431936	118.96600341796875	368.7569023132324
ENSMUSG00000044645	172.214680403471	125.47418251037598	304.57867202758786
ENSMUSG00000102649	170.09650782495737	89.31994380950928	343.9010696411133
ENSMUSG00000100301	168.56040358543396	131.92824745178223	366.7193908691406
ENSMUSG00000120777	166.8746719993651	128.50360450744628	351.1982185363769
ENSMUSG00000045917	166.39842980913818	86.77121238708496	473.9200340270995
ENSMUSG00000030680	164.84101873170584	116.63940391540527	347.6036918640134
ENSMUSG00000098306	163.84998654946685	127.81282291412353	327.125882720947
ENSMUSG00000085767	163.18234325386584	96.43704071044922	368.1879432678222
ENSMUSG00000026042	161.67665341496468	65.72289581298828	426.6033699035644
ENSMUSG00000026064	160.88239006325603	139.0163387298584	361.80987930297846
ENSMUSG00000044952	160.17115915194154	81.85023937225341	400.5672538757324
ENSMUSG00000105645	160.09135996177793	97.86766185760499	355.3501968383789
ENSMUSG00002075625	159.50921904295683	114.76351928710938	320.22294158935534
ENSMUSG00000056427	158.2379114255309	96.99995727539063	362.2107543945312
ENSMUSG00000078193	158.05499489605427	145.68622207641602	377.15754623413045
ENSMUSG00000104867	154.82362352870405	145.7797477722168	353.71666488647446
ENSMUSG00000118124	153.58566272258759	116.81623630523681	341.4038223266601
ENSMUSG00000084391	152.91313322260976	119.7867877960205	243.092756652832
ENSMUSG00000102297	152.7400260886643	75.72557258605957	426.9264610290526
ENSMUSG00000089798	152.56053572148085	104.85795421600342	385.5900123596189
ENSMUSG00000006200	152.45499882474542	87.68803100585937	371.50818939208983
ENSMUSG00000021207	151.82524898648262	86.10710067749024	288.1497299194332
ENSMUSG00000107068	151.75278808176517	118.87904605865478	351.7396644592285
ENSMUSG00000085946	151.457452904433	132.91866188049318	428.9576423645019
ENSMUSG00000109061	151.14891184866428	82.5920181274414	383.39038467407227
ENSMUSG00000079357	150.0790815781802	84.85261535644531	281.16603851318354
ENSMUSG00000020123	149.84854271821678	86.80223999023437	284.6512084960937
ENSMUSG00000087449	149.4855626821518	85.1811466217041	303.10403137207027
ENSMUSG00000035067	149.21866800263524	103.19393901824951	340.8128227233885
ENSMUSG00000021135	148.70674075558782	99.71882057189941	264.4039405822753
ENSMUSG00000102644	148.66828311607242	117.06915836334228	345.39855575561523
ENSMUSG00000005547	147.6818215623498	70.7910062789917	353.21065063476556
ENSMUSG00000036814	146.38742730021477	113.28975105285645	241.28768920898438
ENSMUSG00000090165	146.28501030802727	101.08498439788818	298.1382598876952
ENSMUSG00000022366	145.76630305871367	77.36007804870606	291.62641143798817
ENSMUSG00000102945	145.71919588185847	127.75117454528808	327.2914344787597
ENSMUSG00000101678	145.55899454653263	121.94310111999512	404.16583862304685
ENSMUSG00000096852	145.417580075562	115.19039249420166	276.16267089843745
ENSMUSG00000063415	145.2256974466145	104.65113010406495	287.9285232543944
ENSMUSG00000100426	144.95112690329552	102.6914529800415	251.1810302734375
ENSMUSG00000026205	144.47374033927917	95.5405839920044	274.1746139526367
ENSMUSG00000005553	144.277780437842	54.629806709289554	313.5613540649413
ENSMUSG00000066632	143.6812139302492	99.62103805541992	328.5585533142087
ENSMUSG00000071178	143.6478321775794	119.60795917510987	313.8135818481445
ENSMUSG00000116321	143.45432125683874	88.70650463104248	387.47095947265626
ENSMUSG00000030935	140.07179168611765	97.96156253814698	338.023574066162
ENSMUSG00000043439	139.81815473362803	77.44775886535645	319.0217750549315
ENSMUSG00000092746	139.32898725010455	93.65871315002441	355.20129013061523
ENSMUSG00000096107	138.52114151325077	112.79269962310791	323.3654937744139
ENSMUSG00000080971	137.92628981173038	113.32279071807861	317.18124542236325
ENSMUSG00000111985	137.4718809965998	106.53671531677246	259.4523803710937
ENSMUSG00000075420	137.2724057585001	96.40321140289306	288.88811264038077
ENSMUSG00000029445	136.96140852570534	56.21710147857666	308.21930541992185
ENSMUSG00000095616	136.81558223813772	76.58196849822998	278.0071426391601
ENSMUSG00000015568	135.767203386873	41.04045352935791	441.57254486083986
ENSMUSG00000025479	135.70489710569382	94.42411212921142	354.3317092895506
ENSMUSG00002075453	135.37947054207325	49.93486213684082	392.47449798583966
ENSMUSG00000121393	135.27806885913014	64.58882026672363	296.630615234375
ENSMUSG00000026077	134.90197568386793	68.63200855255127	314.47115097045895
ENSMUSG00000089960	134.89641921967268	98.80526008605958	281.82640533447255
ENSMUSG00000057836	134.27394563890994	130.7668514251709	316.3959587097168
ENSMUSG00000052562	133.30229273438454	57.04884023666382	329.38222885131836
ENSMUSG00000102782	133.05950947105885	97.33853912353516	215.18006896972656
ENSMUSG00000020053	133.00175297260284	61.071374607086184	329.91813659667963
ENSMUSG00000109814	132.8554005883634	90.45490760803223	323.5917808532715
ENSMUSG00000028195	132.60303769260645	126.13040580749512	318.63259658813456
ENSMUSG00000006724	131.77513527870178	84.04292221069336	292.67139663696287
ENSMUSG00000024960	131.39990282058716	69.76403942108155	257.78984832763666
ENSMUSG00000038224	131.13904932141304	54.98496284484863	360.9152160644531
ENSMUSG00000026135	131.13369432091713	87.20895366668701	257.74542846679685
ENSMUSG00000115228	130.2641972154379	92.37430572509766	267.5932319641111
ENSMUSG00000038567	129.97825548052788	92.5617774963379	272.55335845947263
ENSMUSG00000070469	129.7501924596727	58.034733867645265	289.69238204956054
