gene	n_edges	median_beta	median_t	p_stouffer	q_BH	symbol
ENSMUSG00000078896	369	0.5186147212982174	0.8090517414213751	0.0	0.0	ENSMUSG00000078896
ENSMUSG00000065208	93	1.261854672431945	1.5688306496053577	8.881784197001252e-16	1.1102230246251565e-12	ENSMUSG00000065208
ENSMUSG00000087881	92	1.201272904872893	1.596299812634427	2.4424906541753444e-15	2.035408878479453e-12	ENSMUSG00000087881
ENSMUSG00000082810	326	0.5961377296596752	0.5748148672467095	5.018208071305708e-14	3.1363800445660666e-11	ENSMUSG00000082810
ENSMUSG00000025479	225	-0.3833463486284008	-0.4196302399472365	2.8674840280018543e-11	1.4337420140009272e-08	ENSMUSG00000025479
ENSMUSG00000069307	145	0.8742917992174617	0.9280864978976135	3.940692216986008e-11	1.6419550904108366e-08	ENSMUSG00000069307
ENSMUSG00000076617	310	-0.3859890954568986	-0.4450182156055705	3.33422178755427e-10	1.1907934955550964e-07	ENSMUSG00000076617
ENSMUSG00000073640	272	0.2597796021960665	0.3981512053881677	4.1281367213485964e-10	1.2900427254214364e-07	ENSMUSG00000073640
ENSMUSG00000084017	261	0.321970140933993	0.4030926149369125	7.392214618207048e-10	2.053392949501958e-07	ENSMUSG00000084017
ENSMUSG00002076852	246	0.2926471109036331	0.3486047859852744	1.0038960773783856e-09	2.509740193445964e-07	ENSMUSG00002076852
ENSMUSG00000034919	191	0.3090221434831599	0.3047341752587905	3.1193065463952514e-08	7.089333059989206e-06	ENSMUSG00000034919
ENSMUSG00000065105	82	1.0873708890750975	1.1242327425030356	1.1642426767100035e-07	2.1634754483944108e-05	ENSMUSG00000065105
ENSMUSG00000006574	238	0.4321222472470243	0.5815258286372165	1.186832632171786e-07	2.1634754483944108e-05	ENSMUSG00000006574
ENSMUSG00000019232	125	0.1767865482717757	0.2328001641243801	1.21154625110087e-07	2.1634754483944108e-05	ENSMUSG00000019232
ENSMUSG00000080538	87	1.1303680360317223	1.1378310528727658	1.9263321104912026e-07	3.0498115144439453e-05	ENSMUSG00000080538
ENSMUSG00000017724	195	0.0306634008884417	0.0489620999546743	1.951879369244125e-07	3.0498115144439453e-05	ENSMUSG00000017724
ENSMUSG00000010205	122	-0.62616725983098	-0.6486173284034614	6.882945272623786e-07	0.0001012197834209	ENSMUSG00000010205
ENSMUSG00000034855	128	0.0645259714918223	0.1005365261083084	7.732140320237946e-07	0.000107390837781	ENSMUSG00000034855
ENSMUSG00000039037	101	-0.1899252772331267	-0.2153549101546948	9.103986127190212e-07	0.0001197892911472	ENSMUSG00000039037
ENSMUSG00000064427	86	0.9938359200255942	1.1590703367872657	1.8771567809050536e-06	0.0002346445976131	ENSMUSG00000064427
ENSMUSG00000064513	81	0.8780609786510462	0.924936434053526	3.288479970997571e-06	0.000391485710833	ENSMUSG00000064513
ENSMUSG00000065353	84	0.9106568753719316	0.8581369958625514	7.539610790918694e-06	0.0008567739535134	ENSMUSG00000065353
ENSMUSG00000064655	81	0.9672664940357208	1.117821989150239	8.730197451845001e-06	0.0009489345056353	ENSMUSG00000064655
ENSMUSG00000118839	83	0.9634738445281972	1.068505723216313	1.0973576304751376e-05	0.0011430808650782	ENSMUSG00000118839
ENSMUSG00000070304	116	-0.4296919088810675	-0.5287164995630634	1.742695106299319e-05	0.0017426951062993	ENSMUSG00000070304
ENSMUSG00000064387	84	0.9317380249500264	1.0558837430489287	2.4066212327755743e-05	0.0023140588776688	ENSMUSG00000064387
ENSMUSG00000065778	82	0.971320974826812	1.0429082140738155	2.739829602116384e-05	0.0025368792612188	ENSMUSG00000065778
ENSMUSG00002074875	103	0.6636576354503629	0.7957847812060391	3.103764659884156e-05	0.0027712184463251	ENSMUSG00002074875
ENSMUSG00000064604	101	0.8642039149999611	0.8681461621292776	3.3306413499634147e-05	0.0028712425430719	ENSMUSG00000064604
