gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000080538	ENSMUSG00000080538	87	-0.91817653477192	-1.2627378823191828	1.1176615188901453e-11	1.5523076651252015e-09
ENSMUSG00000107383	ENSMUSG00000107383	126	-0.5668849879875768	-0.7039769442472198	1.3475442983690298e-11	1.7730846031171446e-09
ENSMUSG00000033763	ENSMUSG00000033763	89	-0.6858292102813709	-1.1621547715947833	1.6093903987268732e-11	2.0117379984085915e-09
ENSMUSG00000003680	ENSMUSG00000003680	266	-0.1043353635817762	-0.1854763243581739	2.2637558494409404e-11	2.6949474398106433e-09
ENSMUSG00000048126	ENSMUSG00000048126	80	-0.894353750534356	-1.3102078216523283	2.545652577623514e-11	2.8927870200267203e-09
ENSMUSG00000065105	ENSMUSG00000065105	82	-0.830008560419082	-1.1738347363132426	5.7282512067047264e-11	6.226360007287746e-09
ENSMUSG00000025479	ENSMUSG00000025479	225	-0.0009155422449117	-0.0018788514779764	1.6594881024900587e-10	1.6926116064297503e-08
ENSMUSG00000080971	ENSMUSG00000080971	297	-0.135470708832143	-0.2177859131396594	1.6926116064297503e-10	1.6926116064297503e-08
ENSMUSG00000095616	ENSMUSG00000095616	293	-0.191738149244338	-0.341271232628567	3.579202489945032e-10	3.441540855716377e-08
ENSMUSG00000119011	ENSMUSG00000119011	96	-0.6039493292570113	-0.8754219781799757	8.514242644253044e-10	7.883558003938006e-08
ENSMUSG00000028989	ENSMUSG00000028989	180	0.0947268754709517	0.163203456788588	1.1503541452739794e-09	1.0271019154231961e-07
ENSMUSG00000118936	ENSMUSG00000118936	217	-0.4345193326473234	-0.5512475003638625	1.6292445170762446e-09	1.404521135410556e-07
ENSMUSG00000087819	ENSMUSG00000087819	83	-0.9591906011104584	-1.260605040912378	1.8029462367508127e-09	1.5024551972923444e-07
ENSMUSG00000016763	ENSMUSG00000016763	86	-0.4010259650647624	-0.7221322575450733	3.248672220124149e-09	2.619896951713024e-07
ENSMUSG00000065016	ENSMUSG00000065016	96	-0.8419803053140623	-1.1828705647241424	3.620981514629306e-09	2.828891808304146e-07
ENSMUSG00000119838	ENSMUSG00000119838	136	-0.4804840508848411	-0.8106636048163315	4.500638750570829e-09	3.4095748110385066e-07
ENSMUSG00000021702	ENSMUSG00000021702	112	-0.318227965384721	-0.5034338184813301	9.064722417129191e-09	6.665237071418522e-07
ENSMUSG00000038508	ENSMUSG00000038508	83	-0.1773904599249356	-0.4219353346893008	1.1983509740076672e-08	8.559649814340478e-07
ENSMUSG00000082810	ENSMUSG00000082810	326	-0.3668046772480002	-0.4818737714586398	1.9845311172161928e-08	1.3781466091779116e-06
ENSMUSG00000058927	ENSMUSG00000058927	235	0.3080974765121939	0.441215935824894	3.888954858144445e-08	2.6276722014489488e-06
ENSMUSG00000108884	ENSMUSG00000108884	94	0.1877733714878552	0.3252225058708609	4.696639233081613e-08	3.086461634704544e-06
ENSMUSG00000024427	ENSMUSG00000024427	127	0.1166995435953146	0.2277989873054554	4.814880150139089e-08	3.086461634704544e-06
ENSMUSG00000064945	ENSMUSG00000064945	127	-0.663838425278663	-0.9272778925107822	5.6864607134166085e-08	3.55403794588538e-06
ENSMUSG00002074955	ENSMUSG00002074955	91	-0.7605441512539969	-1.013471773446852	6.314201295154477e-08	3.850122740947851e-06
ENSMUSG00000064655	ENSMUSG00000064655	81	-0.7714234471321105	-1.2757642237240026	8.179424981769047e-08	4.868705346291098e-06
ENSMUSG00000044816	ENSMUSG00000044816	113	-0.0504850633442412	-0.0875295196412384	8.819718255725918e-08	5.127743171933673e-06
ENSMUSG00000058443	ENSMUSG00000058443	112	0.3648113639093941	0.7516635848373403	9.071533069171522e-08	5.154280152938365e-06
ENSMUSG00000065778	ENSMUSG00000065778	82	-0.6967459060251711	-1.1601899307059185	1.1310238612338709e-07	6.283465895743727e-06
ENSMUSG00000020599	ENSMUSG00000020599	89	-0.2140121221542354	-0.3800391852501211	1.3807607057714224e-07	7.50413427049686e-06
ENSMUSG00000048373	ENSMUSG00000048373	120	0.0231119139119983	0.0390969171417788	1.5174387124616828e-07	8.071482513094058e-06
ENSMUSG00000020053	ENSMUSG00000020053	149	-0.1516854226589198	-0.2522488228557379	2.1876718991897806e-07	1.1394124474946771e-05
ENSMUSG00000089809	ENSMUSG00000089809	85	0.012515974789856	0.0195875386999059	2.412699187104295e-07	1.2309689730123952e-05
ENSMUSG00000030786	ENSMUSG00000030786	179	0.0050154507160193	0.0102683670842176	3.1316778292822534e-07	1.5658389146411267e-05
ENSMUSG00000070645	ENSMUSG00000070645	172	0.1451135929673912	0.2610687759188557	6.050996561590694e-07	2.9661747850934774e-05
ENSMUSG00000093413	ENSMUSG00000093413	82	-0.7145984530448907	-1.0651374549333077	8.259372100694051e-07	3.970851971487525e-05
ENSMUSG00000038058	ENSMUSG00000038058	112	0.0846420649439086	0.1665458501058684	8.480788412645879e-07	4.00037189275749e-05
ENSMUSG00000064427	ENSMUSG00000064427	86	-0.6628774801269169	-1.1224662631165336	1.148765348957248e-06	5.3183580970242965e-05
ENSMUSG00000071637	ENSMUSG00000071637	172	0.1171137267258037	0.2155406918128879	1.822599394185609e-06	8.284542700843677e-05
ENSMUSG00000001870	ENSMUSG00000001870	86	-0.3671578742563726	-0.5213259313963674	1.87806693829895e-06	8.384227403120313e-05
ENSMUSG00000056025	ENSMUSG00000056025	81	0.3162780046462995	0.562039466918619	1.9974453285831477e-06	8.760725125364681e-05
ENSMUSG00000030123	ENSMUSG00000030123	94	-0.5304423801600933	-0.8524253183308315	2.5121829799745754e-06	0.0001082837491368
ENSMUSG00000032350	ENSMUSG00000032350	95	0.6410760622797386	0.8388054766841869	2.6831785048253565e-06	0.0001136940044417
ENSMUSG00000118859	ENSMUSG00000118859	91	-0.6485175967216491	-1.0350263726630236	3.2772675778725e-06	0.0001365528157446
ENSMUSG00000050973	ENSMUSG00000050973	156	0.4329518855549388	0.646480460600348	3.5139014235019417e-06	0.0001440123534222
ENSMUSG00000121393	ENSMUSG00000121393	249	0.2401908740401289	0.3369165507666231	4.061562565937926e-06	0.0001637726841104
ENSMUSG00000064901	ENSMUSG00000064901	81	-0.6301176786422726	-0.8783295048764084	4.180456422142598e-06	0.0001658911278628
ENSMUSG00000023914	ENSMUSG00000023914	80	0.4257049918174731	0.7348812586957516	4.432574619905871e-06	0.00017314744609
ENSMUSG00000065226	ENSMUSG00000065226	87	-0.6087387561798104	-0.9949991601189008	4.561156302318459e-06	0.0001754290885507
ENSMUSG00000034919	ENSMUSG00000034919	191	-0.095689876005053	-0.1519152478173898	5.126836386426525e-06	0.0001941983479707
ENSMUSG00000077714	ENSMUSG00000077714	89	-0.641033896803856	-0.9070193297866084	5.211493515844268e-06	0.0001944587132777
ENSMUSG00000084106	ENSMUSG00000084106	126	-0.066250247508287	-0.1001481892734912	5.477998778369297e-06	0.0002013970139106
ENSMUSG00000023046	ENSMUSG00000023046	112	-0.350504298135637	-0.4978358905692072	6.243284129014981e-06	0.0002262059467034
ENSMUSG00000048424	ENSMUSG00000048424	105	-0.3590220525860794	-0.4498161759206704	8.067758547447568e-06	0.0002881342338374
ENSMUSG00000026819	ENSMUSG00000026819	100	0.2412566699087614	0.4625037551881201	8.797131374360667e-06	0.0003097581469845
ENSMUSG00000066072	ENSMUSG00000066072	128	0.0392528409138323	0.0768208408503459	1.007601255675894e-05	0.0003498615471096
ENSMUSG00000065176	ENSMUSG00000065176	90	-0.7452095802873364	-1.0054663025651809	1.0409927289956045e-05	0.000356504359245
ENSMUSG00000026837	ENSMUSG00000026837	80	-0.6465316161513336	-1.0107630096255869	1.058992679414672e-05	0.0003577677970995
ENSMUSG00000119668	ENSMUSG00000119668	110	-0.5190240293741202	-0.937973088756059	1.1850658153900184e-05	0.0003908445303074
ENSMUSG00000087935	ENSMUSG00000087935	126	-0.4216441648546599	-0.6304237233079226	1.1881673721347852e-05	0.0003908445303074
ENSMUSG00000036995	ENSMUSG00000036995	100	-0.110913937678562	-0.1513736524972198	1.239285123288969e-05	0.0004023652997691
ENSMUSG00000031445	ENSMUSG00000031445	111	-0.1437869463115932	-0.2244055142620954	1.7227976273681556e-05	0.0005521787267205
ENSMUSG00000118866	ENSMUSG00000118866	100	-0.0471364289522175	-0.0545779533755089	1.9373390381938197e-05	0.0006093225479106
ENSMUSG00000019894	ENSMUSG00000019894	148	-0.015002990141511	-0.0232639260440613	1.9498321533140128e-05	0.0006093225479106
ENSMUSG00000064841	ENSMUSG00000064841	93	-0.5569629192352299	-0.8262970142065301	2.111867774678977e-05	0.0006429338920525
ENSMUSG00000001506	ENSMUSG00000001506	110	-0.2541985876858232	-0.4476038613747748	2.1244269545084293e-05	0.0006429338920525
ENSMUSG00002074875	ENSMUSG00002074875	103	-0.4920304268598549	-0.6935649349485749	2.1345405216144364e-05	0.0006429338920525
ENSMUSG00000090101	ENSMUSG00000090101	91	-0.6489542432129392	-0.8219537432354186	2.3307776360725896e-05	0.0006936838202596
ENSMUSG00000016194	ENSMUSG00000016194	99	0.3514726281166059	0.5257353618727026	2.4837648702757956e-05	0.0007305190794928
ENSMUSG00000119577	ENSMUSG00000119577	93	-0.5340126559138293	-0.8547162788836202	2.5770211345643723e-05	0.0007491340507454
ENSMUSG00000081059	ENSMUSG00000081059	237	-0.2642194341868151	-0.4481287717611447	2.9361916421999368e-05	0.0008437332305172
ENSMUSG00000118125	ENSMUSG00000118125	99	0.1859105512499815	0.2774381492028071	3.298553721542419e-05	0.0009370891254381
ENSMUSG00000020609	ENSMUSG00000020609	88	0.282627730071545	0.5093082825463932	3.6001155931497664e-05	0.001011268425042
ENSMUSG00000020953	ENSMUSG00000020953	113	0.1085675893351438	0.1593031278165328	3.862481823913022e-05	0.0010729116177536
ENSMUSG00000094306	ENSMUSG00000094306	288	-0.0545530833303925	-0.091444915289029	4.24284820854659e-05	0.0011656176397106
ENSMUSG00000038843	ENSMUSG00000038843	80	0.0491160158067942	0.06172889456309	4.515265299187554e-05	0.0012269742660835
ENSMUSG00000055022	ENSMUSG00000055022	97	-0.1981200203299522	-0.3560131134375724	4.673726747073115e-05	0.0012563781578153
ENSMUSG00000034739	ENSMUSG00000034739	126	-0.1843396852724257	-0.2869071102041073	4.7612863081858414e-05	0.0012662995500494
ENSMUSG00000064387	ENSMUSG00000064387	84	-0.6015666902065271	-0.9630018647902854	5.283122160659737e-05	0.0013902953054367
ENSMUSG00000107722	ENSMUSG00000107722	122	-0.2670401535928236	-0.4487185607553371	5.76184704101923e-05	0.0015004810002654
ENSMUSG00000030283	ENSMUSG00000030283	99	0.2059594154357899	0.3301627644992028	6.430234055787576e-05	0.0016572768185019
ENSMUSG00000010044	ENSMUSG00000010044	95	0.1414271934889265	0.2246604293832181	6.637628079986246e-05	0.0016932724693842
ENSMUSG00000029231	ENSMUSG00000029231	88	-0.2396452017128464	-0.4605651679312433	6.79904479232718e-05	0.0017169305031129
ENSMUSG00000045871	ENSMUSG00000045871	93	0.0235607534646985	0.0441313667197245	7.49894184337574e-05	0.0018747354608439
