gene	symbol	rewiring_mean	rewiring_std	rank_std
ENSMUSG00000055116	Bmal1	0.4839766430422296	0.0592705325862573	29.175332046096752
ENSMUSG00000020889	Nr1d1	0.4806157969891734	0.0444617832469374	25.719447894540817
ENSMUSG00000118841	Rn7s2	0.4786942888416575	0.043660787125637	16.59035864591239
ENSMUSG00000026822	Lcn2	0.4784131530772154	0.074715705637636	26.862613424609304
ENSMUSG00000064354	mt-Co2	0.4767177942858588	0.0533040033794195	37.16194289861605
ENSMUSG00000023046	Igfbp6	0.4716696154256186	0.0523198677396987	29.604053776467843
ENSMUSG00000024526	Cidea	0.4679007373023209	0.0492597485075697	15.85433694608513
ENSMUSG00000031994	Adamts8	0.466923168566442	0.0414916952950339	37.17041834577599
ENSMUSG00000099519	ENSMUSG00000099519	0.4599854702524382	0.0385347559139152	19.930127947406657
ENSMUSG00000079494	Nat8f5	0.457955277660577	0.0363219244032647	21.34947306141301
ENSMUSG00000044471	Lncpint	0.4574610942766928	0.0399170946464508	27.954248335449837
ENSMUSG00000022010	Tsc22d1	0.4574009431126799	0.0470267199437835	26.267089675104856
ENSMUSG00000116993	ENSMUSG00000116993	0.4550952410036301	0.0486345010878107	36.865837844812376
ENSMUSG00000048572	Tmem252	0.4549250252882579	0.0517152645026389	40.89119709668574
ENSMUSG00000040564	Apoc1	0.4498966524251843	0.0174822377982049	10.156771140475698
ENSMUSG00000032575	Manf	0.44976451438427	0.074818681063937	80.7775340054399
ENSMUSG00000031167	Rbm3	0.447514378373787	0.03870343830299	24.890962215229848
ENSMUSG00000025479	Cyp2e1	0.4428662374108218	0.0520578868940351	40.850458993749385
ENSMUSG00000074715	Ccl28	0.4420514706167592	0.0306435277727744	28.66705426094561
ENSMUSG00000002910	Arrdc2	0.441576876774655	0.0420026722528796	39.81758405528894
ENSMUSG00000026574	Dpt	0.4387509493071841	0.0474101269779245	35.131325053291114
ENSMUSG00000040808	S100g	0.4369038673948682	0.0496105258893601	57.22071303295687
ENSMUSG00000016942	Tmprss6	0.4354197543947862	0.0503543816866711	29.682317968784044
ENSMUSG00000119761	Snord3b2	0.4353563641531727	0.0421249919492381	27.059194370860343
ENSMUSG00000121785	Ubb-ps	0.4327782635101521	0.040090864314957	33.988821691844514
ENSMUSG00000005413	Hmox1	0.4318320582541289	0.043008904722635	38.56954757318265
ENSMUSG00000027699	Ect2	0.4297835501156793	0.0550670294991076	57.66706165568001
ENSMUSG00000121505	Gm4956	0.429428636079184	0.0317059546923924	32.84569987075933
ENSMUSG00000059201	Lep	0.4287387460847968	0.050789314762707	53.45848856823395
ENSMUSG00000067736	Gm10222	0.4280542474964947	0.0434619716231429	43.577058184324464
ENSMUSG00000022033	Pbk	0.4269091567049207	0.028997695818643	31.370208797519982
ENSMUSG00002076451	ENSMUSG00002076451	0.4264071964222099	0.043849374627334	48.52999072738424
ENSMUSG00000038264	Sema7a	0.4233554874488424	0.0404165651967244	39.37207131965501
ENSMUSG00000023073	Slc10a2	0.4213230773982201	0.0704910549590156	85.15544609712288
ENSMUSG00000019577	Pdk4	0.4201503857146965	0.0463109940723517	62.439090320087146
ENSMUSG00000028970	Abcb1b	0.419963620664789	0.0412085779378235	42.95357959472062
ENSMUSG00000020609	Apob	0.419471092701432	0.03630908669552	40.70491370829816
ENSMUSG00000048546	Tob2	0.4191803342390061	0.0516408315095465	36.6584233157947
ENSMUSG00000121034	ENSMUSG00000121034	0.4140743400880857	0.0500448210648897	97.60783780004554
ENSMUSG00000073418	C4b	0.4116892739715399	0.0616268880351151	95.70376168155563
ENSMUSG00000121782	Gm9797	0.4110159635801859	0.044278206233867	69.93146645109053
ENSMUSG00000057137	Tmem140	0.4108544062872067	0.0469981509702827	61.11800062174809
ENSMUSG00000038146	Notch3	0.4104673600785903	0.0433411223667494	55.12358841730099
ENSMUSG00000038526	Car14	0.4091650362578807	0.0447741584534977	62.72766534791487
ENSMUSG00000010064	Slc38a3	0.4084679734791722	0.0566961630278912	78.34053867570735
ENSMUSG00000021384	Susd3	0.4078500204772942	0.0406701401504568	71.29859746166119
ENSMUSG00000090733	Rps27	0.4077870143126565	0.0624554839607527	70.53056075205981
ENSMUSG00000032946	Rasgrp2	0.4077168730730972	0.0395139488953827	45.69737410398983
ENSMUSG00000038415	Foxq1	0.4076037637258903	0.0390962828390586	71.91307252509796
ENSMUSG00000097421	ENSMUSG00000097421	0.4067169887553923	0.0600373287320945	138.5376844039195
