contrast	n_genes	n_significant_q05	n_significant_q01	median_pvalue
ISS_T_OLD_FLT_minus_GC	2500	27	0	0.43453273363318334
LAR_YNG_FLT_minus_GC	2500	0	0	0.5487256371814093
ISS_T_YNG_FLT_minus_GC	2500	42	0	0.3433283358320839
LAR_OLD_FLT_minus_GC	2500	0	0	0.45002498750624687
