gene	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000095616	438	-0.24674717774614646	-0.45915497371934244	0.0	0.0
ENSMUSG00000070645	204	0.4351050265133379	0.7904747259873107	0.0	0.0
ENSMUSG00000065016	96	-0.8843930006027205	-1.3099476044590737	0.0	0.0
ENSMUSG00000074527	340	0.17694488167762845	0.25703764460952166	0.0	0.0
ENSMUSG00000064604	128	-0.5740612506866457	-1.1360979956935342	0.0	0.0
ENSMUSG00000087881	92	-0.9173146486282349	-1.5855090213169412	0.0	0.0
ENSMUSG00000118936	264	-0.35948224181775035	-0.49777687916933533	1.1102230246251565e-16	3.469446951953614e-14
ENSMUSG00000077611	86	-0.965575657784937	-1.3213347343117658	1.1102230246251565e-16	3.469446951953614e-14
ENSMUSG00000073125	394	-0.10275708436965936	-0.20266125790472678	2.1094237467877974e-15	5.551115123125783e-13
ENSMUSG00000065208	90	-0.9218005537986741	-1.4163381780161088	2.220446049250313e-15	5.551115123125783e-13
ENSMUSG00000065105	81	-0.9836164116859425	-1.4072214283854274	1.2545520178264269e-14	2.851254585969152e-12
ENSMUSG00000119662	109	-0.6438297241926191	-1.0017900420201686	2.475797344914099e-14	5.157911135237707e-12
ENSMUSG00000091345	141	-0.019126468896865794	-0.03121435055057211	4.8627768478581856e-14	9.238641597773624e-12
ENSMUSG00000119011	97	-0.4905499607324597	-0.7852178132299298	5.1736392947532295e-14	9.238641597773624e-12
ENSMUSG00000118839	82	-0.8597105875611302	-1.3969994362425284	3.368416656712725e-13	5.614027761187875e-11
ENSMUSG00000030786	156	0.060188082791865855	0.14602834041087778	1.0050849041931542e-12	1.5704451628018035e-10
ENSMUSG00000080538	100	-0.7616630401462309	-1.0817098578312514	1.0197953592694375e-11	1.499699057749173e-09
ENSMUSG00000029373	140	0.18794667422771494	0.32894467540591404	1.3321455050174791e-11	1.8502020903020542e-09
ENSMUSG00000093413	83	-0.8640074133872964	-1.403577112784667	1.9098500558811793e-11	2.512960599843657e-09
ENSMUSG00000030218	112	0.14716097302734849	0.22012280371303744	3.464328823810092e-11	4.330411029762615e-09
ENSMUSG00000094932	358	0.03568080533295801	0.06152365722535627	4.556732768890015e-11	5.4246818677262085e-09
ENSMUSG00000047215	85	0.6487649559974652	1.2574222299537234	5.7462479219339e-11	6.428408530127953e-09
ENSMUSG00000064945	132	-0.6654734816402186	-1.05505041111387	5.914135847717716e-11	6.428408530127953e-09
ENSMUSG00000019894	158	-0.08174141552299267	-0.13376781043219543	1.0234768588190946e-10	1.0661217279365568e-08
ENSMUSG00000119838	175	-0.2978242883924379	-0.6462558936480852	1.2310830133088757e-10	1.2310830133088757e-08
ENSMUSG00000118790	83	-0.8315631508827205	-1.2330112640802506	4.546262255544775e-10	4.371406014946899e-08
ENSMUSG00000065778	81	-0.7543924927711495	-1.1616105617692123	4.726165014901085e-10	4.376078717501004e-08
ENSMUSG00000033763	88	-0.6154876030981533	-1.0113539257644115	1.4327505848399369e-09	1.2792415936070866e-07
ENSMUSG00000091694	228	-0.014562622434460248	-0.03436051629575022	1.6249832590631286e-09	1.3926160224997375e-07
ENSMUSG00000064655	81	-0.760970520973205	-1.2291935004007752	1.671139226999685e-09	1.3926160224997375e-07
ENSMUSG00000110386	442	0.14121605381369662	0.2463704526035027	3.825188499284593e-09	3.0848294349069296e-07
ENSMUSG00000031253	151	0.11824912577867346	0.15851831163077912	5.8607723119052935e-09	4.543456267779401e-07
ENSMUSG00000048373	201	0.14790284037589907	0.2979113838080483	5.997362273468809e-09	4.543456267779401e-07
ENSMUSG00000099927	336	-0.36111206803470786	-0.6174570098131509	8.104379278783824e-09	5.959102410870459e-07
ENSMUSG00000009281	133	0.24059940818697229	0.536100212165771	8.560771314058968e-09	6.114836652899263e-07
ENSMUSG00000025479	213	0.1412960231304181	0.258387951006088	1.1159990376263806e-08	7.749993316849865e-07
ENSMUSG00000064841	88	-0.729145639762282	-1.0810259686351054	2.1621227030976797e-08	1.460893718309243e-06
ENSMUSG00000038508	83	-0.015181823819875585	-0.034451640946650396	2.5921993440647384e-08	1.705394305305749e-06
ENSMUSG00000048126	80	-0.6524376943707463	-0.8517638490951437	2.8240060512274567e-08	1.8102602892483696e-06
ENSMUSG00000019768	212	-0.045816558599472174	-0.08908692111402047	3.132716441811567e-08	1.9579477761322295e-06
ENSMUSG00000023046	123	-0.1041060351184576	-0.2093324551902981	3.4768908974136536e-08	2.120055425252228e-06
ENSMUSG00000112441	93	-0.45298259742557906	-0.7165430153733193	4.078322834999426e-08	2.427573116071087e-06
ENSMUSG00000064427	83	-0.7797455370426185	-1.2621587177436384	4.702960543223611e-08	2.7342793855951227e-06
ENSMUSG00000064451	93	-0.43055541738867603	-0.6784697000365084	6.352781800611496e-08	3.5446910838664457e-06
ENSMUSG00000077714	89	-0.6665407180786119	-1.011323948883604	6.380443950959602e-08	3.5446910838664457e-06
ENSMUSG00000119668	126	-0.4376790184527624	-0.975226125938774	8.684484886778421e-08	4.719828742814359e-06
ENSMUSG00000021702	151	-0.13247926086187412	-0.28901165211382884	1.0955548912505719e-07	5.8274196343115524e-06
ENSMUSG00002076696	85	-0.6704429864883411	-1.1338534958256519	1.4751486443476125e-07	7.683065855977148e-06
ENSMUSG00000064901	83	-0.7515318483114231	-1.0157334929529351	1.5176674550421154e-07	7.743201301235282e-06
ENSMUSG00000009633	130	-0.07345192022621645	-0.11036408886581911	1.916458411965749e-07	9.582292059828745e-06
ENSMUSG00000026574	115	0.22780823707580655	0.35814326043581135	1.968845546596043e-07	9.651203659784525e-06
ENSMUSG00000056025	82	0.17797710895538266	0.29463816159374273	2.649464824200365e-07	1.2737811654809447e-05
ENSMUSG00000038415	279	-0.12338193058967506	-0.18352924510221724	3.081936044146971e-07	1.4537434170504582e-05
ENSMUSG00000065176	89	-0.7005546092987053	-0.9082615488969149	3.6669752356832674e-07	1.697673720223735e-05
ENSMUSG00000034591	82	0.39219974726438517	0.5885381034696215	4.306107177498575e-07	1.9258313198124354e-05
ENSMUSG00000119577	104	-0.47381071522831886	-0.7474097073995436	4.313862156379855e-07	1.9258313198124354e-05
ENSMUSG00000036602	86	-0.1912716520950204	-0.40599249170599316	6.637635531214769e-07	2.9112436540415654e-05
ENSMUSG00000027698	87	0.643296570796518	1.0401221207197304	6.801199513573053e-07	2.924468170924068e-05
ENSMUSG00000087819	85	-0.8385776758193971	-1.2153588386457213	6.9017448833808e-07	2.924468170924068e-05
ENSMUSG00000065701	103	-0.6784105982631443	-1.110507941244567	7.271444950607275e-07	3.029768729419698e-05
ENSMUSG00000118859	84	-0.6892733413726086	-1.10048469909148	7.717170001919627e-07	3.162774590950667e-05
ENSMUSG00000044816	121	-0.008429373055696491	-0.011723443400782267	7.957530937519053e-07	3.165742201892396e-05
ENSMUSG00000016763	122	-0.07451448645442815	-0.1140497398952711	7.977670348768839e-07	3.165742201892396e-05
ENSMUSG00000019929	138	0.2547981398180117	0.5097464177695855	9.692868795374565e-07	3.7862768731931895e-05
ENSMUSG00000046352	106	0.29191973134875293	0.48988989949210965	9.864365595468882e-07	3.793986767488032e-05
ENSMUSG00000115423	176	0.1107443552464242	0.19836100804786472	1.0057740942315263e-06	3.8097503569375995e-05
ENSMUSG00000090101	83	-0.6599937468767164	-0.8964615393457733	1.3950141207752509e-06	5.205276570056906e-05
ENSMUSG00000027487	341	0.3824996538460238	0.5912122221188851	1.6955401315188467e-06	6.233603424701643e-05
ENSMUSG00002074955	87	-0.7269721508026142	-0.9958551531642267	1.8360337286082995e-06	6.652296118146013e-05
ENSMUSG00000024011	150	0.017979896813631074	0.025804640256210924	2.362074214334875e-06	8.435979336910268e-05
ENSMUSG00000064513	81	-0.6796447753906254	-1.1230480251821007	3.989946797178234e-06	0.00013924832209753305
ENSMUSG00000061100	234	0.15414070785045614	0.2286291734789893	4.010351676408952e-06	0.00013924832209753305
ENSMUSG00000092746	257	-0.29174550771713315	-0.45691764943207397	4.078728063960924e-06	0.00013968246794386724
ENSMUSG00000029641	118	0.19585842713713683	0.25614192618820475	4.315137123844792e-06	0.0001457816595893511
ENSMUSG00000027339	106	0.029451727680861697	0.050549581307140386	4.962879927794539e-06	0.00016542933092648462
ENSMUSG00000074521	293	0.28886423707008235	0.5586370353053907	6.432158977554003e-06	0.0002115841768932238
ENSMUSG00000077222	106	-0.43845561589114224	-0.6634199475357954	7.017152470534249e-06	0.0002278296256666964
ENSMUSG00000028339	94	-0.4702714969404039	-0.8259292710900112	7.561291362145894e-06	0.00024234908212006072
ENSMUSG00000096852	285	0.3132345631718617	0.5261739693101357	8.327731293555907e-06	0.0002635358004289844
ENSMUSG00000079480	110	0.6539061127230532	1.0022287638978564	9.317720879198355e-06	0.0002911787774749486
ENSMUSG00000026712	129	0.09493706831708487	0.23542027723298278	1.2303223659859697e-05	0.0003797291253043116
ENSMUSG00000020423	188	0.09646556945517637	0.19004844104274113	1.29476430030806e-05	0.00039116395420046325
ENSMUSG00000077254	85	-0.6677112728357313	-1.1108519790624662	1.305399462248058e-05	0.00039116395420046325
ENSMUSG00000045871	102	0.2437114614993331	0.3805045643980268	1.3143108861135566e-05	0.00039116395420046325
ENSMUSG00000024313	81	0.7034239679574947	1.1136447028236567	1.5563858027811683e-05	0.0004577605302297554
ENSMUSG00000030283	89	0.34732613749802016	0.49887153401202133	1.65439067016937e-05	0.0004809275203980727
ENSMUSG00000032332	150	0.054333098232746804	0.08523404342408868	2.103846138756804e-05	0.0005989098019478071
ENSMUSG00000120777	430	-0.16816677115857726	-0.261645169949834	2.108162502856281e-05	0.0005989098019478071
ENSMUSG00000028712	103	0.1025232389569278	0.19358611280832233	2.2140581865781606e-05	0.0006219264569039777
ENSMUSG00000058443	91	0.46313252449035486	1.0013350303867232	2.3976878085862907e-05	0.0006660243912739697
ENSMUSG00000027397	138	0.17029494196176456	0.3932004190715595	2.4435767632446925e-05	0.0006713122975946957
ENSMUSG00000001870	90	-0.1443117177579557	-0.27119780086149836	2.69693785018843e-05	0.000732863546246856
ENSMUSG00000107383	141	-0.06109451800584866	-0.1059304940041493	2.8003046150582023e-05	0.0007527700578113447
ENSMUSG00000065226	93	-0.6374943494796756	-1.08407045746214	3.101724899812197e-05	0.0008249268350564354
ENSMUSG00000028989	216	0.06168977320194205	0.11931091252596494	3.347001493514412e-05	0.000880789866714319
ENSMUSG00000032350	98	0.31786641422659145	0.4693756471000267	3.5419854560236885e-05	0.0009164213407546725
ENSMUSG00000054555	173	-0.4260623607784493	-0.6500805970281532	3.555714802128129e-05	0.0009164213407546725
ENSMUSG00000095545	289	-0.39946387410163875	-0.6754235246182962	4.432465608961156e-05	0.0011307310226941723
ENSMUSG00000027896	81	0.4499204024672503	0.8526063715813129	4.80412187989776e-05	0.0012131620908832727
ENSMUSG00000031445	125	-0.18678191588260265	-0.33470322417303655	4.954432868020664e-05	0.001238608217005166
ENSMUSG00000111497	146	-0.25121414028107986	-0.42009802596913215	5.0473749010238045e-05	0.0012493502230256942
ENSMUSG00000051669	81	-0.7083294004201884	-1.0111531364437625	5.741919024471187e-05	0.001407333094233134
ENSMUSG00000000120	143	-0.0789337366819392	-0.12719978307432583	6.509746497773694e-05	0.0015730175251062717
ENSMUSG00000070304	155	0.3337482750415786	0.5459865776153056	6.54375290444209e-05	0.0015730175251062717
ENSMUSG00000003623	81	0.5553090810775759	0.8682810254609117	7.756303058725766e-05	0.001846738823506135
ENSMUSG00000006641	101	0.11870190501213138	0.22798391677245838	8.991372137667764e-05	0.002120606636242397
ENSMUSG00000036278	189	0.048124943673612725	0.11240374017496368	9.45633527951184e-05	0.0022094241307270657
ENSMUSG00000028364	82	-0.13639269843697552	-0.3452243833389044	0.00011336825018315455	0.002624265050535985
ENSMUSG00000053897	80	0.5681334406137457	0.9372746587994265	0.00011772330618564641	0.0027000758299460187
ENSMUSG00000118125	110	0.18544162865728248	0.3137395839494148	0.00012102339848540922	0.002740243169336593
ENSMUSG00000058927	282	0.25200360491871826	0.37106510036811113	0.00012166679671854475	0.002740243169336593
ENSMUSG00000023224	84	0.12662587985396362	0.18868571005259552	0.00012364570196288227	0.002759948704528622
ENSMUSG00000029188	189	0.1912982225418076	0.25491131271555884	0.0001345707071384039	0.0029772280340354847
ENSMUSG00000022613	87	0.025166586786508516	0.042673471707558454	0.000151298316324322	0.0033179455334281143
ENSMUSG00000022665	102	0.2208065565675492	0.34920239208715087	0.000156995554531969	0.0033739374833219884
ENSMUSG00000071984	168	-0.2639917488675559	-0.38137242975031876	0.00015718265165887146	0.0033739374833219884
ENSMUSG00000119895	81	-0.7095418721437442	-0.9674090650342856	0.00015790027421946906	0.0033739374833219884
ENSMUSG00000075705	82	0.2461524926125998	0.5144796927378995	0.00021372154756171824	0.0045279988890194545
ENSMUSG00000064994	80	-0.5828472927212718	-1.0385258119338536	0.0002191568920466569	0.004604136387534809
ENSMUSG00000087935	123	-0.284279469028115	-0.6009388643121305	0.0002217186260340398	0.0046191380423758295
ENSMUSG00000017724	217	-0.14790209531783916	-0.2835571255095303	0.00023063094982389565	0.004765102269088753
ENSMUSG00000022679	82	0.22305847574025323	0.3655426223473559	0.0002445383542467594	0.00501103184931884
ENSMUSG00000020599	96	-0.15086656436324186	-0.3264476969984851	0.0002593246372692981	0.005270825960758092
ENSMUSG00002076896	81	-0.7138607561588275	-1.042427891034498	0.0002677590079064318	0.0053983670948877386
ENSMUSG00000025089	103	0.25657382756471503	0.46928375668007405	0.0002966151640759751	0.005932303281519502
