gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000033020	0.1674175065934649	0.40728713908501	0.2398696324915451
ENSMUSG00000115888	0.1522514622460457	0.4225041726767248	0.2702527104306791
ENSMUSG00000053303	0.1491685807836025	0.3763899230328641	0.2272213422492616
ENSMUSG00000036856	0.1482999498390955	0.4376300735639617	0.2893301237248662
ENSMUSG00000015568	0.1473572678026106	0.2913416280955523	0.4386988958981629
ENSMUSG00000007038	0.14521066740404717	0.2493860079052764	0.3945966753093236
ENSMUSG00000075706	0.14265077895765813	0.3541487133870486	0.2114979344293905
ENSMUSG00000101599	0.13921324513902367	0.4048217281713112	0.2656084830322875
ENSMUSG00000039062	0.1386417628865233	0.4342142022253324	0.2955724393388091
ENSMUSG00000022894	0.1334724366582909	0.4701923359713603	0.3367198993130694
ENSMUSG00000033453	0.1323969431997183	0.3304808043112902	0.1980838611115719
ENSMUSG00000090264	0.12769371069922558	0.3906581746946097	0.2629644639953841
ENSMUSG00000061104	0.1274437663949526	0.3446332255032693	0.2171894591083167
ENSMUSG00000103593	0.12653981747443932	0.3723246671592622	0.2457848496848229
ENSMUSG00000121171	0.1249496937113059	0.3533522369155363	0.2284025432042304
ENSMUSG00000033676	0.12183363498913236	0.3211115240587377	0.4429451590478701
ENSMUSG00000027533	0.12139415583348481	0.339088293634701	0.2176941378012162
ENSMUSG00002074955	0.12112044569602798	0.4087393886861005	0.2876189429900725
ENSMUSG00000024140	0.1191525910415987	0.3726830188695779	0.2535304278279792
ENSMUSG00000025723	0.11568540565904861	0.3787159863721095	0.2630305807130609
ENSMUSG00000033209	0.1147549310502538	0.3871611455612618	0.272406214511008
ENSMUSG00000065701	0.11261555059629014	0.3036258936477196	0.4162414442440097
ENSMUSG00000052837	0.11223314631063688	0.3586930328743372	0.2464598865637003
ENSMUSG00000024610	0.10986100446624003	0.3746384243309308	0.2647774198646908
ENSMUSG00000065686	0.10878588557068897	0.3232413277019068	0.2144554421312178
ENSMUSG00000010406	0.1087398778131301	0.3808203827686296	0.2720805049554995
