gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000032060	0.17890259156775756	0.2604199668564509	0.4393225584242085
ENSMUSG00000039477	0.17074494364010603	0.4013332699133739	0.2305883262732679
ENSMUSG00000003814	0.15918912558443127	0.396246376627604	0.2370572510431727
ENSMUSG00000042541	0.1547269877782641	0.4174341083343386	0.2627071205560745
ENSMUSG00000002831	0.1359648430309971	0.3901747131416609	0.2542098701106638
ENSMUSG00000036751	0.13571501738598768	0.1979285866832171	0.3336436040692048
ENSMUSG00000007038	0.1348146395704538	0.2778528817543161	0.4126675213247699
ENSMUSG00000041734	0.1331401102762008	0.3744973005007432	0.2413571902245424
ENSMUSG00000099519	0.13307076522233818	0.2872600742108009	0.4203308394331391
ENSMUSG00000036856	0.1314870329775421	0.4878342494694843	0.3563472164919422
ENSMUSG00000047822	0.12774912192117072	0.3581328104458964	0.4858819323670671
ENSMUSG00000023868	0.12363349356693448	0.3222226239066285	0.198589130339694
ENSMUSG00000068037	0.12240474222123532	0.3954395262571404	0.2730347840359051
ENSMUSG00000119640	0.1222415049629719	0.2477779363232613	0.3700194412862332
ENSMUSG00000032064	0.12155221997762722	0.267917702560527	0.3894699225381542
ENSMUSG00000085087	0.12022322073332758	0.4347448623450963	0.3145216416117687
ENSMUSG00000046352	0.1192473409464305	0.3183826958704456	0.1991353549240151
ENSMUSG00000087819	0.11843725008184622	0.3415214992616845	0.2230842491798383
ENSMUSG00000049775	0.11772267108594858	0.2988856479891337	0.1811629769031851
ENSMUSG00000038624	0.11744207535111229	0.3914385782604263	0.273996502909314
ENSMUSG00000054385	0.11671361505480393	0.291917751762888	0.4086313668176919
ENSMUSG00000036062	0.11607530513314851	0.3684552134865397	0.2523799083533912
ENSMUSG00000112023	0.11509521734345046	0.3329147957515646	0.2178195784081141
ENSMUSG00000036565	0.11480635102948908	0.3086861326642716	0.1938797816347825
ENSMUSG00000039037	0.11352079577316021	0.3819889266818896	0.2684681309087294
ENSMUSG00000112441	0.1112646843759652	0.3628595277353447	0.2515948433593795
ENSMUSG00000039062	0.11088236465744528	0.4407460151967989	0.3298636505393536
ENSMUSG00000002409	0.11082960094762978	0.3076295227998804	0.1967999218522506
ENSMUSG00000026712	0.11077522473889229	0.322152888884237	0.2113776641453447
ENSMUSG00000109941	0.1088476750011576	0.2482975275165607	0.3571452025177183
ENSMUSG00000112637	0.108609855278128	0.3386897230373419	0.2300798677592139
ENSMUSG00000039058	0.1078563745175955	0.2804696866423195	0.388326061159915
ENSMUSG00000017718	0.10736328089077488	0.3426934323468582	0.2353301514560833
ENSMUSG00000071014	0.10733521338191893	0.1988503007935168	0.3061855141754357
ENSMUSG00000026185	0.10699029591233922	0.4175921983298167	0.3106019024174775
ENSMUSG00000031734	0.10563720267076332	0.4796767221089045	0.3740395194381412
ENSMUSG00000033020	0.10518579624399738	0.4077857398843554	0.302599943640358
ENSMUSG00000060317	0.1044158397581654	0.3390902033659629	0.2346743636077975
ENSMUSG00000037254	0.10416407961584523	0.329099006966749	0.4332630865825942
ENSMUSG00000038305	0.10409073090482257	0.3205045691687932	0.4245953000736158
ENSMUSG00000120543	0.10393316921947739	0.2188835771480755	0.1149504079285981
ENSMUSG00000002797	0.10336366418798609	0.3887044831073217	0.2853408189193356
ENSMUSG00000039304	0.10313657037877641	0.3353760386146426	0.2322394682358662
ENSMUSG00000054435	0.10308646084681	0.1889618227008905	0.2920482835477005
ENSMUSG00000053877	0.10263121193647218	0.1969739202283064	0.2996051321647786
ENSMUSG00000021974	0.1021243647223089	0.403756163828542	0.3016317991062331
ENSMUSG00000047330	0.1008213460606496	0.3101296254328183	0.2093082793721687
ENSMUSG00000038775	0.10070488482613349	0.3062997872026987	0.2055949023765652
ENSMUSG00000018171	0.09947767179927625	0.3720242053664272	0.272546533567151
ENSMUSG00000043099	0.09914542921399733	0.2334744859811992	0.3326199151951965
ENSMUSG00000041624	0.09853057913181529	0.3518933365805444	0.2533627574487291
ENSMUSG00000119476	0.09832201925518447	0.3360659453410518	0.2377439260858673
ENSMUSG00000039579	0.09824016852127579	0.2339155756220114	0.3321557441432872
ENSMUSG00000028407	0.09800176753433343	0.1891379588966542	0.2871397264309876
ENSMUSG00000109378	0.09740097192050423	0.2326577670270974	0.3300587389476016
ENSMUSG00000043681	0.09724061946762796	0.3802041007487458	0.2829634812811178
ENSMUSG00000041351	0.09691275508326735	0.3625188560756726	0.2656061009924052
ENSMUSG00000118012	0.0968093949383135	0.2378081741598573	0.3346175690981708
ENSMUSG00000002565	0.09588086091894249	0.2509835387590771	0.3468643996780196
ENSMUSG00000021509	0.09584116299337009	0.3750288419906158	0.2791876789972457
ENSMUSG00000071984	0.09578344556913265	0.3221772815044722	0.4179607270736049
ENSMUSG00000045294	0.09567130845456956	0.4000121865892209	0.3043408781346513
ENSMUSG00000028031	0.09560334113431848	0.221598303545835	0.3172016446801535
ENSMUSG00000045680	0.09522561310398273	0.2388439630129308	0.3340695761169135
ENSMUSG00000059824	0.0946425914903209	0.330399087174284	0.4250416786646049
ENSMUSG00000030790	0.09449208097931361	0.2622120682735074	0.356704149252821
ENSMUSG00000026348	0.0940843979357045	0.3573913103040848	0.2633069123683803
ENSMUSG00000029829	0.09397755261086732	0.3929276569430381	0.2989501043321708
