gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000062248	0.1544647947551665	0.4443565794597114	0.2898917847045449
ENSMUSG00000118815	0.14637541800846732	0.2589436464892673	0.1125682284808
ENSMUSG00000074207	0.136859801800101	0.3699523968006373	0.2330925950005363
ENSMUSG00000040624	0.1312836443909323	0.3073435824774335	0.1760599380865012
ENSMUSG00000038567	0.1311015368319315	0.4304902845013768	0.2993887476694453
ENSMUSG00000034762	0.12760184690865028	0.3310738396543841	0.2034719927457338
ENSMUSG00000030214	0.126736356250515	0.4270110242964092	0.3002746680458942
ENSMUSG00000062997	0.12552134028986997	0.3188084572236279	0.1932871169337579
ENSMUSG00000021213	0.1224513096636865	0.3751021167100781	0.2526508070463916
ENSMUSG00000013584	0.12208957866886058	0.3598024724870997	0.2377128938182391
ENSMUSG00000070808	0.12103245789652406	0.4380278324289378	0.3169953745324137
ENSMUSG00000041886	0.12015802777223217	0.3560383033162833	0.2358802755440511
ENSMUSG00000025934	0.11844681589719896	0.3763805019321015	0.2579336860349025
ENSMUSG00000077714	0.11731409661953407	0.3658354086487501	0.248521312029216
ENSMUSG00000093701	0.11600900723378621	0.3563438353404365	0.2403348281066503
ENSMUSG00000100005	0.11587209726481801	0.3850889505056604	0.2692168532408424
ENSMUSG00000026394	0.11571050371571437	0.3505827643841258	0.2348722606684114
ENSMUSG00000013089	0.1156263699662935	0.3253762553935803	0.2097498854272868
ENSMUSG00000119895	0.1136424297377708	0.284554367358344	0.1709119376205732
ENSMUSG00000022206	0.11357194593085507	0.3836831157371078	0.2701111698062527
ENSMUSG00000051166	0.11320457382098148	0.3693586897301081	0.2561541159091266
ENSMUSG00000091405	0.11163053505411707	0.2667855436612627	0.3784160787153798
ENSMUSG00000066026	0.11125804281511481	0.2552050489750054	0.3664630917901202
ENSMUSG00000033618	0.11033611075950972	0.2813278814689972	0.3916639922285069
ENSMUSG00000101678	0.10991222997719591	0.2504790284894658	0.3603912584666617
ENSMUSG00000116908	0.10532139693125278	0.3413656588532545	0.2360442619220017
ENSMUSG00000025815	0.10489016864055861	0.3754680577103406	0.270577889069782
ENSMUSG00000037474	0.1037365161179502	0.2459358131076973	0.1421992969897471
ENSMUSG00000026676	0.10356687854615798	0.2855268190839017	0.3890936976300597
ENSMUSG00000053303	0.10356227726181741	0.3516124207034067	0.2480501434415893
ENSMUSG00000002985	0.10346138691749263	0.4583432143429878	0.3548818274254952
ENSMUSG00000021290	0.10323661753528929	0.2884743422030577	0.1852377246677684
ENSMUSG00000041841	0.1022886089067257	0.4234646134735965	0.3211760045668708
ENSMUSG00000062554	0.1015644262202566	0.2551378862018604	0.1535734599816038
ENSMUSG00000036278	0.10143883746863391	0.2202045327653281	0.321643370233962
ENSMUSG00000119776	0.10122502349252208	0.332030020798565	0.2308049973060429
ENSMUSG00000092746	0.10108400790226602	0.3358939785591856	0.2348099706569196
ENSMUSG00000033763	0.09914240505392768	0.4312902154756827	0.332147810421755
ENSMUSG00000025207	0.09913850264025242	0.3619265326356405	0.2627880299953881
ENSMUSG00000089774	0.09893743282673412	0.3859165439132831	0.286979111086549
ENSMUSG00000027820	0.0987882396280243	0.2331710186907076	0.3319592583187319
ENSMUSG00000031604	0.09848873648882778	0.2997770883982452	0.2012883519094174
ENSMUSG00000056724	0.0973944453895112	0.3568278024213113	0.4542222478108225
ENSMUSG00000022010	0.09736851255999651	0.4421822854447573	0.3448137728847608
ENSMUSG00000071551	0.09732335597705782	0.3247398697442455	0.2274165137671877
ENSMUSG00000006057	0.09729801314874043	0.2164257804180006	0.313723793566741
ENSMUSG00000035215	0.09695225195274898	0.2595331569081416	0.3564854088608906
ENSMUSG00000037625	0.09684763215942921	0.2540140121604801	0.3508616443199093
ENSMUSG00000042379	0.09550382480493452	0.2608421689543126	0.1653383441493781
ENSMUSG00000008307	0.09539681337756889	0.2790091085171048	0.3744059218946737
ENSMUSG00000062328	0.09511631272756399	0.2894331181397618	0.1943168054121978
ENSMUSG00000017778	0.0950043138667504	0.2572796710171923	0.3522839848839427
ENSMUSG00000091498	0.0949425184444202	0.3970897990087739	0.3021472805643537
ENSMUSG00000031808	0.09492328149029661	0.3634583004535472	0.2685350189632506
ENSMUSG00000119996	0.09462848389073841	0.3294206131467294	0.4240490970374678
ENSMUSG00000105517	0.09420207997557462	0.390201382852632	0.2959993028770574
ENSMUSG00000024659	0.09413449275679653	0.3724581265277827	0.2783236337709862
ENSMUSG00000024672	0.09371730997168981	0.3577620135847226	0.2640447036130328
ENSMUSG00000040794	0.0921505446390154	0.2011144854033703	0.1089639407643549
ENSMUSG00000006777	0.09202133288168662	0.3310245943236361	0.2390032614419495
ENSMUSG00000060802	0.09140436477090502	0.4136480717299773	0.3222437069590723
ENSMUSG00000042834	0.091271603059524	0.3209610212279887	0.2296894181684647
ENSMUSG00000029714	0.09098601585092692	0.3237131194924189	0.4146991353433458
ENSMUSG00000110755	0.09067271890559608	0.3921370744148577	0.3014643555092616
ENSMUSG00000099927	0.09044721282653556	0.3409431874081106	0.250495974581575
ENSMUSG00000020178	0.0900382634131521	0.2437125975161332	0.3337508609292853
ENSMUSG00000020431	0.08977628519622591	0.2920425360101419	0.202266250813916
ENSMUSG00000045094	0.08948628350997379	0.3195004912388364	0.2300142077288626
ENSMUSG00000116097	0.0889863479563884	0.3004296519069876	0.2114433039505992
ENSMUSG00000030037	0.0886411348711203	0.2397183469188954	0.1510772120477751
ENSMUSG00000029661	0.08836618109456479	0.2639942435776626	0.1756280624830978
ENSMUSG00000025204	0.08834438827486801	0.2135900848777202	0.3019344731525882
ENSMUSG00000063412	0.08832923647114505	0.4130440651267541	0.3247148286556091
ENSMUSG00000120254	0.0879148688427771	0.3889800229420254	0.3010651540992483
ENSMUSG00000028713	0.0876666673795094	0.289738002855072	0.3774046702345814
ENSMUSG00000034371	0.08664191102711408	0.3149553984489696	0.2283134874218555
ENSMUSG00000104114	0.08635360885527102	0.3334538043664133	0.2471001955111423
ENSMUSG00000005547	0.08565294249887617	0.3483764893461034	0.2627235468472272
ENSMUSG00000059042	0.08515183660762732	0.3660574959034838	0.2809056592958565
ENSMUSG00000059401	0.08515130765360895	0.3529422259747558	0.2677909183211468
ENSMUSG00000107928	0.08459232404626921	0.4196647578830325	0.3350724338367633
ENSMUSG00000108214	0.0842986030833709	0.3618822936935457	0.2775836906101748
ENSMUSG00000090877	0.08368360629100852	0.3833984605060192	0.2997148542150107
ENSMUSG00000087259	0.08368221527935588	0.2677294502710727	0.3514116655504286
ENSMUSG00000022853	0.08356189003942177	0.382360682286939	0.2987987922475172
