gene	ISS_minus_LAR_delta	ISS_delta	LAR_delta
ENSMUSG00000020484	0.16866202152775228	0.3282946237927036	0.1596326022649513
ENSMUSG00000048988	0.1525819917400533	0.3520297846110066	0.1994477928709533
ENSMUSG00000019929	0.14656966211549233	0.4495627569180699	0.3029930948025776
ENSMUSG00000111394	0.14295536475023468	0.349095491581528	0.2061401268312933
ENSMUSG00000058443	0.13858233985592128	0.4168236168303749	0.2782412769744536
ENSMUSG00000055003	0.1345458445743903	0.3689891593247564	0.2344433147503661
ENSMUSG00000077709	0.1334220717417433	0.4498507564027032	0.3164286846609599
ENSMUSG00000108394	0.1323290683753623	0.394238676735914	0.2619096083605517
ENSMUSG00000054385	0.1285376441575897	0.3306855178904603	0.2021478737328706
ENSMUSG00000101939	0.1266423806639838	0.3863781113166977	0.2597357306527139
ENSMUSG00000020431	0.1239477695039636	0.3262140203178796	0.202266250813916
ENSMUSG00000032946	0.1222828782829388	0.3486572048224939	0.2263743265395551
ENSMUSG00000070808	0.12192808602181399	0.4389234605542277	0.3169953745324137
ENSMUSG00000044405	0.1209832198950922	0.3956386419630942	0.274655422068002
ENSMUSG00000036856	0.1166838273925623	0.3316259199760715	0.2149420925835092
ENSMUSG00000041886	0.11558680158243478	0.3514670771264859	0.2358802755440511
ENSMUSG00000102982	0.11545461236441162	0.4502612307213195	0.3348066183569079
ENSMUSG00000032085	0.11516010576647231	0.3149315990426048	0.1997714932761325
ENSMUSG00000009927	0.1148220048285048	0.321912299729544	0.2070902949010392
ENSMUSG00000028150	0.1147927865275758	0.4304268976686712	0.3156341111410954
ENSMUSG00000038274	0.1137669004827076	0.4082458249331345	0.2944789244504269
ENSMUSG00000016239	0.11299529674853029	0.3453451798169917	0.2323498830684614
ENSMUSG00000017929	0.1121582747169157	0.4210899723817605	0.3089316976648448
ENSMUSG00000036110	0.1111471391761841	0.3470443594572461	0.235897220281062
ENSMUSG00000031642	0.10949825060010027	0.3996047964123834	0.2901065458122831
ENSMUSG00000053303	0.10878644946806812	0.3568365929096574	0.2480501434415893
ENSMUSG00000116993	0.10862301812012631	0.300238034619683	0.1916150164995567
ENSMUSG00000104737	0.10816612819735888	0.4502087179516866	0.3420425897543277
ENSMUSG00000029082	0.1062915213061387	0.3139635203905249	0.2076719990843862
ENSMUSG00000117294	0.10605704455028234	0.3155285227404058	0.2094714781901235
ENSMUSG00000097296	0.1060077159199671	0.3125661432491656	0.2065584273291985
ENSMUSG00000030214	0.10585908999423899	0.4061337580401332	0.3002746680458942
ENSMUSG00000032842	0.10562144135321211	0.3039764634582775	0.1983550221050654
ENSMUSG00000099041	0.10530933075486087	0.3308286616300631	0.2255193308752022
ENSMUSG00000035852	0.10530007144264039	0.285395200610802	0.1800951291681616
ENSMUSG00000011008	0.10522495752938865	0.3600353058974656	0.2548103483680769
ENSMUSG00000021974	0.10443345444479152	0.354940674860531	0.2505072204157395
ENSMUSG00000059401	0.10410686726347379	0.3718977855846206	0.2677909183211468
ENSMUSG00000109873	0.10400743018345088	0.3144174773549874	0.2104100471715365
ENSMUSG00000032012	0.1037733260426314	0.3207458455901061	0.2169725195474747
ENSMUSG00000013415	0.1036221643410771	0.2818206241661344	0.1781984598250573
ENSMUSG00000062997	0.10329467871997647	0.2965817956537344	0.1932871169337579
ENSMUSG00000028715	0.1031080307834843	0.296913928473319	0.1938058976898347
ENSMUSG00000061787	0.10209062613424197	0.4010059133521185	0.2989152872178765
ENSMUSG00000121871	0.10203337199250001	0.3279026576908021	0.2258692856983021
ENSMUSG00000024925	0.10179496748131123	0.333232876719446	0.2314379092381348
ENSMUSG00000098332	0.10108538871327033	0.3518589250560352	0.2507735363427649
ENSMUSG00000061482	0.10060236601605249	0.3528101306272795	0.252207764611227
ENSMUSG00000074466	0.10059172032397962	0.3847711866481016	0.284179466324122
ENSMUSG00000076609	0.10042740544066497	0.3548862127427544	0.2544588073020894
ENSMUSG00000021186	0.100330840558086	0.2200007861721291	0.1196699456140431
ENSMUSG00000043122	0.09994604501719967	0.3668559536762005	0.2669099086590008
ENSMUSG00000000253	0.09984921393894569	0.3995819150733999	0.2997327011344542
ENSMUSG00000060131	0.09975692249441073	0.2847924839729055	0.1850355614784948
ENSMUSG00000021125	0.09961633720820379	0.3929929397090838	0.29337660250088
ENSMUSG00000040283	0.09922300696495712	0.2537705428251754	0.1545475358602183
ENSMUSG00000030037	0.09919994281315028	0.2502771548609254	0.1510772120477751
ENSMUSG00000091705	0.09802378855377464	0.3785662977421643	0.2805425091883897
ENSMUSG00000027544	0.0976193101792441	0.3255762304152186	0.2279569202359745
ENSMUSG00000090553	0.09734560625568733	0.3963246807488831	0.2989790744931958
ENSMUSG00000031766	0.09731408403400188	0.3354430803313447	0.2381289962973428
