gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000091498	0.14951588755494388	0.405522289564697	0.2560064020097531
ENSMUSG00000032978	0.1447771760024194	0.4924570286960817	0.3476798526936623
ENSMUSG00000046694	0.1430219293653731	0.2113237671598917	0.3543456965252648
ENSMUSG00000025207	0.13312562437340641	0.2132053277534945	0.3463309521269009
ENSMUSG00000043770	0.1329858939600318	0.3983352343668015	0.2653493404067697
ENSMUSG00000006724	0.1302344228584918	0.2629307996892903	0.3931652225477821
ENSMUSG00000105703	0.1255577267439159	0.346103418380396	0.4716611451243119
ENSMUSG00000030004	0.12337544018821162	0.2914857133535489	0.4148611535417605
ENSMUSG00000048078	0.12190623952973301	0.3604785833962945	0.2385723438665615
ENSMUSG00000101939	0.1208916686213618	0.2654864426953359	0.3863781113166977
ENSMUSG00000054555	0.1199545846168063	0.3874485869554009	0.2674940023385946
ENSMUSG00000045092	0.11867407604320168	0.2567283326250506	0.3754024086682523
ENSMUSG00000105762	0.11866871822863823	0.288433256925367	0.4071019751540052
ENSMUSG00000092837	0.11669491920155561	0.2611605645246259	0.3778554837261815
ENSMUSG00000021974	0.1164533333767962	0.2384873414837348	0.354940674860531
ENSMUSG00000044986	0.11633243930773668	0.2746940736694759	0.3910265129772126
ENSMUSG00000085875	0.1154830367475293	0.4316241455306008	0.3161411087830715
ENSMUSG00000002910	0.1134976396275649	0.2062784872032911	0.319776126830856
ENSMUSG00000029478	0.11194617551606101	0.2571967978147279	0.3691429733307889
ENSMUSG00000003814	0.1098544836223958	0.2667923186721607	0.3766468022945565
ENSMUSG00000062908	0.1079436888726995	0.3055437077396051	0.4134873966123046
ENSMUSG00000061947	0.1063654159661967	0.3595000582787243	0.2531346423125276
ENSMUSG00000013415	0.10491689982397259	0.1769037243421618	0.2818206241661344
ENSMUSG00000043122	0.10480977542387199	0.2620461782523285	0.3668559536762005
ENSMUSG00000052563	0.10468561492547712	0.2778564205041113	0.3825420354295884
ENSMUSG00000016427	0.10413753790418356	0.3816602949266026	0.277522757022419
ENSMUSG00000038642	0.10390841455230748	0.348260819407205	0.2443524048548975
ENSMUSG00000109291	0.10389965559345005	0.449696799916353	0.3457971443229029
ENSMUSG00000120442	0.1027920220744577	0.3536547470535675	0.2508627249791098
ENSMUSG00000078920	0.1027714747448285	0.3626804406640108	0.2599089659191823
ENSMUSG00000121280	0.1024713259632607	0.3356553420664123	0.2331840161031516
ENSMUSG00000066072	0.1023874886688495	0.283827248831856	0.3862147375007055
ENSMUSG00000098934	0.1015753354040756	0.3799859491010863	0.2784106136970107
ENSMUSG00000032946	0.1001817177026316	0.2484754871198623	0.3486572048224939
ENSMUSG00000070808	0.099938523363233	0.3389849371909947	0.4389234605542277
ENSMUSG00000026726	0.09921784294208696	0.3847768228618322	0.2855589799197452
ENSMUSG00000022546	0.09897729933410881	0.3729312671552145	0.2739539678211057
ENSMUSG00000102594	0.0986386099145252	0.2065543236755956	0.3051929335901208
ENSMUSG00000032064	0.09793024709045728	0.2701616990131861	0.3680919461036434
