contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.23288756804821686	216.02614935521737	ENSMUSG00000047822	0.4858819323670671
ISS_T_OLD_FLT_minus_GC	2500	10	0.23696365745121226	217.76173906597413	ENSMUSG00000036856	0.48783424946948434
LAR_YNG_FLT_minus_GC	2500	10	0.21645947638461271	221.71130920330995	ENSMUSG00000033676	0.4429451590478701
LAR_OLD_FLT_minus_GC	2500	10	0.22365543416092237	222.13983328324144	ENSMUSG00000022894	0.4701923359713603
