gene	ISS_minus_LAR_delta	ISS_delta	LAR_delta
ENSMUSG00000031734	0.21409233198637834	0.5001101427108657	0.2860178107244874
ENSMUSG00000039477	0.19066663176088872	0.4026694998134772	0.2120028680525885
ENSMUSG00000042541	0.16027172691108976	0.4378884615940691	0.2776167346829793
ENSMUSG00000003814	0.1453349172699	0.3936054470100493	0.2482705297401493
ENSMUSG00000036330	0.1448250321986804	0.3813070404243365	0.2364820082256561
ENSMUSG00000041351	0.14413823361298247	0.3609508304081683	0.2168125967951858
ENSMUSG00000098274	0.1423427836225601	0.365853859447283	0.2235110758247229
ENSMUSG00000084106	0.14120281878862248	0.3682790627706304	0.2270762439820079
ENSMUSG00000074218	0.13830681666291184	0.3780934032826849	0.2397865866197731
ENSMUSG00000021974	0.13190610293302113	0.4064833431001002	0.2745772401670791
ENSMUSG00000033938	0.1308742568852348	0.2838018610745144	0.1529276041892796
ENSMUSG00000041293	0.12794272563550893	0.3400681523203176	0.2121254266848087
ENSMUSG00000085087	0.12676445716516094	0.4322336812276865	0.3054692240625256
ENSMUSG00000060317	0.1264010810042889	0.357992232242261	0.2315911512379721
ENSMUSG00000001020	0.12274872883344773	0.3181711679289788	0.1954224390955311
ENSMUSG00000024136	0.12212478420824102	0.3003180829718367	0.1781932987635957
ENSMUSG00000117870	0.12188043196899101	0.3826341136956098	0.2607536817266188
ENSMUSG00000102813	0.12077231500887911	0.2816453574751107	0.1608730424662316
ENSMUSG00000022485	0.12051607214793747	0.357861724801008	0.2373456526530705
ENSMUSG00000002204	0.11904483770488458	0.3384922850439885	0.2194474473391039
ENSMUSG00000048040	0.11896631991845014	0.4159640957880769	0.2969977758696268
ENSMUSG00000030109	0.1188787017465319	0.304945439453984	0.1860667377074521
ENSMUSG00000047330	0.1173058762766011	0.3024876155433851	0.185181739266784
ENSMUSG00000026602	0.11708184234323049	0.4234124830781585	0.306330640734928
ENSMUSG00000048142	0.1168280643756604	0.375971412367157	0.2591433479914966
ENSMUSG00000030795	0.1164816440432728	0.3242680826876604	0.2077864386443876
ENSMUSG00000017716	0.11528369077856887	0.3230198544870643	0.2077361637084954
ENSMUSG00000040584	0.11264327071814523	0.3289854535155569	0.2163421827974117
ENSMUSG00000045374	0.1124358818559921	0.3286021710272199	0.2161662891712278
ENSMUSG00000017002	0.11181662412723811	0.3424284974644326	0.2306118733371945
ENSMUSG00000119476	0.11029373717034499	0.3566051237621577	0.2463113865918127
ENSMUSG00000064370	0.10855423746794968	0.324061317930912	0.2155070804629623
ENSMUSG00000086841	0.10852599182935949	0.3247269361800876	0.2162009443507281
ENSMUSG00000055333	0.10805782551891069	0.3445108475457887	0.236453022026878
ENSMUSG00000023036	0.10801481014925829	0.3628585313783521	0.2548437212290938
ENSMUSG00000093701	0.10768009375008489	0.3398724384336217	0.2321923446835368
ENSMUSG00000096768	0.10763252524266981	0.4007169090333317	0.2930843837906619
ENSMUSG00000040441	0.10593110040768461	0.3738479554500621	0.2679168550423775
ENSMUSG00000021228	0.10569831138634159	0.306571458323545	0.2008731469372034
ENSMUSG00000030087	0.1053949502890068	0.3183906314366277	0.2129956811476209
ENSMUSG00000065353	0.1043670468488464	0.4120218741133126	0.3076548272644662
ENSMUSG00000088008	0.10408088041918229	0.2900709725268807	0.1859900921076984
ENSMUSG00000029321	0.10357855046485404	0.3965245199847596	0.2929459695199056
ENSMUSG00000019738	0.10335919479747177	0.3334178892576409	0.2300586944601691
ENSMUSG00000021913	0.10175821494757972	0.3487353426207082	0.2469771276731285
ENSMUSG00000022351	0.1015466882525905	0.3519271756737143	0.2503804874211238
ENSMUSG00000098950	0.10149235476617813	0.3859889792638923	0.2844966244977142
ENSMUSG00000000253	0.09966483578220839	0.2907624250389	0.1910975892566916
ENSMUSG00000065105	0.09940739223113376	0.3702142348767333	0.2708068426455995
ENSMUSG00000029829	0.09874375227196219	0.4060050817200731	0.3072613294481109
ENSMUSG00000030111	0.09708579576125742	0.3703962667367029	0.2733104709754455
ENSMUSG00000059401	0.09685171608928012	0.3526735521562982	0.2558218360670181
ENSMUSG00000089774	0.09658925788963629	0.391601907164753	0.2950126492751167
ENSMUSG00000036040	0.09656126545559779	0.3253431442347566	0.2287818787791588
ENSMUSG00000022372	0.09615105905679872	0.3322363733050575	0.2360853142482588
ENSMUSG00000015533	0.09563245544310428	0.3784110448238073	0.282778589380703
ENSMUSG00000045294	0.0955326713914546	0.4364576890759727	0.3409250176845181
ENSMUSG00000096596	0.09519207646984401	0.3848025145956982	0.2896104381258542
ENSMUSG00000038695	0.094101936731328	0.4173584596438157	0.3232565229124877
ENSMUSG00000030004	0.09380205824646679	0.2902261291676292	0.1964240709211624
ENSMUSG00000029074	0.09282553224034878	0.3630943136414125	0.2702687814010637
ENSMUSG00000043079	0.09279467112450002	0.3515383111057887	0.2587436399812887
ENSMUSG00000023262	0.09271659324223658	0.2706205859742405	0.1779039927320039
ENSMUSG00000022951	0.09256550668891858	0.3038649580232627	0.2112994513343441
ENSMUSG00000062901	0.09220225553975891	0.3285340540783355	0.2363317985385766
ENSMUSG00000071984	0.09100775407488731	0.3545708211040967	0.2635630670292094
ENSMUSG00000038884	0.0908904097885854	0.2818200956704967	0.1909296858819113
ENSMUSG00000034911	0.09079328264455139	0.2931444726119842	0.2023511899674328
ENSMUSG00000028367	0.09073371054093793	0.2743828880829354	0.1836491775419975
ENSMUSG00000085180	0.09041857229001657	0.3376034914940906	0.247184919204074
ENSMUSG00000053332	0.09035366768681202	0.3107083888953747	0.2203547212085627
ENSMUSG00000020782	0.08961785203530159	0.4046847314599056	0.315066879424604
ENSMUSG00000118669	0.08940632706861001	0.3430191985598875	0.2536128714912775
ENSMUSG00000103373	0.08930952007366019	0.2601435887002911	0.1708340686266309
ENSMUSG00000038453	0.08920353215239557	0.2571634200738114	0.1679598879214158
ENSMUSG00000022861	0.08910808980012769	0.3482141821816267	0.259106092381499
ENSMUSG00000026189	0.0890229663021522	0.3013862380381423	0.2123632717359901
ENSMUSG00000119838	0.08901348039492951	0.3048910724643416	0.2158775920694121
ENSMUSG00000038624	0.08901132827809238	0.3863484399712866	0.2973371116931942
ENSMUSG00000032010	0.08898871702408784	0.2677723021153646	0.1787835850912768
ENSMUSG00000119761	0.0888986404324941	0.3358298669600307	0.2469312265275366
ENSMUSG00000026185	0.08869935628272912	0.4148799439285432	0.3261805876458141
ENSMUSG00000120079	0.08793413313193801	0.2893970461649925	0.2014629130330545
ENSMUSG00000017718	0.0879264356031407	0.316192801700734	0.2282663660975933
ENSMUSG00000104114	0.08783141541432393	0.3480658841286503	0.2602344687143264
ENSMUSG00000106320	0.08752565703913592	0.3273390716479879	0.239813414608852
ENSMUSG00000056313	0.08707667555449738	0.3788760345822672	0.2917993590277698
ENSMUSG00000036062	0.08685870018877617	0.3694843189330714	0.2826256187442952
ENSMUSG00000006538	0.08650546151130692	0.2642378914210015	0.1777324299096946
ENSMUSG00000037239	0.08635808899666753	0.3233896187107245	0.237031529714057
ENSMUSG00000096010	0.08635045916447132	0.37537169103812	0.2890212318736487
ENSMUSG00000036523	0.08635044971596029	0.3555108573955823	0.269160407679622
ENSMUSG00000010760	0.08632132618997479	0.3112194590988413	0.2248981329088665
