gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000028214	ENSMUSG00000028214	112	0.4158440263941871	0.67015197761922	1.5211922821389837e-07	7.605961410694917e-06
ENSMUSG00000077611	ENSMUSG00000077611	83	-0.7677328906953325	-1.0136126607138969	1.586434725808772e-07	7.776640812788097e-06
ENSMUSG00000119668	ENSMUSG00000119668	120	-0.4950697243213645	-0.9098477653427112	1.9170965526171813e-07	9.216810349121064e-06
ENSMUSG00000051669	ENSMUSG00000051669	80	-0.7260682977735995	-1.1086685208399991	2.1670961036779346e-07	1.0222151432443087e-05
ENSMUSG00000120777	ENSMUSG00000120777	377	-0.3101958513259886	-0.4538583890833101	2.23003267407762e-07	1.0324225342951945e-05
ENSMUSG00000027245	ENSMUSG00000027245	91	-0.2731947489082811	-0.4136918715955878	3.5674638210192455e-07	1.6215744640996572e-05
ENSMUSG00000030283	ENSMUSG00000030283	86	0.4452091486658885	0.7660311924069302	3.7462179125480333e-07	1.6724187109589434e-05
ENSMUSG00000055632	ENSMUSG00000055632	160	-0.1723575230687852	-0.2507453981905607	4.667266271241033e-07	2.0470466101934357e-05
ENSMUSG00000029188	ENSMUSG00000029188	132	0.2048975341022013	0.2216324123639349	6.904294838072644e-07	2.975989154341657e-05
ENSMUSG00000030786	ENSMUSG00000030786	123	-0.0733005404472349	-0.1959608216938104	7.591731024936266e-07	3.21683518005774e-05
ENSMUSG00000028339	ENSMUSG00000028339	85	-0.3988741397857667	-0.7144260694446971	7.846343613726603e-07	3.269309839052751e-05
ENSMUSG00000048373	ENSMUSG00000048373	133	0.0871752131730315	0.1748138333315271	8.485581267647646e-07	3.4776972408391995e-05
ENSMUSG00000019894	ENSMUSG00000019894	156	-0.1173781576566405	-0.2211290362465512	1.0813586969193878e-06	4.360317326287854e-05
ENSMUSG00000065778	ENSMUSG00000065778	81	-0.6445775061845788	-1.0765666595449617	1.1415014584681415e-06	4.521984083337106e-05
ENSMUSG00000020609	ENSMUSG00000020609	96	0.3274998709559443	0.6435941459825074	1.1586852420863991e-06	4.521984083337106e-05
ENSMUSG00000065701	ENSMUSG00000065701	116	-0.5649661213159554	-0.8290991767268663	1.1757158616676475e-06	4.521984083337106e-05
ENSMUSG00000078894	ENSMUSG00000078894	295	0.121162225306033	0.2053768779903839	1.381554861290546e-06	5.23316235337328e-05
ENSMUSG00000019122	ENSMUSG00000019122	117	-0.145149431005117	-0.2867797091011407	1.487222842433411e-06	5.549338964303773e-05
ENSMUSG00000064427	ENSMUSG00000064427	86	-0.6969564586877812	-0.9850660050327632	1.5248094634712217e-06	5.6059171451147855e-05
ENSMUSG00000022215	ENSMUSG00000022215	173	-0.217957797646522	-0.5024509582538902	1.6805101572536785e-06	6.088804917585792e-05
ENSMUSG00000069307	ENSMUSG00000069307	192	-0.5184411834925408	-0.7448969781445236	1.7520863185849225e-06	6.257451137803294e-05
ENSMUSG00000020598	ENSMUSG00000020598	157	0.0530216664075861	0.0684556919041258	2.088923384047092e-06	7.355364028334832e-05
ENSMUSG00000019232	ENSMUSG00000019232	137	-0.0532641373574743	-0.1037437545503306	2.274415384917461e-06	7.897275642074518e-05
ENSMUSG00000096852	ENSMUSG00000096852	239	0.2131542682647697	0.3549380543796795	2.6688077738867837e-06	9.139752650297204e-05
ENSMUSG00000063011	ENSMUSG00000063011	145	0.0172822786495095	0.0353572189386721	2.7249777666549235e-06	9.206005968428796e-05
ENSMUSG00000037386	ENSMUSG00000037386	180	-0.0524551263428299	-0.0797335296279525	2.9622694109887604e-06	9.874231369962534e-05
ENSMUSG00000027698	ENSMUSG00000027698	83	0.6006627500057216	0.7906649299013644	3.35765528791665e-06	0.0001104491871025
ENSMUSG00000020758	ENSMUSG00000020758	130	-0.1225025972351428	-0.2665372610413034	3.919389324980038e-06	0.0001272529001616
ENSMUSG00000009633	ENSMUSG00000009633	134	0.2748835042119023	0.5174673237481402	4.0768467184371104e-06	0.0001306415224312
ENSMUSG00002074955	ENSMUSG00002074955	86	-0.6788214966654769	-1.022394888759865	4.128272108827602e-06	0.0001306415224312
ENSMUSG00000021702	ENSMUSG00000021702	123	-0.0390973493456839	-0.0746657401523941	4.889877622038519e-06	0.0001528086756887
ENSMUSG00000095545	ENSMUSG00000095545	229	-0.350911745429038	-0.5353218406251818	4.962084647841536e-06	0.0001531507607358
ENSMUSG00000036862	ENSMUSG00000036862	84	-0.3986355267465109	-0.6844225695819912	5.158783138892176e-06	0.0001572799737467
ENSMUSG00000112289	ENSMUSG00000112289	138	0.210157396225259	0.4020037934916459	5.805216064080909e-06	0.0001748559055446
ENSMUSG00000018927	ENSMUSG00000018927	142	0.1714598258957274	0.3627677904262896	6.704993761430522e-06	0.0001995533857568
ENSMUSG00000071984	ENSMUSG00000071984	172	-0.2098038839176298	-0.290483126154897	6.785127769637356e-06	0.0001995625814599
ENSMUSG00000049103	ENSMUSG00000049103	110	-0.1298683400265874	-0.2336034840027723	7.631768866422917e-06	0.0002218537461169
ENSMUSG00000058927	ENSMUSG00000058927	229	0.3181278211995953	0.4215568195086436	8.379160421845278e-06	0.0002407804718921
ENSMUSG00000055022	ENSMUSG00000055022	88	-0.297401872649789	-0.5226738150875336	9.41158571143852e-06	0.0002673745940749
ENSMUSG00000097183	ENSMUSG00000097183	127	0.2762957995757467	0.447672842203015	1.14703782325698e-05	0.0003222016357463
ENSMUSG00000035258	ENSMUSG00000035258	92	-0.0739180222153664	-0.1083447170642558	1.1835141521365776e-05	0.000328753931149
ENSMUSG00000030123	ENSMUSG00000030123	85	-0.3909034907817835	-0.7191081030089793	1.2577279488668047e-05	0.000345529656282
ENSMUSG00000004098	ENSMUSG00000004098	111	-0.0381235688924795	-0.0633323082761978	1.317867341865675e-05	0.0003581161255069
ENSMUSG00000039115	ENSMUSG00000039115	96	-0.27533431276679	-0.5946384084725689	1.3996973428187507e-05	0.0003725433891902
ENSMUSG00000039037	ENSMUSG00000039037	117	-0.0805830851197238	-0.1104558554180273	1.4007631433554655e-05	0.0003725433891902
ENSMUSG00000026185	ENSMUSG00000026185	100	-0.4839928224682798	-0.7803846878215546	1.514456083295812e-05	0.0003985410745515
ENSMUSG00000117748	ENSMUSG00000117748	285	0.2871667765080902	0.3936134387029257	1.9029472126397277e-05	0.0004941585263379
ENSMUSG00000048636	ENSMUSG00000048636	119	0.4089800804853435	0.6748967812451109	1.917335082191052e-05	0.0004941585263379
ENSMUSG00000024065	ENSMUSG00000024065	84	0.595200312882661	0.8936691786621103	2.020682887327041e-05	0.0005154803283997
ENSMUSG00000064655	ENSMUSG00000064655	80	-0.6445711016654966	-1.0479395937335183	2.170908568532859e-05	0.0005482092344779
ENSMUSG00000005268	ENSMUSG00000005268	149	0.2035634391009813	0.3734987822414438	2.666415253149701e-05	0.0006626656174753
