gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000010051	ENSMUSG00000010051	187	0.1701305866241448	0.2768988261264769	0.0	0.0
ENSMUSG00000087881	ENSMUSG00000087881	95	-0.8352977633476261	-1.4347106851905116	0.0	0.0
ENSMUSG00000092746	ENSMUSG00000092746	264	-0.3067537549883116	-0.4047893218644885	0.0	0.0
ENSMUSG00000074527	ENSMUSG00000074527	327	0.1737163126468647	0.1935238131020683	0.0	0.0
ENSMUSG00000094932	ENSMUSG00000094932	342	0.0621994981076568	0.0906895169219195	0.0	0.0
ENSMUSG00000070645	ENSMUSG00000070645	184	0.3715005565434689	0.6995190876952564	0.0	0.0
ENSMUSG00000064604	ENSMUSG00000064604	118	-0.7161104097962367	-1.2749697271302058	0.0	0.0
ENSMUSG00000095616	ENSMUSG00000095616	353	-0.2181353121995937	-0.4371880697940903	0.0	0.0
ENSMUSG00000092178	ENSMUSG00000092178	315	-0.187883664947003	-0.387635683609891	7.771561172376097e-16	2.158766992326693e-13
ENSMUSG00000118936	ENSMUSG00000118936	212	-0.346895150095225	-0.4970513300221855	2.55351295663786e-15	6.38378239159465e-13
ENSMUSG00000099927	ENSMUSG00000099927	343	-0.384512993320822	-0.6986093713048199	1.9984014443252815e-14	4.541821464375641e-12
ENSMUSG00000027487	ENSMUSG00000027487	349	0.322332078963517	0.5245032663643877	1.9317880628477726e-13	4.0245584642661925e-11
ENSMUSG00000048126	ENSMUSG00000048126	80	-0.7328743606805803	-1.4064818395588712	2.093880624443045e-13	4.026693508544318e-11
ENSMUSG00000040037	ENSMUSG00000040037	171	-0.080721306800841	-0.1145394941855628	6.068479052601107e-13	1.0836569736787688e-10
ENSMUSG00000025735	ENSMUSG00000025735	98	-0.4697711279615759	-0.8417210099533408	8.60755910991884e-13	1.4345931849864732e-10
ENSMUSG00000110386	ENSMUSG00000110386	355	0.1200584709644333	0.1859267621308742	2.4773516571485743e-12	3.870861964294648e-10
ENSMUSG00000057836	ENSMUSG00000057836	315	-0.2911610618233675	-0.4154277331604031	4.92872409552092e-12	7.248123669883704e-10
ENSMUSG00000074521	ENSMUSG00000074521	280	0.2505096049979321	0.4189238130525741	2.0433543745923544e-11	2.837992186933825e-09
ENSMUSG00000065016	ENSMUSG00000065016	90	-0.7015544006135304	-1.032665678563867	4.726496971585448e-11	6.065134505739422e-09
ENSMUSG00000064945	ENSMUSG00000064945	129	-0.5796558484435093	-0.8847702359336193	4.852107604591538e-11	6.065134505739422e-09
ENSMUSG00000119662	ENSMUSG00000119662	116	-0.6307267698459322	-0.8886486322289898	6.766309734729248e-11	8.055130636582438e-09
ENSMUSG00000021388	ENSMUSG00000021388	119	0.3651561960577955	0.6030061255987962	8.486522595774204e-11	9.64377567701614e-09
ENSMUSG00000019768	ENSMUSG00000019768	162	0.14934071106836	0.2860926397768422	1.0563061536572603e-10	1.1481588626709352e-08
ENSMUSG00000107383	ENSMUSG00000107383	137	-0.3732246160507201	-0.456306505602204	1.1529377452745847e-10	1.2009768179943592e-08
ENSMUSG00000038508	ENSMUSG00000038508	85	-0.2500182021409279	-0.6015818714127548	5.53897816502058e-10	5.3389440304649426e-08
ENSMUSG00000065208	ENSMUSG00000065208	89	-0.654586737323553	-1.0120157208172993	5.552501791683541e-10	5.3389440304649426e-08
ENSMUSG00000089809	ENSMUSG00000089809	95	0.0279208123683935	0.0336810624673129	7.255165357378245e-10	6.717745701276154e-08
ENSMUSG00000029778	ENSMUSG00000029778	89	-0.2369268812239166	-0.4509115233724567	8.092895242839403e-10	7.225799323963753e-08
ENSMUSG00000091345	ENSMUSG00000091345	133	-0.0056851670145981	-0.0093585857642202	8.701912523889631e-10	7.405423496642527e-08
ENSMUSG00000009281	ENSMUSG00000009281	131	0.0453311287797986	0.0905769017608359	8.886508195971031e-10	7.405423496642527e-08
ENSMUSG00000077714	ENSMUSG00000077714	83	-0.6649231314659119	-0.9853821723119136	1.3661871633985354e-09	1.101763841450432e-07
ENSMUSG00000118839	ENSMUSG00000118839	84	-0.759649102389812	-1.2897876629422802	2.907523333206541e-09	2.2199077592989802e-07
ENSMUSG00000034739	ENSMUSG00000034739	131	-0.1455027014017112	-0.1562401736752669	2.930278242274653e-09	2.2199077592989802e-07
ENSMUSG00000056025	ENSMUSG00000056025	80	0.3970893876627074	0.7609321842754315	5.8906124422719586e-09	4.331332678141146e-07
ENSMUSG00000119838	ENSMUSG00000119838	159	-0.4398375950753674	-0.9886437958782748	6.1587778210636665e-09	4.3991270150454754e-07
ENSMUSG00000016763	ENSMUSG00000016763	100	-0.3066906817257395	-0.4048065102911066	8.920816529922604e-09	6.195011479112919e-07
ENSMUSG00000021364	ENSMUSG00000021364	100	0.2788809411227698	0.5109264164876397	1.1244187358983028e-08	7.597423891204748e-07
ENSMUSG00000020053	ENSMUSG00000020053	121	-0.2982386216521249	-0.4738600738325724	1.1807984146017247e-08	7.768410622379768e-07
ENSMUSG00000032350	ENSMUSG00000032350	96	0.6033758264034981	0.883121298012505	1.3829420497657452e-08	8.865013139524008e-07
ENSMUSG00000065105	ENSMUSG00000065105	81	-0.7870342910289765	-1.182895322815282	1.8280367886092108e-08	1.1425229928807568e-06
ENSMUSG00000030222	ENSMUSG00000030222	105	0.185720747709274	0.3322284045100617	2.14316810964732e-08	1.306809822955683e-06
ENSMUSG00000119011	ENSMUSG00000119011	99	-0.3501801932230585	-0.596975286796261	2.2076170669294012e-08	1.3140577779341675e-06
ENSMUSG00000025479	ENSMUSG00000025479	210	0.1501503078266972	0.2445936164371288	3.1946303047369895e-08	1.8573432004284824e-06
ENSMUSG00000054555	ENSMUSG00000054555	126	-0.506927131116391	-0.7963125088682865	3.780630808414287e-08	2.1480856865990266e-06
ENSMUSG00000033763	ENSMUSG00000033763	87	-0.6000660121440887	-1.0060195821260902	3.868923037497751e-08	2.1494016874987508e-06
ENSMUSG00000074634	ENSMUSG00000074634	309	0.2187774986494323	0.3578589858804527	4.8633612914628095e-08	2.6431311366645702e-06
ENSMUSG00000005125	ENSMUSG00000005125	87	-0.0693371251225464	-0.144580751617771	9.013187396433865e-08	4.794248615124396e-06
ENSMUSG00000022679	ENSMUSG00000022679	85	0.4317520916461946	0.6399002110592893	1.332846523149911e-07	6.941908974739119e-06
ENSMUSG00000042807	ENSMUSG00000042807	93	0.5255493581294994	0.7347692416373293	1.4520623248248654e-07	7.408481249106456e-06
