gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000092746	ENSMUSG00000092746	264	0.0654817260568962	0.0832285419609391	0.0	0.0
ENSMUSG00000078896	ENSMUSG00000078896	421	0.41325816065073	0.7061745819654448	0.0	0.0
ENSMUSG00000087881	ENSMUSG00000087881	95	1.2595604948699468	1.7515300822381483	0.0	0.0
ENSMUSG00000069307	ENSMUSG00000069307	192	0.9663724838756034	0.9719380620150864	0.0	0.0
ENSMUSG00000073640	ENSMUSG00000073640	285	0.1274379302747545	0.1606996532795793	1.1102230246251563e-15	5.551115123125784e-13
ENSMUSG00000023885	ENSMUSG00000023885	136	-0.3005761839449392	-0.2717682284772258	2.2368773500147654e-12	9.32032229172819e-10
ENSMUSG00000035783	ENSMUSG00000035783	180	-0.1556252092123023	-0.1815804098789128	1.1257550447396623e-11	4.0205537312130815e-09
ENSMUSG00000076617	ENSMUSG00000076617	277	-0.3617473736405366	-0.3671102694074378	1.4116152691201478e-11	4.411297716000462e-09
ENSMUSG00000065208	ENSMUSG00000065208	89	1.1583851229399464	1.2365518849093629	1.0498935054670255e-10	2.9163708485195158e-08
ENSMUSG00000118734	ENSMUSG00000118734	204	0.0802112092263996	0.0967812790562834	2.2520318943008988e-10	5.6300797357522476e-08
ENSMUSG00000065105	ENSMUSG00000065105	81	1.0739718370139586	1.1188180931848015	2.904182450080839e-10	6.600414659274635e-08
ENSMUSG00000064513	ENSMUSG00000064513	80	1.094470119476318	1.3447787438053245	9.544148804607744e-10	1.98836433429328e-07
ENSMUSG00000025479	ENSMUSG00000025479	210	-0.3289546113461249	-0.3332130963465151	1.1367911056936464e-09	2.159547937300285e-07
ENSMUSG00000118839	ENSMUSG00000118839	84	1.1367624889593555	1.2830184777487257	1.2093468448881595e-09	2.159547937300285e-07
ENSMUSG00000020598	ENSMUSG00000020598	157	-0.1324821017682562	-0.1130059653788346	7.176717331525141e-09	1.19611955525419e-06
