gene	n_edges	median_beta	median_t	p_stouffer	q_BH	symbol
ENSMUSG00000092746	264	0.0654817260568962	0.0832285419609391	0.0	0.0	ENSMUSG00000092746
ENSMUSG00000078896	421	0.41325816065073	0.7061745819654448	0.0	0.0	ENSMUSG00000078896
ENSMUSG00000087881	95	1.2595604948699468	1.7515300822381483	0.0	0.0	ENSMUSG00000087881
ENSMUSG00000069307	192	0.9663724838756034	0.9719380620150864	0.0	0.0	ENSMUSG00000069307
ENSMUSG00000073640	285	0.1274379302747545	0.1606996532795793	1.1102230246251563e-15	5.551115123125784e-13	ENSMUSG00000073640
ENSMUSG00000023885	136	-0.3005761839449392	-0.2717682284772258	2.2368773500147654e-12	9.32032229172819e-10	ENSMUSG00000023885
ENSMUSG00000035783	180	-0.1556252092123023	-0.1815804098789128	1.1257550447396623e-11	4.0205537312130815e-09	ENSMUSG00000035783
ENSMUSG00000076617	277	-0.3617473736405366	-0.3671102694074378	1.4116152691201478e-11	4.411297716000462e-09	ENSMUSG00000076617
ENSMUSG00000065208	89	1.1583851229399464	1.2365518849093629	1.0498935054670255e-10	2.9163708485195158e-08	ENSMUSG00000065208
ENSMUSG00000118734	204	0.0802112092263996	0.0967812790562834	2.2520318943008988e-10	5.6300797357522476e-08	ENSMUSG00000118734
ENSMUSG00000065105	81	1.0739718370139586	1.1188180931848015	2.904182450080839e-10	6.600414659274635e-08	ENSMUSG00000065105
ENSMUSG00000064513	80	1.094470119476318	1.3447787438053245	9.544148804607744e-10	1.98836433429328e-07	ENSMUSG00000064513
ENSMUSG00000025479	210	-0.3289546113461249	-0.3332130963465151	1.1367911056936464e-09	2.159547937300285e-07	ENSMUSG00000025479
ENSMUSG00000118839	84	1.1367624889593555	1.2830184777487257	1.2093468448881595e-09	2.159547937300285e-07	ENSMUSG00000118839
ENSMUSG00000020598	157	-0.1324821017682562	-0.1130059653788346	7.176717331525141e-09	1.19611955525419e-06	ENSMUSG00000020598
ENSMUSG00000039639	157	0.2184005901217473	0.2856135332828066	3.5977254064789577e-08	5.621445947623371e-06	ENSMUSG00000039639
ENSMUSG00000094306	328	-0.2340817538090053	-0.240249614335744	4.8424164011962034e-08	7.121200589994417e-06	ENSMUSG00000094306
ENSMUSG00000021388	119	-0.4204907059669467	-0.5588455421726785	8.780075722025772e-08	1.219454961392468e-05	ENSMUSG00000021388
ENSMUSG00000022146	94	-0.6757113469764592	-0.7429500081017592	1.0084650747810286e-07	1.3269277299750376e-05	ENSMUSG00000022146
ENSMUSG00000120777	377	0.3056868597865135	0.3179185512977246	1.574592808362141e-07	1.968241010452676e-05	ENSMUSG00000120777
ENSMUSG00000094932	342	-0.0234755786135787	-0.0250583214650659	2.980473380320703e-07	3.548182595619884e-05	ENSMUSG00000094932
ENSMUSG00000065778	81	1.1165154457092288	1.194511438378695	4.805357137760424e-07	5.460633111091392e-05	ENSMUSG00000065778
ENSMUSG00000064427	86	1.0444919094443326	1.0922343796952827	6.214563791351324e-07	6.754960642773179e-05	ENSMUSG00000064427
ENSMUSG00000064604	118	0.7632479083724286	0.8052193840182409	1.0162640839972426e-06	0.000105860842083	ENSMUSG00000064604
ENSMUSG00000027408	118	-0.3319111214485025	-0.3344746793672039	2.012484132229986e-06	0.0002012484132229	ENSMUSG00000027408
ENSMUSG00000065226	88	0.896640466060489	1.036027368965934	2.3678659101245003e-06	0.000227679414435	ENSMUSG00000065226
ENSMUSG00000034855	139	-0.0775641303509483	-0.112773637388868	3.721822695479382e-06	0.0003446132125443	ENSMUSG00000034855
ENSMUSG00000040037	171	0.0423279464244836	0.0527685271911503	4.348653827590532e-06	0.0003882726631777	ENSMUSG00000040037
ENSMUSG00000019232	137	-0.0654970243573202	-0.1065425110996139	5.852811560291826e-06	0.0005045527207148	ENSMUSG00000019232
ENSMUSG00000065016	90	1.0232098773121816	1.084335462032446	6.103801806101039e-06	0.0005086501505084	ENSMUSG00000065016
ENSMUSG00000074527	327	-0.1030577026307577	-0.0857392515921705	7.1425444051476106e-06	0.0005760116455764	ENSMUSG00000074527
