gene	symbol	rewiring_mean	rewiring_std	logFC	FDR	q_BH
ENSMUSG00000075031	ENSMUSG00000075031	0.4981483059822844	0.0571284053903071			0.0184485342460669
ENSMUSG00000049241	ENSMUSG00000049241	0.489796072084694	0.0515812170888413			0.4722789332266671
ENSMUSG00000002289	ENSMUSG00000002289	0.4731002637574993	0.0723059900998575			1.0
ENSMUSG00000018830	ENSMUSG00000018830	0.4676262213545317	0.0508278632377822			1.0
ENSMUSG00000035045	ENSMUSG00000035045	0.464376637343816	0.0423464211245492			1.0
ENSMUSG00000104737	ENSMUSG00000104737	0.4606742489521385	0.0448943158069895			1.0
ENSMUSG00000102225	ENSMUSG00000102225	0.4572802636820087	0.0276395877485784			1.0
ENSMUSG00000024747	ENSMUSG00000024747	0.4532411794138736	0.0540787612296044			1.0
ENSMUSG00000093445	ENSMUSG00000093445	0.4486217347056515	0.0478270473662542			1.0
ENSMUSG00000064655	ENSMUSG00000064655	0.4484173735912579	0.0748458059631752			0.0003594153037108
ENSMUSG00000074754	ENSMUSG00000074754	0.4471776996845637	0.0303828473716106			0.0001090914145006
ENSMUSG00000018697	ENSMUSG00000018697	0.4467144368678541	0.0198138458764033			1.0
ENSMUSG00000034591	ENSMUSG00000034591	0.4446911356653896	0.0554009691457625			0.0669319252021753
ENSMUSG00000051319	ENSMUSG00000051319	0.4424687886906843	0.0271671655615017			1.0
ENSMUSG00000051149	ENSMUSG00000051149	0.4421077192528885	0.0315461627512576			1.0
ENSMUSG00000038690	ENSMUSG00000038690	0.4420733570772507	0.0586507721866756			0.0003653423475774
ENSMUSG00000034785	ENSMUSG00000034785	0.4412399259614176	0.0315397050594832			0.2052722032570032
ENSMUSG00000033326	ENSMUSG00000033326	0.4402154664195439	0.0409485622090961			1.0
ENSMUSG00000022026	ENSMUSG00000022026	0.4362007404223836	0.0316390541580961			0.1439165037733116
ENSMUSG00000037474	ENSMUSG00000037474	0.4355937290366461	0.0592894619885642			1.0
ENSMUSG00000110040	ENSMUSG00000110040	0.4352830173464386	0.0301217907875935			0.9978181994800952
ENSMUSG00000103495	ENSMUSG00000103495	0.4349849633692503	0.0480470408768367			1.0
ENSMUSG00000023266	ENSMUSG00000023266	0.4333830125664563	0.0485619312539013			1.0
ENSMUSG00000108521	ENSMUSG00000108521	0.4328803266239449	0.0368414005763093			1.0
ENSMUSG00000095545	ENSMUSG00000095545	0.4315149373761778	0.0515842261133349			0.0619064156199912
ENSMUSG00000052146	ENSMUSG00000052146	0.4311714502395206	0.0412346052071751			0.7538590676370054
ENSMUSG00000042541	ENSMUSG00000042541	0.4310188981757218	0.04634048300661			1.0
ENSMUSG00000056427	ENSMUSG00000056427	0.4304973185325827	0.0521271041690079			1.781895044953322e-09
ENSMUSG00000064370	ENSMUSG00000064370	0.4287712497819823	0.0374485686682289			1.0
ENSMUSG00000118815	ENSMUSG00000118815	0.4282936135420035	0.0443116423202522			0.93598231958069
ENSMUSG00000030786	ENSMUSG00000030786	0.4268735894096785	0.0470714575368368			0.3824856706796541
ENSMUSG00000060131	ENSMUSG00000060131	0.4264960429832328	0.0388577703905056			0.4621654650097094
ENSMUSG00000089665	ENSMUSG00000089665	0.4258964799593091	0.0586380789364711			0.7076696908845193
ENSMUSG00000030647	ENSMUSG00000030647	0.4247965995365527	0.0368874075459699			1.0
ENSMUSG00000079105	ENSMUSG00000079105	0.4243941916265548	0.0589992030242473			1.0
ENSMUSG00000029482	ENSMUSG00000029482	0.424278837154619	0.0535731022089501			0.0055436179589516
ENSMUSG00000044786	ENSMUSG00000044786	0.4242642773633374	0.0425010159965416			0.2346567883158629
ENSMUSG00000104091	ENSMUSG00000104091	0.4241364809842832	0.0328954732264658			0.8181558727250919
ENSMUSG00000012017	ENSMUSG00000012017	0.4239991575730305	0.025321747532499			1.0
ENSMUSG00000103089	ENSMUSG00000103089	0.423892627852781	0.0507915010666478			1.0
ENSMUSG00000016194	ENSMUSG00000016194	0.4232870146211863	0.0351163857687394			2.1828520078951862e-09
ENSMUSG00000063171	ENSMUSG00000063171	0.4222918384090764	0.0639124992697867			1.0
ENSMUSG00000023118	ENSMUSG00000023118	0.4217361961107211	0.0732034347651777			1.0
ENSMUSG00000028444	ENSMUSG00000028444	0.420875932545207	0.042371269271264			0.9520930032831788
ENSMUSG00000114456	ENSMUSG00000114456	0.4207470392127271	0.0276559932198593			0.4453891400589782
ENSMUSG00002074846	ENSMUSG00002074846	0.4206569505529932	0.0229713489089666			1.0
ENSMUSG00000065016	ENSMUSG00000065016	0.419589278776124	0.0599092790926215			6.8142985807416975e-09
ENSMUSG00000024427	ENSMUSG00000024427	0.4193104738622101	0.0574431619847017			6.379052498998234e-05
ENSMUSG00000095595	ENSMUSG00000095595	0.4183644481965926	0.0570349316398951			1.0
ENSMUSG00000027111	ENSMUSG00000027111	0.4183635836540278	0.0446948196499605			1.0
ENSMUSG00000039239	ENSMUSG00000039239	0.4180999169749283	0.0214767621068132			0.621780683928924
ENSMUSG00000020847	ENSMUSG00000020847	0.4173738194572782	0.047950693270293			1.0
ENSMUSG00000102145	ENSMUSG00000102145	0.4163817807392228	0.0399968228770321			1.0
ENSMUSG00000069008	ENSMUSG00000069008	0.4152505811811373	0.0461175268751355			0.0631625367635983
ENSMUSG00000090486	ENSMUSG00000090486	0.4149421958198912	0.0460790100073879			0.3625765850176609
ENSMUSG00000054757	ENSMUSG00000054757	0.414619241776932	0.0372993154425837			1.0
ENSMUSG00000029819	ENSMUSG00000029819	0.4144143496781026	0.0572411847174612			1.0
ENSMUSG00000026930	ENSMUSG00000026930	0.414340464777498	0.0644529103838514			1.0
ENSMUSG00000052336	ENSMUSG00000052336	0.4134301090301664	0.0234740702506877			1.0
ENSMUSG00000086266	ENSMUSG00000086266	0.4119685903643686	0.0358316803576723			1.0
ENSMUSG00000052040	ENSMUSG00000052040	0.4115222155366451	0.0382584193270323			1.0
ENSMUSG00000037563	ENSMUSG00000037563	0.411446732648327	0.0466310552045169			1.0
ENSMUSG00000061825	ENSMUSG00000061825	0.4109901391556175	0.0511298205285817			0.053094413054868
ENSMUSG00000021214	ENSMUSG00000021214	0.4109254445504018	0.0534906968130876			0.0201313732419286
ENSMUSG00000030037	ENSMUSG00000030037	0.4108742615159374	0.0512085144865461			1.0
ENSMUSG00000104586	ENSMUSG00000104586	0.4104664951069653	0.0293309917018966			1.0
ENSMUSG00000055827	ENSMUSG00000055827	0.4097991797950458	0.0379126738747458			0.0012534889059273
ENSMUSG00000029570	ENSMUSG00000029570	0.4097235625242145	0.033727618562437			1.0
ENSMUSG00000029575	ENSMUSG00000029575	0.4095436547697126	0.0320685447866017			1.0
ENSMUSG00000067455	ENSMUSG00000067455	0.4092582391531302	0.0432173401290125			1.0
ENSMUSG00000034171	ENSMUSG00000034171	0.4089553952319225	0.0460658359600128			1.0
ENSMUSG00000024925	ENSMUSG00000024925	0.408954926063925	0.0288271662239875			1.0
ENSMUSG00000068196	ENSMUSG00000068196	0.4080277636403984	0.0409486561546671			0.7367435707064047
ENSMUSG00000065653	ENSMUSG00000065653	0.407867751269764	0.0486173163472927			0.0005488723902197
ENSMUSG00000027330	ENSMUSG00000027330	0.4072760885211578	0.0381867741169554			1.0
ENSMUSG00000025577	ENSMUSG00000025577	0.4068830767140838	0.0367364878349736			0.0011949941726601
ENSMUSG00000065649	ENSMUSG00000065649	0.4066283491833775	0.0319796234218266			0.0455466604363328
ENSMUSG00000089281	ENSMUSG00000089281	0.4062853587711291	0.0376865750730421			0.0209497092309442
ENSMUSG00000020474	ENSMUSG00000020474	0.4061298675763944	0.033582084154312			0.5383316647135861
ENSMUSG00000008668	ENSMUSG00000008668	0.4054159017142386	0.0307369694012281			0.4841936032265699
ENSMUSG00000020776	ENSMUSG00000020776	0.4053815904725703	0.0407054277099739			1.0
ENSMUSG00000017677	ENSMUSG00000017677	0.4050832644443945	0.0554921382691024			0.0529977766295248
ENSMUSG00000054598	ENSMUSG00000054598	0.4048921023221731	0.0593713236609389			1.0
ENSMUSG00000102401	ENSMUSG00000102401	0.4048417687601519	0.0224334048897967			1.0
ENSMUSG00000024338	ENSMUSG00000024338	0.4047483836467551	0.0599967145586397			1.0
ENSMUSG00000065778	ENSMUSG00000065778	0.404707393694878	0.0499724985131626			0.0015118464375147
ENSMUSG00000021384	ENSMUSG00000021384	0.4046573232723288	0.0429812891080915			0.7816340767637825
ENSMUSG00000100005	ENSMUSG00000100005	0.404651252084708	0.0314046095515191			1.0
ENSMUSG00000074577	ENSMUSG00000074577	0.4041618154936639	0.0447082954416219			1.0
ENSMUSG00000120875	ENSMUSG00000120875	0.4041384580451997	0.0262256302532386			1.0
ENSMUSG00000102522	ENSMUSG00000102522	0.4040358678702883	0.0431549486838801			1.0
ENSMUSG00000067288	ENSMUSG00000067288	0.4035170457049327	0.0333339148996936			0.9207769007872186
ENSMUSG00000024411	ENSMUSG00000024411	0.4030198467859506	0.0411966427207183			0.3137335407519299
ENSMUSG00000058620	ENSMUSG00000058620	0.402777205253266	0.0370145963747686			1.0
ENSMUSG00000037750	ENSMUSG00000037750	0.4023876450813136	0.0301880497183403			1.0
ENSMUSG00000064120	ENSMUSG00000064120	0.4023406262027359	0.034508578271795			0.0083595272046331
ENSMUSG00000055782	ENSMUSG00000055782	0.4018442576062243	0.0365736602438126			1.0
ENSMUSG00000015656	ENSMUSG00000015656	0.4016640474242146	0.0372519831144409			0.5388584731544863
ENSMUSG00000109061	ENSMUSG00000109061	0.4016435540649875	0.0298968797943282			1.0
ENSMUSG00000033819	ENSMUSG00000033819	0.400995973345252	0.0264625570599417			1.0
ENSMUSG00000105226	ENSMUSG00000105226	0.400034848668353	0.0562209961337714			1.3798376022025297e-10
