gene	ISS_minus_LAR_delta	ISS_delta	LAR_delta
ENSMUSG00000026463	0.17318625579071056	0.4559826363247578	0.2827963805340472
ENSMUSG00000028262	0.15631888978397612	0.3876816160919148	0.2313627263079387
ENSMUSG00000061353	0.1519265915985986	0.3726279851156718	0.2207013935170732
ENSMUSG00000030249	0.15056345071804522	0.4134611496023794	0.2628976988843342
ENSMUSG00000001119	0.13477003644007163	0.4489193347053833	0.3141492982653117
ENSMUSG00000047501	0.1343646724271263	0.4453914515727895	0.3110267791456632
ENSMUSG00000106867	0.1300538359590307	0.4477146520627107	0.31766081610368
ENSMUSG00000034159	0.1286968811459837	0.4760236618797868	0.3473267807338031
ENSMUSG00000018171	0.1244197592496652	0.3596208055345565	0.2352010462848913
ENSMUSG00000079277	0.12269421504327466	0.4229766809092583	0.3002824658659836
ENSMUSG00000030769	0.121885855817978	0.4317052861130744	0.3098194302950964
ENSMUSG00000031775	0.12036671076529368	0.3497703995400659	0.2294036887747722
ENSMUSG00000119873	0.1191645239851356	0.3406226614246962	0.2214581374395606
ENSMUSG00000018427	0.1171272056210827	0.3690446840649314	0.2519174784438487
ENSMUSG00000105517	0.1169418171760058	0.3313149204034866	0.2143731032274808
ENSMUSG00000035342	0.1168753007651249	0.3566041535575627	0.2397288527924378
ENSMUSG00000020598	0.11679099443938282	0.3428367004202975	0.2260457059809147
ENSMUSG00000024064	0.1143668556140102	0.355872001117356	0.2415051455033458
ENSMUSG00000004951	0.11216726855500148	0.4448000748247042	0.3326328062697027
ENSMUSG00000044708	0.11068581089256169	0.4344718168580249	0.3237860059654632
ENSMUSG00000029066	0.10863392293822258	0.2948544763309143	0.1862205533926917
ENSMUSG00000043705	0.10847185248256247	0.3830215261178317	0.2745496736352692
ENSMUSG00000043681	0.10745226374536898	0.3233239736860269	0.2158717099406579
ENSMUSG00000074794	0.10674498069910182	0.3890175116678689	0.2822725309687671
ENSMUSG00000033960	0.10665003785195437	0.3802016734238475	0.2735516355718931
ENSMUSG00000042942	0.1066351075479573	0.3948873321003768	0.2882522245524195
ENSMUSG00000021226	0.10641013937671606	0.3686331536479185	0.2622230142712024
ENSMUSG00000005553	0.10611718532901088	0.2646974761557885	0.1585802908267776
ENSMUSG00000031765	0.10589468635891452	0.4316045909312776	0.3257099045723631
ENSMUSG00000116207	0.10534308972816042	0.3562705266188567	0.2509274368906963
ENSMUSG00000111692	0.10470881547641753	0.3734286808102718	0.2687198653338543
ENSMUSG00000060317	0.10449039139503521	0.3453505664385588	0.2408601750435236
ENSMUSG00000064513	0.10388750343593206	0.4314879725487384	0.3276004691128063
ENSMUSG00000086916	0.10384942146960283	0.2752572856875997	0.1714078642179969
ENSMUSG00000031375	0.10364895339612601	0.3335260215903309	0.2298770681942049
ENSMUSG00000104735	0.10318778831850334	0.4395081197942594	0.3363203314757561
ENSMUSG00000061740	0.10301563176812048	0.2799398055785375	0.176924173810417
ENSMUSG00000033209	0.10276358298358279	0.3558058165723785	0.2530422335887957
ENSMUSG00000029720	0.10228000137983731	0.3468968540510729	0.2446168526712356
ENSMUSG00000019689	0.10216151020594699	0.3216523991545759	0.2194908889486289
ENSMUSG00000028444	0.101317339642915	0.3336681695903173	0.2323508299474023
ENSMUSG00000097296	0.10055299195426637	0.3589979743712324	0.258444982416966
ENSMUSG00000106320	0.09980561369936652	0.4223625971862246	0.3225569834868581
