gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000073640	ENSMUSG00000073640	344	0.2885987052228303	0.4277548639958554	0.0	0.0
ENSMUSG00000006574	ENSMUSG00000006574	296	0.058294498175383	0.0721323250180396	0.0	0.0
ENSMUSG00000108833	ENSMUSG00000108833	299	0.2110245034098647	0.2464595603353718	0.0	0.0
ENSMUSG00000078896	ENSMUSG00000078896	380	0.4099284159950912	0.7523593131922941	0.0	0.0
ENSMUSG00000112689	ENSMUSG00000112689	349	-0.0345957234501853	-0.0468042878399546	1.1102230246251563e-16	5.5511151231257833e-14
ENSMUSG00000094306	ENSMUSG00000094306	386	-0.0331779714673768	-0.0421776724255135	4.711786516509164e-13	1.9632443818788184e-10
ENSMUSG00000091756	ENSMUSG00000091756	234	0.6354867112182525	0.6689973852808448	2.177591440499782e-12	7.777112287499222e-10
ENSMUSG00000120777	ENSMUSG00000120777	409	0.2251521959900866	0.2570152743848439	1.9435675291390453e-11	6.0736485285595165e-09
ENSMUSG00000116639	ENSMUSG00000116639	207	0.4094638429582126	0.5312177454294668	4.220446214731055e-11	1.1723461707586264e-08
ENSMUSG00000094932	ENSMUSG00000094932	381	-0.1715488757938156	-0.1768503712199613	1.5930456953583416e-10	3.982614238395854e-08
ENSMUSG00000064945	ENSMUSG00000064945	120	0.66804457604885	0.8033347376266841	5.276906689388737e-10	1.1992969748610768e-07
ENSMUSG00000065701	ENSMUSG00000065701	123	0.4719016313552817	0.5610487393760941	1.764981272245336e-09	3.5491095105545975e-07
ENSMUSG00002076696	ENSMUSG00002076696	81	0.929509454965592	1.1806879603260727	1.8455369454883905e-09	3.5491095105545975e-07
ENSMUSG00000092746	ENSMUSG00000092746	208	-0.054653537273407	-0.0719068314007857	1.760924839278033e-08	3.144508641567916e-06
ENSMUSG00000049751	ENSMUSG00000049751	82	-0.942869262397288	-1.082637454424678	2.604438809061804e-08	4.34073134843634e-06
ENSMUSG00000069307	ENSMUSG00000069307	212	0.7233457926660767	0.8050235929669203	2.9978931381791085e-07	4.649726801299244e-05
ENSMUSG00000096768	ENSMUSG00000096768	272	0.0541484409943238	0.0689140772759376	3.161814224883486e-07	4.649726801299244e-05
ENSMUSG00000102918	ENSMUSG00000102918	83	-0.7738931238651293	-1.0721042889534158	4.450306404502058e-07	6.18098111736397e-05
ENSMUSG00000038801	ENSMUSG00000038801	139	-0.2857230329886082	-0.3425351523170342	8.211238728961234e-07	0.0001080426148547
ENSMUSG00000025743	ENSMUSG00000025743	87	-0.6022496938705434	-0.7799002381650195	9.667837226334797e-07	0.0001208479653291
ENSMUSG00000097146	ENSMUSG00000097146	223	-0.0623227052390566	-0.0722806374012941	1.8867871199867992e-06	0.0002246175142841
ENSMUSG00000095041	ENSMUSG00000095041	96	0.4751113861799227	0.5392177430029335	2.289767324858971e-06	0.0002602008323703
ENSMUSG00000077391	ENSMUSG00000077391	112	0.3231634549796589	0.3700992345430433	2.599130651703696e-06	0.0002825142012721
ENSMUSG00000076617	ENSMUSG00000076617	253	-0.4081994608044595	-0.5146318947925685	3.419152292738481e-06	0.0003561616971602
ENSMUSG00000003429	ENSMUSG00000003429	85	-0.7614725613500891	-0.9504971718815513	4.64417160717101e-06	0.0004644171607171
ENSMUSG00000114247	ENSMUSG00000114247	91	0.5592714472208149	0.807880273487235	7.121047388758406e-06	0.0006711825327414
ENSMUSG00000015962	ENSMUSG00000015962	127	-0.4506421692669372	-0.567254301384364	7.248771353607353e-06	0.0006711825327414
ENSMUSG00000087935	ENSMUSG00000087935	125	0.5463228479027712	0.6915807414524449	9.119048703820631e-06	0.0008142007771268
ENSMUSG00000026154	ENSMUSG00000026154	82	-0.708935445547102	-0.9715616972718776	1.0601590453518384e-05	0.0009139302115102
ENSMUSG00000034566	ENSMUSG00000034566	81	-0.7986639320850357	-0.9446275171975737	1.1222987031822562e-05	0.0009352489193185
ENSMUSG00000033880	ENSMUSG00000033880	155	-0.0896491959691046	-0.1681736197656305	1.3708937442347136e-05	0.001105559471157
ENSMUSG00000015533	ENSMUSG00000015533	95	0.0983485117554653	0.1012857173939258	2.6740287958682e-05	0.002089084996772
ENSMUSG00000023089	ENSMUSG00000023089	85	-0.8319192171096793	-0.9769876674802804	2.8441280884750064e-05	0.0021546424912689
ENSMUSG00000032060	ENSMUSG00000032060	80	0.7680961728096009	0.9009145601171652	3.300795377259025e-05	0.0024270554244551
ENSMUSG00000096956	ENSMUSG00000096956	84	-0.6434638072038052	-0.7419397521440081	3.404206181922831e-05	0.0024315758442305
ENSMUSG00000027133	ENSMUSG00000027133	82	-0.9026203095912912	-0.9701544699303004	3.846137083285406e-05	0.0026709285300593
ENSMUSG00000064604	ENSMUSG00000064604	134	0.732793588237836	0.8185037739935924	4.126776068302807e-05	0.0027761513938999
ENSMUSG00000041734	ENSMUSG00000041734	85	-0.7021821230649937	-0.8055405775355985	4.219750118727994e-05	0.0027761513938999
ENSMUSG00000052516	ENSMUSG00000052516	89	-0.4802658677101122	-0.6303357780005755	4.970419545347049e-05	0.0031861663752224
ENSMUSG00000079165	ENSMUSG00000079165	84	0.6030676670372457	0.7554368585848816	5.220299248742677e-05	0.0032626870304641
