gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000039062	0.1692032691307096	0.4106838534174242	0.2414805842867146
ENSMUSG00000029561	0.15782536628081006	0.4186605601474563	0.2608351938666462
ENSMUSG00000071984	0.15751866672309212	0.44047269804992	0.2829540313268279
ENSMUSG00000041895	0.15161946474430682	0.4039860693549293	0.2523666046106225
ENSMUSG00000021917	0.1371028608369974	0.3554901390900308	0.2183872782530334
ENSMUSG00000114104	0.1332505311465637	0.4197653806192193	0.2865148494726556
ENSMUSG00000093989	0.13059906183554182	0.3210192265839179	0.1904201647483761
ENSMUSG00000055805	0.129809310715641	0.3273689495025579	0.1975596387869169
ENSMUSG00000001436	0.12895469091737422	0.3827842510475519	0.2538295601301777
ENSMUSG00000064994	0.1286561010341039	0.3841935130349106	0.2555374120008067
ENSMUSG00000091898	0.12810857796765382	0.358972870838058	0.2308642928704042
ENSMUSG00000060860	0.12546458670832517	0.3678811624568776	0.2424165757485524
ENSMUSG00000037071	0.1254079955558146	0.3896375030225171	0.2642295074667025
ENSMUSG00000084786	0.1224752902126966	0.4130040146690112	0.2905287244563146
ENSMUSG00000000531	0.11925571659499509	0.3668308224797956	0.2475751058848005
ENSMUSG00000058443	0.11894278710608616	0.3308140221216114	0.2118712350155252
ENSMUSG00000086938	0.11892139911661609	0.378206676628852	0.2592852775122359
ENSMUSG00000044468	0.11546283690474984	0.4413995507706415	0.3259367138658917
ENSMUSG00000086859	0.11485489156467499	0.266166709345501	0.381021600910176
ENSMUSG00000100005	0.11353803546213698	0.4232239104733664	0.3096858750112294
ENSMUSG00000119892	0.1133893144572315	0.3741299025076675	0.260740588050436
ENSMUSG00000086390	0.11322362979757072	0.3720091610708414	0.2587855312732707
ENSMUSG00000036083	0.11207715193551301	0.3106953453614911	0.1986181934259781
ENSMUSG00000059824	0.11153270182859443	0.3670545021292898	0.2555218003006954
ENSMUSG00000006154	0.10833810981114209	0.3566592582884723	0.2483211484773302
ENSMUSG00000063316	0.10653204083810758	0.324966480394723	0.2184344395566154
ENSMUSG00000101939	0.10594290947376139	0.3594390377059016	0.2534961282321402
ENSMUSG00000045515	0.1057904026721419	0.3272608553527183	0.2214704526805764
ENSMUSG00000026077	0.10507696193911101	0.3458825777982522	0.2408056158591412
ENSMUSG00000037679	0.10467761775654721	0.3841921027621916	0.2795144850056444
ENSMUSG00000024164	0.10384188178551901	0.3576764747059998	0.2538345929204808
ENSMUSG00000000253	0.1036874862825134	0.4256791301821861	0.3219916438996727
ENSMUSG00000118669	0.1019414581561699	0.3646451136988902	0.2627036555427203
ENSMUSG00000032193	0.10133988474233699	0.2807751754914198	0.1794352907490828
ENSMUSG00000077709	0.10090126139592298	0.3499120846846472	0.2490108232887242
ENSMUSG00000109814	0.1008754483219037	0.3871112665218369	0.2862358181999332
ENSMUSG00000001119	0.1003746478634264	0.2961337647916531	0.1957591169282267
ENSMUSG00000096010	0.1002404752959779	0.3880861238321063	0.2878456485361284
ENSMUSG00000040272	0.09902818896750848	0.3383205595586988	0.2392923705911903
ENSMUSG00000064325	0.09746651088568697	0.2807700798712914	0.1833035689856044
ENSMUSG00000065232	0.09735108799685482	0.3530424166807446	0.2556913286838898
ENSMUSG00000022504	0.09655611283030069	0.3678773095804349	0.4644334224107356
ENSMUSG00000062488	0.09525766147882689	0.1983058547538876	0.2935635162327145
ENSMUSG00000015944	0.0950421913897439	0.3127135183436432	0.2176713269538993
ENSMUSG00000071532	0.09423869244210176	0.3986623950274262	0.3044237025853244
ENSMUSG00000054146	0.0940236574151938	0.3035969986752799	0.3976206560904737
ENSMUSG00000024899	0.0937158649859702	0.24674506947219	0.1530292044862198
ENSMUSG00000032010	0.09332592238103293	0.4417986693319556	0.3484727469509227
ENSMUSG00000109628	0.0929229290589706	0.3145841486809396	0.221661219621969
ENSMUSG00000068587	0.09274742977665529	0.2742014421359623	0.3669488719126176
ENSMUSG00000033170	0.09247999833494	0.3386548789222475	0.2461748805873075
ENSMUSG00000001773	0.09233201878874747	0.3468961443212913	0.2545641255325438
ENSMUSG00000028427	0.09150070883874808	0.2180300798216713	0.3095307886604194
ENSMUSG00000067586	0.09135328696030831	0.2481292290399406	0.3394825160002489
ENSMUSG00000118837	0.09132497364709541	0.3593913791180609	0.2680664054709655
ENSMUSG00000065353	0.09082258778656832	0.2628187875002918	0.3536413752868601
ENSMUSG00000118653	0.09051970259610259	0.3552883527774191	0.2647686501813165
ENSMUSG00000038271	0.08991173526842033	0.3656264988561908	0.2757147635877705
ENSMUSG00000028970	0.0896307058875972	0.2789478083131477	0.3685785142007449
ENSMUSG00000038393	0.08961962208821761	0.357791814598554	0.2681721925103364
ENSMUSG00000052595	0.08952348957862968	0.3237260163756038	0.2342025267969741
ENSMUSG00000022383	0.08925961065241778	0.2888469935982745	0.1995873829458567
ENSMUSG00000033855	0.089177794322774	0.4211810089831589	0.3320032146603849
ENSMUSG00000070473	0.08867077327699752	0.3018732001288809	0.2132024268518834
ENSMUSG00000030220	0.08862165812144063	0.2544939709449825	0.3431156290664231
ENSMUSG00000032085	0.08851111551631599	0.2319604005892348	0.3204715161055508
ENSMUSG00000043091	0.08814733238386141	0.2584961485211878	0.3466434809050492
ENSMUSG00000028713	0.0873121100426042	0.3588731548499765	0.2715610448073723
