gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000038274	0.1883208301341171	0.3006930775371146	0.4890139076712317
ENSMUSG00000097730	0.15473753376362742	0.4788764010543076	0.3241388672906802
ENSMUSG00000038393	0.1420809510927834	0.2789435147570963	0.4210244658498797
ENSMUSG00000028527	0.1394516534762098	0.2968809001556952	0.436332553631905
ENSMUSG00000111605	0.13587634095970832	0.2389351495754569	0.3748114905351652
ENSMUSG00000065353	0.1352069666728981	0.3664610169144951	0.231254050241597
ENSMUSG00000053897	0.1343358254174004	0.2637190372983481	0.3980548627157485
ENSMUSG00000078670	0.1319938593221899	0.3744546071817108	0.2424607478595209
ENSMUSG00000034591	0.13065479466512292	0.3780451785305338	0.2473903838654109
ENSMUSG00000064043	0.1295276010568556	0.227567417726925	0.3570950187837806
ENSMUSG00000055322	0.12727648556059212	0.4165265788364102	0.2892500932758181
ENSMUSG00000047822	0.1254928177112024	0.3994136843306383	0.2739208666194359
ENSMUSG00000092837	0.1254122717903674	0.3839521781336542	0.2585399063432868
ENSMUSG00000096010	0.12276006979248688	0.4744794346437138	0.3517193648512269
ENSMUSG00000097583	0.12230892657915027	0.3080234833554336	0.4303324099345839
ENSMUSG00000119895	0.12077915643324649	0.3387754516382316	0.2179962952049851
ENSMUSG00000037440	0.1184697512523219	0.3836809725706169	0.265211221318295
ENSMUSG00000062115	0.11822735397067621	0.3585857866520401	0.2403584326813639
ENSMUSG00000086390	0.11685963645179875	0.394458491200223	0.2775988547484243
ENSMUSG00000024411	0.11540570736737682	0.4297410836617841	0.3143353762944073
ENSMUSG00000066842	0.11237101348756029	0.4350945160192559	0.3227235025316956
ENSMUSG00000022840	0.1122269925358963	0.2375603588206721	0.3497873513565684
ENSMUSG00000020182	0.11179084021939162	0.3778209470818929	0.2660301068625013
ENSMUSG00000021702	0.11176753593627961	0.3588130443341645	0.2470455083978849
ENSMUSG00000020377	0.10808492972656164	0.3671342654726236	0.259049335746062
ENSMUSG00000064351	0.10750670437311599	0.392669990647689	0.285163286274573
ENSMUSG00000070392	0.10737808153104134	0.3098663269244973	0.4172444084555386
ENSMUSG00000003429	0.1073334877767268	0.4229929741345218	0.315659486357795
ENSMUSG00000054435	0.10686040757493559	0.3615247905291885	0.2546643829542529
ENSMUSG00000032532	0.10655845199786529	0.3694668912827669	0.2629084392849016
ENSMUSG00000033831	0.10626909317447272	0.3506675911436594	0.2443984979691867
ENSMUSG00000035566	0.10453746307232828	0.3218852975026237	0.2173478344302954
ENSMUSG00000059534	0.10412249406970386	0.2921508805445817	0.3962733746142856
ENSMUSG00000061353	0.10349706718483986	0.2309176745183134	0.3344147417031533
ENSMUSG00000047986	0.10315244503517457	0.4004685146572329	0.2973160696220583
ENSMUSG00000052698	0.10275939155380687	0.3220255014323291	0.424784892986136
ENSMUSG00000029231	0.10256797785593147	0.2738086525941562	0.3763766304500877
ENSMUSG00000015568	0.1023107711550379	0.2958572166706372	0.3981679878256751
ENSMUSG00000086841	0.10177447144245827	0.2543690044294276	0.3561434758718859
ENSMUSG00000038884	0.10162554386242778	0.2954066516206772	0.397032195483105
ENSMUSG00000071984	0.10007872324332012	0.4211642425748976	0.3210855193315775
ENSMUSG00000030096	0.09983785295614561	0.3360044321835518	0.2361665792274062
ENSMUSG00000026473	0.09942792261690808	0.3569122618561073	0.2574843392391992
ENSMUSG00000054641	0.0986323274242209	0.3551668381576395	0.2565345107334186
ENSMUSG00000043705	0.09855905735325038	0.3852719602848136	0.2867129029315632
ENSMUSG00000026064	0.09794350788733802	0.2236680640212625	0.3216115719086005
ENSMUSG00000039911	0.0978863277407338	0.2833122043675258	0.3811985321082596
ENSMUSG00000074403	0.09741999745787888	0.320918801439059	0.2234988039811801
ENSMUSG00000047246	0.09684716202094862	0.363457725708077	0.2666105636871284
