contrast	n_genes	n_significant_q05	n_significant_q01	median_pvalue
ISS_T_OLD_FLT_minus_GC	2500	0	0	0.5897051474262869
LAR_YNG_FLT_minus_GC	2500	0	0	0.5814592703648176
ISS_T_YNG_FLT_minus_GC	2500	35	0	0.40729635182408797
LAR_OLD_FLT_minus_GC	2500	0	0	0.5542228885557221
