gene	symbol	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000108394	ENSMUSG00000108394	38.14266236126423	0.0004997501249375	0.0356964374955379
ENSMUSG00000002625	ENSMUSG00000002625	58.86462432146072	0.0004997501249375	0.0356964374955379
ENSMUSG00000057103	ENSMUSG00000057103	55.97940099239349	0.0004997501249375	0.0356964374955379
ENSMUSG00000031294	ENSMUSG00000031294	60.02368626371026	0.0004997501249375	0.0356964374955379
ENSMUSG00000041120	ENSMUSG00000041120	78.18997523933649	0.0004997501249375	0.0356964374955379
ENSMUSG00000047507	ENSMUSG00000047507	59.16811515390873	0.0004997501249375	0.0356964374955379
ENSMUSG00000079553	ENSMUSG00000079553	48.057033859193325	0.0004997501249375	0.0356964374955379
ENSMUSG00000095123	ENSMUSG00000095123	38.68923982977867	0.0004997501249375	0.0356964374955379
ENSMUSG00000058914	ENSMUSG00000058914	70.35263993963599	0.0004997501249375	0.0356964374955379
ENSMUSG00000052562	ENSMUSG00000052562	136.15718215703964	0.0004997501249375	0.0356964374955379
ENSMUSG00000022146	ENSMUSG00000022146	86.82742436230183	0.0004997501249375	0.0356964374955379
ENSMUSG00000037053	ENSMUSG00000037053	99.3335755430162	0.0004997501249375	0.0356964374955379
ENSMUSG00000020798	ENSMUSG00000020798	87.72281824797392	0.0004997501249375	0.0356964374955379
ENSMUSG00000028158	ENSMUSG00000028158	71.89506663382053	0.0004997501249375	0.0356964374955379
ENSMUSG00000044338	ENSMUSG00000044338	59.91605094075203	0.0004997501249375	0.0356964374955379
ENSMUSG00000038777	ENSMUSG00000038777	57.97331278026104	0.0004997501249375	0.0356964374955379
ENSMUSG00000085875	ENSMUSG00000085875	50.98448603600264	0.0004997501249375	0.0356964374955379
ENSMUSG00000027829	ENSMUSG00000027829	38.62273412197828	0.0004997501249375	0.0356964374955379
ENSMUSG00000026034	ENSMUSG00000026034	36.49559536576271	0.0004997501249375	0.0356964374955379
ENSMUSG00000021135	ENSMUSG00000021135	116.94338257610798	0.0004997501249375	0.0356964374955379
ENSMUSG00000026043	ENSMUSG00000026043	90.54064432531597	0.0004997501249375	0.0356964374955379
ENSMUSG00000023328	ENSMUSG00000023328	128.7209365479648	0.0004997501249375	0.0356964374955379
ENSMUSG00000108256	ENSMUSG00000108256	59.40610213577747	0.0004997501249375	0.0356964374955379
ENSMUSG00000001403	ENSMUSG00000001403	39.484010588377714	0.0004997501249375	0.0356964374955379
ENSMUSG00000029673	ENSMUSG00000029673	57.600598488003016	0.0004997501249375	0.0356964374955379
ENSMUSG00000108825	ENSMUSG00000108825	60.37250280380249	0.0004997501249375	0.0356964374955379
ENSMUSG00000005107	ENSMUSG00000005107	90.32940186560154	0.0004997501249375	0.0356964374955379
ENSMUSG00000078612	ENSMUSG00000078612	45.63791301101446	0.0004997501249375	0.0356964374955379
ENSMUSG00000047909	ENSMUSG00000047909	53.81774286180735	0.0004997501249375	0.0356964374955379
ENSMUSG00000020649	ENSMUSG00000020649	39.337979689240456	0.0004997501249375	0.0356964374955379
ENSMUSG00000028088	ENSMUSG00000028088	83.29216104745865	0.0004997501249375	0.0356964374955379
ENSMUSG00000036330	ENSMUSG00000036330	82.33472568169236	0.0004997501249375	0.0356964374955379
ENSMUSG00000039542	ENSMUSG00000039542	123.63041231781244	0.0004997501249375	0.0356964374955379
ENSMUSG00000002808	ENSMUSG00000002808	64.98446075990796	0.0004997501249375	0.0356964374955379
ENSMUSG00000004460	ENSMUSG00000004460	33.05864388495684	0.0004997501249375	0.0356964374955379
