gene	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000021135	142	-0.5626824509352453	-0.471147256012128	0.0	0.0
ENSMUSG00000081059	237	-0.2154845178127273	-0.14349060182046608	0.0	0.0
ENSMUSG00000031380	270	0.6109996467828773	0.4346422241018562	0.0	0.0
ENSMUSG00000083012	244	0.09312235279940095	0.07170169536778924	0.0	0.0
ENSMUSG00000068037	149	0.2081037454307048	0.2593072198888889	1.1102230246251565e-16	5.551115123125783e-14
ENSMUSG00000084017	261	-0.3539246596395973	-0.3517342234052251	1.6653345369377348e-15	6.938893903907228e-13
ENSMUSG00000097827	243	0.27615930577739933	0.27395777867967325	2.7755575615628914e-15	9.912705577010327e-13
ENSMUSG00000044645	261	0.055637762323022526	0.046351493372378115	2.7644553313166398e-14	8.6389229103645e-12
ENSMUSG00000036278	173	-0.5757876769639557	-0.5000370090376536	2.2459811788166917e-13	6.238836607824144e-11
ENSMUSG00000028970	88	-0.3314985960721952	-0.21115549989282362	2.6100233085912805e-12	6.522812593087482e-10
ENSMUSG00000028553	167	0.34718079045415035	0.24208616788635118	2.870037540958492e-12	6.522812593087482e-10
ENSMUSG00000094932	336	-0.12575859986245747	-0.08767801506560433	3.3733016380210756e-12	7.027711745877241e-10
ENSMUSG00000026676	83	1.767490154504773	1.2278045572881509	6.977862732071571e-12	1.260420339528017e-09
ENSMUSG00000082810	326	-0.5110699660144735	-0.4026078621999962	7.058353901356895e-12	1.260420339528017e-09
ENSMUSG00000100426	148	-0.1297846972942341	-0.09247644116564904	2.7821078774081798e-11	4.636846462346966e-09
ENSMUSG00000102204	119	0.5009473904967306	0.28805320788206484	8.781186888739967e-11	1.3720604513656198e-08
ENSMUSG00000084391	223	0.05104876048862904	0.045636301862872736	1.4296297479177156e-10	2.1023966881142877e-08
ENSMUSG00000026205	128	0.3183571003144601	0.24482999511745035	5.702824878994761e-10	7.920590109714946e-08
ENSMUSG00002076304	312	0.36225605616346235	0.2891850183306973	6.312872447011841e-10	8.306411114489265e-08
ENSMUSG00000022304	179	-0.06556093990802721	-0.07630864591301259	8.399790862867462e-10	1.0499738578584328e-07
ENSMUSG00000090165	171	0.20288713537156539	0.11683274947681475	1.15455156546318e-09	1.3744661493609285e-07
ENSMUSG00000005413	222	-0.08406189910601924	-0.08444189503735026	1.3526730846535884e-09	1.5371285052881686e-07
ENSMUSG00000105645	256	0.16503066988661913	0.17161647311783643	3.352537802925326e-09	3.644062829266659e-07
ENSMUSG00000087881	92	-1.2745830498635802	-1.1349924958980684	7.931907464175936e-09	8.2624036085166e-07
ENSMUSG00000032554	110	-0.6615006734617064	-0.38427915721491207	1.0197050204219238e-08	9.915955343156378e-07
ENSMUSG00000026043	121	-0.33747481079772307	-0.3075860821598293	1.0312593556882632e-08	9.915955343156378e-07
ENSMUSG00000020609	88	0.6641214209492305	0.6422413302813246	1.5398455843751435e-08	1.4257829484955032e-06
ENSMUSG00000083836	225	0.4339283732813778	0.32798327196067695	2.5401574288430595e-08	2.222582462901665e-06
ENSMUSG00000068893	85	1.4183514237403816	1.1147301986819163	2.5781956569659314e-08	2.222582462901665e-06
ENSMUSG00000007097	88	-1.5499905210337588	-1.1821138562113753	6.21164053526968e-08	5.1763671127247335e-06
ENSMUSG00000021207	165	-0.18719746842980403	-0.1912317111281116	7.661228107469498e-08	6.178409764088304e-06
ENSMUSG00000037053	178	0.05881754592992305	0.046287867458919954	1.665039103260213e-07	1.3008117994220414e-05
ENSMUSG00000032327	162	0.2191665541438851	0.2241214120423207	1.7663085927210886e-07	1.338112570243249e-05
ENSMUSG00000020865	87	1.4909825579728881	0.9976126601665922	4.1339069534185313e-07	3.03963746574892e-05
ENSMUSG00000024427	127	0.017305397707968167	0.0166455786021561	4.785863702005955e-07	3.418474072861396e-05
ENSMUSG00000038415	182	0.04586828127503365	0.039568037318178984	5.651905083947639e-07	3.9249340860747495e-05
ENSMUSG00000019768	140	0.3190674344077694	0.2765588348401153	7.034821070117658e-07	4.641589844203855e-05
ENSMUSG00000039542	174	-0.20614609760232222	-0.21911952084138145	7.055216563189859e-07	4.641589844203855e-05
ENSMUSG00000040111	89	0.5754135526716697	0.4581530115362789	9.473531595860507e-07	6.0727766640131454e-05
ENSMUSG00000081745	255	0.6241536827757935	0.5140410543647881	1.0162050110285037e-06	6.351281318928148e-05
ENSMUSG00000042306	106	0.5261109807528536	0.5246336706962308	1.3193491148477676e-06	8.044811675901022e-05
ENSMUSG00000023034	236	0.3193309919442981	0.26508359351008465	1.380504987991138e-06	8.217291595185345e-05
ENSMUSG00000034919	191	-0.22726534525863845	-0.19035238026564055	1.657936695376172e-06	9.639166833582396e-05
ENSMUSG00000073530	108	-0.08393347840756224	-0.06451790595121136	1.7896541105733021e-06	0.00010168489264621035
ENSMUSG00000029108	197	-0.19653856775839468	-0.15337592335940906	1.8685506887328174e-06	0.00010380837159626764
ENSMUSG00000026064	280	-0.0031491168309007557	-0.0023313470396762606	2.0132616580514906e-06	0.00010789009264594231
ENSMUSG00000053977	226	-0.11361684319563026	-0.0920613856208404	2.0283337417437153e-06	0.00010789009264594231
ENSMUSG00000006154	268	-0.07653292268514611	-0.06754209380573188	2.6824885528409226e-06	0.00013971294546046473
ENSMUSG00000050359	82	1.2976430252194369	1.0421724924199782	4.01409267769548e-06	0.00020480064682119797
ENSMUSG00000013611	86	1.2070648081600637	0.9145088725772001	4.141125768186704e-06	0.0002070562884093352
