gene	ISS_minus_LAR_delta	ISS_delta	LAR_delta
ENSMUSG00000032554	0.19078178830249953	0.4767846814621288	0.2860028931596293
ENSMUSG00000020679	0.155175334209303	0.3668789338912682	0.2117035996819652
ENSMUSG00000068740	0.1465647777308729	0.3881006539839984	0.2415358762531255
ENSMUSG00000108954	0.1447535883456129	0.3733495562121237	0.2285959678665108
ENSMUSG00000056755	0.1434004790278583	0.4290078535854423	0.285607374557584
ENSMUSG00000090077	0.1427783504461904	0.3350283777079457	0.1922500272617553
ENSMUSG00000028427	0.14010206474136616	0.4121659249446147	0.2720638602032485
ENSMUSG00000031075	0.13875785485358788	0.3681652403631205	0.2294073855095326
ENSMUSG00000024650	0.13638395950519966	0.3924393989485019	0.2560554394433022
ENSMUSG00000031775	0.1337032649151787	0.4999676280102227	0.366264363095044
ENSMUSG00000009927	0.13349980655953914	0.3408418764787953	0.2073420699192562
ENSMUSG00000037003	0.1326985275662373	0.3105440406634526	0.1778455130972153
ENSMUSG00000111692	0.1318593248184228	0.3785882224858414	0.2467288976674186
ENSMUSG00000104339	0.1304358422982123	0.3579362242481097	0.2275003819498974
ENSMUSG00000079494	0.1303220007949526	0.3227780635566232	0.1924560627616706
ENSMUSG00000120442	0.13006271081111437	0.4118599601853234	0.281797249374209
ENSMUSG00000102573	0.12926805863581511	0.3791411561232687	0.2498730974874536
ENSMUSG00000086938	0.1260341444396303	0.3478543851418508	0.2218202407022205
ENSMUSG00000121504	0.12433194846960671	0.4425038428476069	0.3181718943780002
ENSMUSG00000032175	0.12405002529568798	0.4571975059356303	0.3331474806399423
ENSMUSG00000103697	0.1237548127780298	0.3931537226005445	0.2693989098225147
ENSMUSG00000109941	0.11979788429221422	0.3812076848736353	0.2614098005814211
ENSMUSG00000039579	0.1192538471097579	0.3217199348152562	0.2024660877054983
ENSMUSG00000032085	0.11890543908304821	0.3681727576152034	0.2492673185321552
ENSMUSG00000078612	0.11845095853956289	0.3523297796769976	0.2338788211374347
ENSMUSG00000033318	0.11748197459826581	0.3339504891446827	0.2164685145464169
ENSMUSG00000040093	0.11691513239520224	0.3240772170058254	0.2071620846106232
ENSMUSG00000121069	0.11547129338998208	0.3911006855267162	0.2756293921367341
ENSMUSG00000027676	0.11537510248004884	0.4089885365495237	0.2936134340694749
ENSMUSG00000020427	0.11463739745436952	0.3375617323047404	0.2229243348503709
ENSMUSG00000112366	0.1145742779590519	0.3512737661635158	0.2366994882044639
ENSMUSG00000070167	0.11375081543091478	0.3636630742198413	0.2499122587889265
ENSMUSG00000029804	0.11362671506859329	0.3531713724081086	0.2395446573395153
ENSMUSG00000079017	0.11201959671026301	0.369567168524439	0.257547571814176
ENSMUSG00000023885	0.1109557032933795	0.317037486051978	0.2060817827585985
ENSMUSG00000036752	0.11078090815078329	0.3853666710470356	0.2745857628962523
ENSMUSG00000081604	0.11029202437119837	0.3475243179294539	0.2372322935582555
ENSMUSG00000036523	0.10878839813725388	0.2970153887457614	0.1882269906085075
ENSMUSG00000057841	0.10866512282498031	0.366160293243032	0.2574951704180517
ENSMUSG00000074521	0.10853365025797318	0.3697074325933697	0.2611737823353965
ENSMUSG00000015405	0.10716431511339897	0.454962357650079	0.34779804253668
ENSMUSG00000039903	0.10626510541974571	0.3667952816520033	0.2605301762322576
ENSMUSG00000019689	0.10596946200431828	0.4202931354496567	0.3143236734453384
ENSMUSG00000025868	0.1059088221563669	0.3512533755611213	0.2453445534047544
ENSMUSG00000027204	0.1056851349203809	0.410209199208546	0.3045240642881651
ENSMUSG00000039623	0.10562611899681273	0.4014813607184609	0.2958552417216482
ENSMUSG00000050608	0.10545463508571451	0.3833523527796348	0.2778977176939203
ENSMUSG00000014599	0.104914669098086	0.3615567296125819	0.2566420605144959
ENSMUSG00000037263	0.10488438562333158	0.369614612974084	0.2647302273507524
ENSMUSG00000038704	0.1041606785972436	0.38269682582138	0.2785361472241364
ENSMUSG00000070473	0.1036343738098412	0.3416847680034908	0.2380503941936496
ENSMUSG00000041992	0.102900299214079	0.414048154881146	0.311147855667067
ENSMUSG00000015652	0.1026062477932424	0.2876482113204636	0.1850419635272212
ENSMUSG00000007097	0.10222558059542891	0.4279747511506477	0.3257491705552188
ENSMUSG00000026822	0.10178919324839258	0.3293331435527699	0.2275439503043773
ENSMUSG00000061100	0.10111258335426365	0.3517360299960727	0.250623446641809
