gene	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000025089	105	-0.5789721608161943	-0.9088024749613065	0.0	0.0
ENSMUSG00000084803	365	-0.021786483749749078	-0.02119736756287496	0.0	0.0
ENSMUSG00000106069	144	-0.014026258327067234	-0.0210835288808168	0.0	0.0
ENSMUSG00000020609	104	-0.48415180323645435	-0.6845058341578585	0.0	0.0
ENSMUSG00000034205	174	-0.10404357747174668	-0.12330558629518235	0.0	0.0
ENSMUSG00000021207	127	0.0433497278019763	0.06931539595077622	0.0	0.0
ENSMUSG00000019894	136	-0.07601544046192396	-0.07525526928881199	0.0	0.0
ENSMUSG00000015962	127	-0.7731619551777851	-0.9904941140083893	0.0	0.0
ENSMUSG00000094932	381	-0.2986423604190355	-0.3582903909764385	0.0	0.0
ENSMUSG00000027487	420	-0.22550896182656227	-0.2875995215159136	0.0	0.0
ENSMUSG00000087881	92	1.1889330551028219	1.5285995299744042	0.0	0.0
ENSMUSG00000039542	232	0.10164806228130993	0.1684952343576563	0.0	0.0
ENSMUSG00000030096	110	0.5916511595249173	0.7232343277808158	0.0	0.0
ENSMUSG00000098934	167	0.08176169246435076	0.14543944252057003	0.0	0.0
ENSMUSG00000063681	147	0.43760016113519556	0.46481986058215446	0.0	0.0
ENSMUSG00000091756	234	0.517072732001542	0.5607191009345478	0.0	0.0
ENSMUSG00000040943	86	0.7635889429599032	0.8505642111985696	0.0	0.0
ENSMUSG00000033569	127	0.050428893300704186	0.06831340815697261	0.0	0.0
ENSMUSG00000024529	122	-0.12357152337208546	-0.15021692398505684	0.0	0.0
ENSMUSG00000108884	83	-0.20025523304939327	-0.23175994943718298	1.1102230246251565e-16	1.3216940769347102e-14
ENSMUSG00000036814	98	-0.27523535452782977	-0.26988007978011946	1.1102230246251565e-16	1.3216940769347102e-14
ENSMUSG00000095545	279	0.062118910253047756	0.08126869507160944	2.220446049250313e-16	2.523234146875356e-14
ENSMUSG00000073640	344	0.16997825447470022	0.2627637713648926	3.3306690738754696e-16	3.620292471603771e-14
ENSMUSG00000022180	119	-0.10893535092472992	-0.16071542192150867	2.220446049250313e-15	2.312964634635743e-13
ENSMUSG00000040111	86	-0.3886929646134376	-0.4690068447360014	2.9976021664879227e-15	2.9976021664879227e-13
ENSMUSG00000043496	142	-0.42459960698615706	-0.4213679228136422	3.3306690738754696e-15	3.2025664171879517e-13
ENSMUSG00000003617	92	0.30709208473563293	0.3401465432048728	9.325873406851315e-15	8.635067969306773e-13
ENSMUSG00000065226	86	1.1214820459485018	1.3541730930478124	1.9317880628477724e-14	1.7248107703997968e-12
ENSMUSG00000040584	220	-0.2661935830954434	-0.30468064197593986	2.90878432451791e-14	2.5075726935499226e-12
ENSMUSG00000072082	86	0.670876198168843	0.8416295050639246	3.175237850427948e-14	2.5696290973179025e-12
ENSMUSG00000064604	134	0.48113971874117656	0.4997533104535171	3.186340080674199e-14	2.5696290973179025e-12
ENSMUSG00000034739	167	-0.17263633683323815	-0.266986371881889	4.0523140398818214e-14	3.165870343657673e-12
ENSMUSG00000108833	299	0.30701419934630353	0.331658422859624	4.651834473179406e-14	3.5241170251359137e-12
ENSMUSG00000097702	341	0.2620080687105647	0.3538754612377085	6.072919944699606e-14	4.4653823122791224e-12
ENSMUSG00000006200	154	0.48280870839953466	0.597309065198877	8.448797217397441e-14	6.034855155283886e-12
ENSMUSG00000062991	136	0.06420821594074416	0.12342614739573265	1.559863349598345e-13	1.0832384372210728e-11
ENSMUSG00000111497	196	-0.02584038078785061	-0.032736697562245114	3.1097346919750635e-13	2.10117208917234e-11
ENSMUSG00000092746	208	0.06211650813929538	0.06266797210570973	4.600764214046649e-13	3.026818561872795e-11
ENSMUSG00000031849	109	0.1513632059097294	0.19950338292076802	5.375699885235008e-13	3.445961464894236e-11
ENSMUSG00000020798	148	-0.12779636746272482	-0.15238740701102738	1.2116974090758958e-12	7.573108806724349e-11
ENSMUSG00000044313	269	-0.1091417096555238	-0.16911311316802005	1.5256684804398901e-12	9.30285658804811e-11
ENSMUSG00000066632	294	0.15303823798894833	0.18279177498687232	2.8552715747309776e-12	1.6865707796762045e-10
ENSMUSG00000062456	101	-0.8375317476689821	-1.081450511871443	2.9009017410430715e-12	1.6865707796762045e-10
ENSMUSG00000026768	94	0.586838646233081	0.8180515996596882	4.020339616772617e-12	2.2842838731662596e-10
ENSMUSG00000035031	106	-0.4160362466238442	-0.4349566076598728	4.230948924544009e-12	2.350527180302227e-10
ENSMUSG00000030283	93	-0.49371882677078166	-0.6528981739210277	4.3539616356724764e-12	2.366283497648085e-10
ENSMUSG00000056427	146	0.35978821851313003	0.42316296114091034	4.5178305541071495e-12	2.403101358567633e-10
ENSMUSG00000048373	221	-0.3267295103520171	-0.38101162447417586	5.550893078520858e-12	2.8910901450629467e-10
ENSMUSG00000102204	116	-0.3378169648349287	-0.398111553845957	7.396971923867568e-12	3.773965267279371e-10
ENSMUSG00000068086	109	-0.2747514955699429	-0.35561763546860026	1.0347833701018772e-11	5.173916850509386e-10
ENSMUSG00000120777	409	0.19499993473291297	0.2623119777931155	1.1984968573131027e-11	5.874984594672072e-10
ENSMUSG00000019768	164	-0.2565370957017873	-0.34378923248086635	1.8337775742338636e-11	8.816238337662805e-10
ENSMUSG00000029581	114	0.6173702832311395	0.6394721171987849	2.565958556743908e-11	1.2103578097848622e-09
ENSMUSG00000006362	153	0.34341269284486686	0.437540926812582	2.6273538900056792e-11	1.216367541669296e-09
ENSMUSG00000039519	300	0.2873290244024246	0.31264723155693036	3.3887004313726266e-11	1.5403183778966484e-09
ENSMUSG00000041734	85	-0.7389025986194633	-1.00564724434024	4.233235983974737e-11	1.889837492845865e-09
ENSMUSG00000068587	85	-0.78404703140259	-1.0353187029247115	5.853018070212102e-11	2.5671131886895182e-09
ENSMUSG00000106107	104	0.38560393303632756	0.5695959464028757	6.751132985982622e-11	2.909971114647682e-09
ENSMUSG00000026043	147	0.0969948410987844	0.1116992566027435	7.67105268195678e-11	3.2504460516766017e-09
ENSMUSG00000042185	92	0.4194950537290425	0.4938666704621031	1.0544776163357028e-10	4.393656734732095e-09
ENSMUSG00000024972	133	-0.4004801839590044	-0.4474341948568777	1.1153844514666389e-10	4.571247751912454e-09
ENSMUSG00000039579	217	0.09838251024484646	0.16046872613054133	1.3268386389597708e-10	5.319285576384512e-09
ENSMUSG00000051397	85	0.4608155518770217	0.41606051128378874	1.340459965248897e-10	5.319285576384512e-09
ENSMUSG00000061906	175	-0.11415797322988562	-0.1655558346265882	1.3748624461129566e-10	5.370556430128737e-09
ENSMUSG00000030935	163	-0.4423931241035474	-0.5712293116148192	1.4928314140405519e-10	5.7416592847713534e-09
ENSMUSG00000022887	131	-0.017119733989237617	-0.03199261484462019	2.1853319154274686e-10	8.27777240692223e-09
ENSMUSG00000121280	82	0.5676768252276803	0.6959538007134274	2.4119595209981526e-10	8.999848958948331e-09
ENSMUSG00000028909	101	-0.42621637582779065	-0.47791111412896775	2.936427767608052e-10	1.0795690322088426e-08
ENSMUSG00000103085	85	0.9129447415471046	1.0607543981638285	3.0324132094250444e-10	1.0937441428739346e-08
ENSMUSG00000046159	149	-0.11072193533182094	-0.15517323513082562	3.062483600047017e-10	1.0937441428739346e-08
ENSMUSG00000091345	241	-0.16608421597629733	-0.2218199122294888	4.389459906661841e-10	1.5096763929057877e-08
ENSMUSG00000032554	164	0.03177168108523086	0.027390165852160187	4.4340553451149844e-10	1.5096763929057877e-08
ENSMUSG00000021135	165	0.6099400639533997	0.7283760045305148	4.4561354606287296e-10	1.5096763929057877e-08
ENSMUSG00000067377	80	0.7251082023140025	0.9291127633357823	4.468642123001132e-10	1.5096763929057877e-08
ENSMUSG00000102555	85	0.6643827080726603	0.8240406541973375	4.858049518219332e-10	1.6193498394064438e-08
ENSMUSG00000121445	113	-0.29538907110691254	-0.36759536318241604	5.143815373642724e-10	1.6920445308035275e-08
ENSMUSG00000086010	107	0.2669050920754658	0.3682530201948976	6.380204142786283e-10	2.071494851553988e-08
ENSMUSG00000034871	96	-0.16048247814178346	-0.2569413963197248	6.720003442595157e-10	2.1538472572420375e-08
ENSMUSG00000021950	97	-0.21029160022735757	-0.2644052290973362	6.820886078173771e-10	2.1585082525866364e-08
ENSMUSG00000029664	131	0.1289412991609418	0.17038134314309333	7.195841700280425e-10	2.248700531337633e-08
ENSMUSG00000079494	93	-0.47547308430075547	-0.4592360383368055	7.577971583572207e-10	2.3388801183864838e-08
