condition	n_genes	dim	num_seeds	mean_std_norm	median_std_norm	edge_weight_mean	edge_weight_99pct	edges_dropped
Pred_OLD_ISS_T_FLT	2500	128	10	2.6523665954113005	2.6605489253997803	0.5065861940383911	0.9792212867736817	0
Pred_OLD_ISS_T_GC	2500	128	10	2.6785479933738707	2.67690908908844	0.45265424251556396	0.9749895995855332	0
Pred_OLD_LAR_FLT	2500	128	10	2.661577666378021	2.6662334203720093	0.4833489656448364	0.9646815031766892	0
Pred_OLD_LAR_GC	2500	128	10	2.681715057182312	2.6810309886932373	0.4512004554271698	0.9668219232559204	0
Pred_YNG_ISS_T_FLT	2500	128	10	2.6428249119758607	2.650212287902832	0.496874064207077	0.9732181298732758	0
Pred_YNG_ISS_T_GC	2500	128	10	2.6666422456741334	2.6712807416915894	0.46561309695243835	0.9637852281332017	0
Pred_YNG_LAR_FLT	2500	128	10	2.684465746116638	2.682880163192749	0.44817179441452026	0.9693290597200394	0
Pred_YNG_LAR_GC	2500	128	10	2.6805245000839233	2.6782201528549194	0.4459257423877716	0.9682118165493011	0
