gene	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000092746	264	0.06548172605689626	0.08322854196093912	0.0	0.0
ENSMUSG00000078896	421	0.41325816065073007	0.7061745819654448	0.0	0.0
ENSMUSG00000087881	95	1.2595604948699468	1.7515300822381483	0.0	0.0
ENSMUSG00000069307	192	0.9663724838756034	0.9719380620150863	0.0	0.0
ENSMUSG00000073640	285	0.12743793027475456	0.1606996532795793	1.1102230246251565e-15	5.551115123125783e-13
ENSMUSG00000023885	136	-0.3005761839449392	-0.2717682284772258	2.2368773500147654e-12	9.32032229172819e-10
ENSMUSG00000035783	180	-0.15562520921230236	-0.18158040987891289	1.1257550447396625e-11	4.020553731213081e-09
ENSMUSG00000076617	277	-0.3617473736405366	-0.36711026940743785	1.4116152691201478e-11	4.411297716000462e-09
ENSMUSG00000065208	89	1.1583851229399464	1.2365518849093629	1.0498935054670255e-10	2.9163708485195155e-08
ENSMUSG00000118734	204	0.08021120922639965	0.09678127905628345	2.2520318943008988e-10	5.630079735752247e-08
ENSMUSG00000065105	81	1.0739718370139586	1.1188180931848017	2.904182450080839e-10	6.600414659274634e-08
ENSMUSG00000064513	80	1.094470119476318	1.3447787438053245	9.544148804607744e-10	1.98836433429328e-07
ENSMUSG00000025479	210	-0.3289546113461249	-0.3332130963465151	1.1367911056936464e-09	2.1595479373002847e-07
ENSMUSG00000118839	84	1.1367624889593557	1.2830184777487257	1.2093468448881595e-09	2.1595479373002847e-07
ENSMUSG00000020598	157	-0.13248210176825628	-0.11300596537883467	7.17671733152514e-09	1.19611955525419e-06
ENSMUSG00000039639	157	0.21840059012174737	0.28561353328280664	3.5977254064789577e-08	5.621445947623371e-06
ENSMUSG00000094306	328	-0.23408175380900537	-0.240249614335744	4.8424164011962034e-08	7.121200589994417e-06
ENSMUSG00000021388	119	-0.42049070596694677	-0.5588455421726785	8.780075722025771e-08	1.2194549613924681e-05
ENSMUSG00000022146	94	-0.6757113469764592	-0.7429500081017592	1.0084650747810286e-07	1.3269277299750376e-05
ENSMUSG00000120777	377	0.3056868597865135	0.3179185512977246	1.5745928083621408e-07	1.968241010452676e-05
ENSMUSG00000094932	342	-0.02347557861357873	-0.02505832146506599	2.980473380320703e-07	3.548182595619884e-05
ENSMUSG00000065778	81	1.1165154457092288	1.194511438378695	4.805357137760424e-07	5.4606331110913914e-05
ENSMUSG00000064427	86	1.0444919094443326	1.0922343796952827	6.214563791351324e-07	6.754960642773179e-05
ENSMUSG00000064604	118	0.7632479083724286	0.8052193840182409	1.0162640839972426e-06	0.0001058608420830461
ENSMUSG00000027408	118	-0.3319111214485025	-0.3344746793672039	2.012484132229986e-06	0.00020124841322299858
ENSMUSG00000065226	88	0.896640466060489	1.036027368965934	2.3678659101245003e-06	0.0002276794144350481
