gene	delta_interaction	delta_old	delta_yng
ENSMUSG00000028957	0.18082527059860237	0.4836477846253694	0.302822514026767
ENSMUSG00000059824	0.1563635364823982	0.4396020600925066	0.2832385236101084
ENSMUSG00000004730	0.1511544793800142	0.4198192860311519	0.2686648066511377
ENSMUSG00000022485	0.14704736271343027	0.3594310121364865	0.2123836494230562
ENSMUSG00000027829	0.1461490921544792	0.3534214547113548	0.2072723625568756
ENSMUSG00000030278	0.1344816430186201	0.2644343943347574	0.3989160373533775
ENSMUSG00000028031	0.13322160416221168	0.4332917280872901	0.3000701239250784
ENSMUSG00000022450	0.1325205026219918	0.1881721347720733	0.3206926373940651
ENSMUSG00000031760	0.12852175183688358	0.3849099388604473	0.2563881870235637
ENSMUSG00000095545	0.12840695879419228	0.2548673668658205	0.3832743256600128
ENSMUSG00000052336	0.12824954200795638	0.3760296840979543	0.2477801420899979
ENSMUSG00000047502	0.1255243872419109	0.1599562660062004	0.2854806532481113
ENSMUSG00000024925	0.12362747074874139	0.3521016541900699	0.2284741834413285
ENSMUSG00000024299	0.12355590712144882	0.3136357165757529	0.4371916236972017
ENSMUSG00000002346	0.12332410557983048	0.2939748351808073	0.4172989407606378
ENSMUSG00000098306	0.12163980737412641	0.3701427700450906	0.2485029626709642
ENSMUSG00000025934	0.12146872086887922	0.404641071165095	0.2831723502962158
ENSMUSG00000023064	0.12135133304848703	0.2277406260717961	0.3490919591202831
ENSMUSG00000058914	0.12030477314493601	0.2290806304763777	0.3493854036213137
ENSMUSG00000120079	0.11575772774577331	0.3707019491118403	0.254944221366067
ENSMUSG00000023914	0.11354704688931783	0.2079796618375105	0.3215267087268283
ENSMUSG00000048078	0.11343305041715535	0.2884005403180517	0.401833590735207
ENSMUSG00000039196	0.11234886612874401	0.3400472902649404	0.2276984241361964
ENSMUSG00000117102	0.11195638615201259	0.3456501945438598	0.4576065806958724
ENSMUSG00000038587	0.11103624791902461	0.3029618734638629	0.4139981213828875
ENSMUSG00000053846	0.11086909367513711	0.3038171639789694	0.1929480703038323
ENSMUSG00000119892	0.10895657213884752	0.4127022244940311	0.3037456523551836
ENSMUSG00000119895	0.1080323069600691	0.3411214372871172	0.2330891303270481
ENSMUSG00000027435	0.1078216342264694	0.3156911125254223	0.4235127467518917
ENSMUSG00000023031	0.10773869551536813	0.2897906415887608	0.3975293371041289
ENSMUSG00000115232	0.10765887995427731	0.1934457748352182	0.3011046547894955
ENSMUSG00000103869	0.10670918779819191	0.2382465708018293	0.3449557586000212
ENSMUSG00000074768	0.10630422613766183	0.2609302429250114	0.3672344690626732
ENSMUSG00000016763	0.1061923697858208	0.2067963721314378	0.3129887419172586
ENSMUSG00000026622	0.10611289028828619	0.341788936934661	0.4479018272229472
ENSMUSG00000021950	0.1060558470587653	0.353883488453744	0.2478276413949787
ENSMUSG00000026930	0.10593192349427719	0.2257268433711391	0.3316587668654163
ENSMUSG00000044749	0.1058947459359326	0.2228260508457586	0.3287207967816912
ENSMUSG00000106099	0.104266608616876	0.3464307893170233	0.2421641807001473
ENSMUSG00000002602	0.10391615194067882	0.3220726617140254	0.4259888136547042
ENSMUSG00000106838	0.10310514157237252	0.3396890473810618	0.2365839058086893
ENSMUSG00000025498	0.1023514626775393	0.3976033112593879	0.2952518485818486
ENSMUSG00000118125	0.10092472518825563	0.3441957917012408	0.2432710665129852
ENSMUSG00000031502	0.10091626078950561	0.2835654386230372	0.3844816994125428
ENSMUSG00000045094	0.10002285393164329	0.3012052949404531	0.4012281488720964
ENSMUSG00000053907	0.09964406753946717	0.3267664590364501	0.2271223914969829
ENSMUSG00000118734	0.09950303499313229	0.3634091070678703	0.263906072074738
ENSMUSG00000087819	0.0992703042566967	0.2564859257760071	0.3557562300327038
ENSMUSG00000050953	0.09922696908928402	0.3475385341830422	0.4467655032723262
ENSMUSG00000102813	0.09851074805045529	0.3355357882026307	0.2370250401521754
ENSMUSG00000069310	0.0983536481294206	0.3074440129295531	0.4057976610589737
ENSMUSG00000031594	0.09787806352690581	0.2833818001410725	0.3812598636679783
ENSMUSG00000036452	0.09710222277807343	0.2496873411069466	0.34678956388502
ENSMUSG00000043346	0.09704355726016278	0.255183957663772	0.3522275149239348
ENSMUSG00000026579	0.09684959088874678	0.2764233253528433	0.3732729162415901
ENSMUSG00000020572	0.09653516386161748	0.2472013585779756	0.3437365224395931
ENSMUSG00000026879	0.0965242141793349	0.3206204009928717	0.2240961868135368
ENSMUSG00000016252	0.09545053667857142	0.2218581840941166	0.317308720772688
ENSMUSG00000034926	0.09522381918788497	0.2798584867725276	0.3750823059604126
ENSMUSG00000015405	0.0949536585341468	0.2350629598328001	0.3300166183669469
ENSMUSG00000031016	0.09421457249820503	0.2627950137374744	0.3570095862356794
ENSMUSG00000020178	0.09377530000606221	0.4173419922737881	0.3235666922677259
ENSMUSG00000031849	0.0932334295290464	0.3879790494202967	0.2947456198912503
ENSMUSG00000069516	0.0927001806772082	0.2156992925154757	0.3083994731926839
ENSMUSG00000108825	0.09188033320804306	0.3419825884130522	0.2501022552050091
ENSMUSG00000002985	0.09162700050907929	0.2912191324281149	0.3828461329371942
ENSMUSG00000112545	0.0915382844313104	0.3481818480013852	0.2566435635700748
ENSMUSG00000089960	0.09102761034856088	0.3569957588597413	0.2659681485111804
ENSMUSG00000047586	0.0909920620210316	0.3875937720286827	0.2966017100076511
ENSMUSG00000086916	0.09079231280921224	0.3669776545251465	0.2761853417159343
ENSMUSG00000097462	0.09060112978378937	0.2870856593693323	0.1964845295855429
ENSMUSG00000114860	0.0903890748179065	0.2961842644381299	0.2057951896202234
ENSMUSG00000032010	0.09035283727847371	0.282220063789641	0.3725729010681147
ENSMUSG00000003617	0.09005004993171761	0.2687885433748057	0.3588385933065233
ENSMUSG00000071551	0.08960609770089978	0.2868682338477401	0.1972621361468403
ENSMUSG00000119262	0.08890371706850941	0.2850525744799727	0.3739562915484821
ENSMUSG00000114279	0.0887348299244432	0.3640417644798583	0.2753069345554151
ENSMUSG00000097855	0.08867772864063822	0.2939225174836999	0.2052447888430617
ENSMUSG00000074733	0.08856179616844631	0.3360766989512931	0.2475149027828468
ENSMUSG00000060470	0.08818304582281883	0.3399440805937518	0.251761034770933
ENSMUSG00000044367	0.0880902522678782	0.3148820826757904	0.4029723349436686
ENSMUSG00000099241	0.08777111359061451	0.3446235196966173	0.2568524061060028
ENSMUSG00000080465	0.08776370279128448	0.3712745401803696	0.4590382429716541
ENSMUSG00000043681	0.08765228323821667	0.3312064644349048	0.4188587476731215
ENSMUSG00000025185	0.08740940442372419	0.1930970662409326	0.2805064706646568
ENSMUSG00000042766	0.08723744831134028	0.3119782010071859	0.2247407526958456
ENSMUSG00000061959	0.08658680185693679	0.4131086224043692	0.3265218205474324
ENSMUSG00000045827	0.08631235116818398	0.3070622396542899	0.3933745908224739
ENSMUSG00000095105	0.08626741514699826	0.2577979118340342	0.3440653269810325
ENSMUSG00000044645	0.0859027057328417	0.4131646866437444	0.3272619809109027
ENSMUSG00000062785	0.08584405435661041	0.3103173296215485	0.2244732752649381
ENSMUSG00000090733	0.08567085238361039	0.2492600167861656	0.334930869169776
ENSMUSG00000015656	0.0856575561399677	0.2402039355222364	0.1545463793822687
ENSMUSG00000029177	0.08560950294843389	0.3137360125247781	0.399345515473212
ENSMUSG00000120992	0.0855732122980443	0.2965307243860741	0.2109575120880298
ENSMUSG00000024869	0.08543642483998709	0.304099886024023	0.3895363108640101
ENSMUSG00000020857	0.08481485201216998	0.3495393978496212	0.2647245458374512
ENSMUSG00000025610	0.08472648773132213	0.2285430964375917	0.3132695841689138
ENSMUSG00000052040	0.08453655257383019	0.2268529092416922	0.3113894618155224
ENSMUSG00000000184	0.08450787351298672	0.2704329497079266	0.3549408232209133
ENSMUSG00000040715	0.08428165494951251	0.3410284238463779	0.2567467688968654
ENSMUSG00000054364	0.08395953040404952	0.3364716063811825	0.252512075977133
ENSMUSG00000027796	0.0839120463504195	0.2029647278742753	0.1190526815238558
ENSMUSG00000044986	0.08379094283444077	0.4096129679915857	0.3258220251571449
ENSMUSG00000119662	0.08365308630518159	0.3448449535105167	0.2611918672053351
ENSMUSG00000112188	0.08355580646713129	0.356506609887934	0.2729508034208027
ENSMUSG00000064325	0.08354206546001908	0.2315460701547069	0.315088135614726
ENSMUSG00000022010	0.08343733036394307	0.420769610613696	0.3373322802497529
ENSMUSG00000035342	0.08319159690708638	0.3267321085468981	0.4099237054539845
ENSMUSG00000001119	0.08300633639829202	0.2899002860466421	0.3729066224449341
ENSMUSG00000021281	0.08297713937072299	0.4209086426880188	0.3379315033172958
ENSMUSG00000068263	0.0828143408262173	0.3764124527821567	0.459226793608374
ENSMUSG00000032786	0.0827798345273765	0.2158821561335659	0.2986619906609424
ENSMUSG00000059810	0.0817082667371378	0.2424177439150095	0.3241260106521473
ENSMUSG00000029368	0.0812677930813937	0.222094434955193	0.3033622280365867
ENSMUSG00000108954	0.0812076054433491	0.3145953854699666	0.3958029909133157
ENSMUSG00000036062	0.08117063597834351	0.345485741989191	0.2643151060108475
ENSMUSG00000106320	0.08069978397443683	0.3366666308890957	0.2559668469146589
ENSMUSG00000117975	0.08008256452800239	0.3406637902551336	0.2605812257271312
ENSMUSG00000038156	0.08007743751502072	0.280869538870368	0.3609469763853887
ENSMUSG00000116358	0.08003108497798533	0.346044489081795	0.2660134041038097
ENSMUSG00000040488	0.07994837658117393	0.3922763363120219	0.312327959730848
ENSMUSG00000030786	0.07979430695688666	0.3728259841722735	0.2930316772153868
ENSMUSG00000027204	0.07978065779406573	0.2909220765311056	0.3707027343251713
ENSMUSG00000064351	0.0796942114464474	0.4097980880109056	0.3301038765644582
ENSMUSG00000059498	0.0790288077749075	0.3723312715434171	0.2933024637685096
ENSMUSG00000039652	0.07896295860421129	0.2441599783371685	0.3231229369413798
ENSMUSG00000033327	0.07883364516386793	0.4878883405512167	0.4090546953873488
ENSMUSG00002076809	0.078805493674939	0.2691802396978949	0.3479857333728339
ENSMUSG00000020774	0.07870619782338759	0.3056350060206598	0.2269288081972722
ENSMUSG00000058488	0.07864796849828337	0.2656210896470611	0.3442690581453445
ENSMUSG00000103291	0.07803183336010222	0.2166930705276422	0.2947249038877444
ENSMUSG00000068876	0.07800712727689676	0.1910361449032378	0.2690432721801346
ENSMUSG00000039154	0.07786110839592342	0.2586235901011274	0.3364846984970508
ENSMUSG00000112289	0.07762732926482993	0.3108406191052898	0.2332132898404599
ENSMUSG00000031770	0.07742567838271436	0.3302650541304937	0.2528393757477793
ENSMUSG00000100862	0.07739234361419892	0.1876781888319504	0.2650705324461493
ENSMUSG00000078875	0.07726249916048139	0.2680560971980598	0.3453185963585412
ENSMUSG00000065778	0.07722327206268559	0.3934484468864276	0.316225174823742
ENSMUSG00000031278	0.0772082792851061	0.3965552365634451	0.319346957278339
ENSMUSG00000092220	0.0771939524877937	0.3322933218886528	0.4094872743764465
ENSMUSG00000064358	0.07708667302383249	0.4162329177716182	0.3391462447477857
ENSMUSG00000030432	0.07694832124668849	0.363301669585008	0.2863533483383195
ENSMUSG00000114456	0.07668606538207129	0.3200121064050364	0.3966981717871077
ENSMUSG00000118667	0.0766594282687178	0.2963266455340367	0.2196672172653189
ENSMUSG00000115420	0.07660459761821398	0.372053584068703	0.295448986450489
ENSMUSG00000032269	0.07638895516751551	0.3099709692068735	0.233582014039358
ENSMUSG00000058740	0.07562507231299742	0.3947771527027512	0.3191520803897538
ENSMUSG00000091705	0.07534141254127708	0.3747567642818644	0.2994153517405873
ENSMUSG00000023036	0.07528417823299222	0.3296340531178697	0.2543498748848775
