gene	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000028655	47.257846981287	0.0004997501249375312	0.1784821874776897
ENSMUSG00000017677	45.440231539309025	0.0004997501249375312	0.1784821874776897
ENSMUSG00000041886	86.92293098568916	0.0004997501249375312	0.1784821874776897
ENSMUSG00000015533	54.91040854156017	0.0004997501249375312	0.1784821874776897
ENSMUSG00002075625	114.04876302182674	0.0004997501249375312	0.1784821874776897
ENSMUSG00000069516	90.21409665048122	0.0004997501249375312	0.1784821874776897
ENSMUSG00000024610	82.02379635721445	0.0004997501249375312	0.1784821874776897
ENSMUSG00000002289	104.84397358447313	0.0069965017491254375	0.9879886768365606
ENSMUSG00000040564	103.10324328392744	0.0079960019990005	0.9879886768365606
ENSMUSG00000038642	63.34567456506193	0.0079960019990005	0.9879886768365606
ENSMUSG00000097730	45.64205754548311	0.0079960019990005	0.9879886768365606
ENSMUSG00000042371	32.57420623674989	0.0079960019990005	0.9879886768365606
ENSMUSG00000103313	46.73998086154461	0.0079960019990005	0.9879886768365606
ENSMUSG00000032128	70.12907066941261	0.0079960019990005	0.9879886768365606
ENSMUSG00000021125	63.80041593126953	0.0079960019990005	0.9879886768365606
ENSMUSG00000056293	48.54227399453521	0.0079960019990005	0.9879886768365606
ENSMUSG00000054690	60.54495453834534	0.0079960019990005	0.9879886768365606
ENSMUSG00000023013	49.20270923525095	0.0079960019990005	0.9879886768365606
ENSMUSG00000006235	52.96005992591381	0.012993503248375811	0.9879886768365606
ENSMUSG00000062991	32.8934865295887	0.012993503248375811	0.9879886768365606
ENSMUSG00002075983	121.83097581006587	0.012993503248375811	0.9879886768365606
ENSMUSG00000061878	62.52874833345413	0.013493253373313344	0.9879886768365606
ENSMUSG00000046805	61.175688076764345	0.015492253873063468	0.9879886768365606
ENSMUSG00000030268	95.70274880900979	0.015492253873063468	0.9879886768365606
ENSMUSG00000028270	81.74564713984728	0.015992003998001	0.9879886768365606
ENSMUSG00000073940	43.91873028874397	0.015992003998001	0.9879886768365606
ENSMUSG00000026657	78.703100040555	0.01999000499750125	0.9879886768365606
ENSMUSG00000033633	117.02645248174667	0.01999000499750125	0.9879886768365606
ENSMUSG00000031391	50.6708874925971	0.01999000499750125	0.9879886768365606
ENSMUSG00000046794	73.1375117264688	0.02048975512243878	0.9879886768365606
ENSMUSG00000064358	71.19256376475096	0.02048975512243878	0.9879886768365606
ENSMUSG00000028715	51.44351511262357	0.02048975512243878	0.9879886768365606
ENSMUSG00000117879	100.51592748612165	0.02048975512243878	0.9879886768365606
ENSMUSG00000109206	57.41791266947985	0.02148925537231384	0.9879886768365606
ENSMUSG00000070803	47.32064215838909	0.02148925537231384	0.9879886768365606
ENSMUSG00000040569	127.60372588410974	0.021989005497251374	0.9879886768365606
ENSMUSG00000042116	64.0491835847497	0.021989005497251374	0.9879886768365606
ENSMUSG00000105703	93.04696218110621	0.021989005497251374	0.9879886768365606
ENSMUSG00000081604	206.48798519652337	0.022488755622188907	0.9879886768365606
ENSMUSG00000064339	28.594249188899994	0.02348825587206397	0.9879886768365606
ENSMUSG00000052305	45.75011190585792	0.025487256371814093	0.9879886768365606
ENSMUSG00002076451	123.74013090878725	0.026486756621689155	0.9879886768365606
ENSMUSG00000002250	77.13858412206173	0.026486756621689155	0.9879886768365606
ENSMUSG00000043122	63.65881122648716	0.026986506746626688	0.9879886768365606
ENSMUSG00000022579	81.98020964115858	0.027486256871564217	0.9879886768365606
ENSMUSG00000054757	115.65614675357938	0.02798600699650175	0.9879886768365606
ENSMUSG00000025153	47.401379749178886	0.02848575712143928	0.9879886768365606
ENSMUSG00000066366	109.41234896332026	0.028985507246376812	0.9879886768365606
ENSMUSG00000003123	57.75724886357784	0.030484757621189407	0.9879886768365606
ENSMUSG00000069792	103.32543010264635	0.031484257871064465	0.9879886768365606
ENSMUSG00000024486	142.86301738210022	0.03498250874562719	0.9879886768365606
ENSMUSG00000069919	48.660749685019255	0.03498250874562719	0.9879886768365606
ENSMUSG00000035042	97.97128640860319	0.03498250874562719	0.9879886768365606
ENSMUSG00000049303	47.78230185806751	0.03648175912043978	0.9879886768365606
ENSMUSG00000068037	53.881238020025194	0.03648175912043978	0.9879886768365606
ENSMUSG00000006777	48.6443747356534	0.03648175912043978	0.9879886768365606
ENSMUSG00000034926	37.270756870508194	0.03698150924537731	0.9879886768365606
ENSMUSG00000049103	130.07138782553375	0.037481259370314844	0.9879886768365606
ENSMUSG00000037005	96.87258249521255	0.037481259370314844	0.9879886768365606
ENSMUSG00000110386	216.32306806370616	0.03798100949525238	0.9879886768365606
ENSMUSG00000038418	69.70795857906342	0.03948025987006497	0.9879886768365606
ENSMUSG00000025488	87.35443767532706	0.0399800099950025	0.9879886768365606
ENSMUSG00000000682	77.53584124147892	0.0399800099950025	0.9879886768365606
ENSMUSG00000027796	100.67987238243222	0.041979010494752625	0.9879886768365606
ENSMUSG00000030579	66.37141185253859	0.043478260869565216	0.9879886768365606
ENSMUSG00000067736	123.65540682151914	0.04447776111944028	0.9879886768365606
ENSMUSG00000039236	58.21677262336016	0.044977511244377814	0.9879886768365606
ENSMUSG00000048142	57.416150376200676	0.044977511244377814	0.9879886768365606
ENSMUSG00000063177	57.43185631930828	0.044977511244377814	0.9879886768365606
ENSMUSG00000105442	64.40511500835419	0.04547726136931534	0.9879886768365606
ENSMUSG00000030220	36.390487406402826	0.04547726136931534	0.9879886768365606
ENSMUSG00000020264	45.25965718924999	0.046476761619190406	0.9879886768365606
ENSMUSG00000098234	32.800064604729414	0.04697651174412794	0.9879886768365606
ENSMUSG00000052160	87.46188676357269	0.047476261869065464	0.9879886768365606
ENSMUSG00000027845	34.0010819286108	0.047476261869065464	0.9879886768365606
ENSMUSG00000035692	71.11736861616373	0.047476261869065464	0.9879886768365606
ENSMUSG00000037411	85.87178054824471	0.04847576211894053	0.9879886768365606
ENSMUSG00000080465	42.75040517747402	0.050474762618690654	0.9879886768365606
ENSMUSG00000064354	55.204940125346184	0.05147426286856572	0.9879886768365606
ENSMUSG00000119577	36.63535640016198	0.051974012993503245	0.9879886768365606
ENSMUSG00000088185	53.64973176270723	0.051974012993503245	0.9879886768365606
