contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.23358644976055065	207.2570866818918	ENSMUSG00000068263	0.459226793608374
ISS_T_OLD_FLT_minus_GC	2500	10	0.2362777838921241	210.17998236221914	ENSMUSG00000033327	0.4878883405512167
LAR_YNG_FLT_minus_GC	2500	10	0.22472167911108937	208.69702008199107	ENSMUSG00000030717	0.44972185449841434
LAR_OLD_FLT_minus_GC	2500	10	0.23269830759676333	202.03337480164947	ENSMUSG00000117102	0.44684595614827627
