gene	ISS_minus_LAR_delta	ISS_delta	LAR_delta
ENSMUSG00000044477	0.22826013087266123	0.5535556159174366	0.3252954850447754
ENSMUSG00000072664	0.1684776188144833	0.5051144290362084	0.3366368102217251
ENSMUSG00000032741	0.16561043040943302	0.3886684918172099	0.2230580614077769
ENSMUSG00000095675	0.1587481156575879	0.4688762429493756	0.3101281272917877
ENSMUSG00000039477	0.1549020486593793	0.4087919508983181	0.2538899022389388
ENSMUSG00000020181	0.1466865945142154	0.4455515318965313	0.2988649373823159
ENSMUSG00000089663	0.13675446692760468	0.3867404650082126	0.2499859980806079
ENSMUSG00000121505	0.13466697874673988	0.3845241148232364	0.2498571360764965
ENSMUSG00000023031	0.1325022745416865	0.4705731144252557	0.3380708398835692
ENSMUSG00000069305	0.1310298753562832	0.4381610906671419	0.3071312153108587
ENSMUSG00000103711	0.1282129857631018	0.437443091184323	0.3092301054212212
ENSMUSG00000121171	0.12404772513845808	0.4169730192778613	0.2929252941394032
ENSMUSG00000032532	0.12287092045120851	0.292956494637786	0.1700855741865775
ENSMUSG00000020604	0.12119050034828499	0.3566840760862301	0.2354935757379451
ENSMUSG00000020609	0.12061235208323373	0.4790971036893738	0.3584847516061401
ENSMUSG00000018861	0.12024724279772431	0.4292157836738969	0.3089685408761726
ENSMUSG00000030825	0.1197020511161703	0.3221612121535214	0.2024591610373511
ENSMUSG00000037894	0.11908441660392771	0.4054930699417919	0.2864086533378642
ENSMUSG00000120012	0.1188886458232522	0.3726070942034704	0.2537184483802182
ENSMUSG00000031673	0.11888579294979018	0.3393769446963671	0.2204911517465769
ENSMUSG00000085154	0.11792156022775246	0.369634176021675	0.2517126157939225
ENSMUSG00000036110	0.11784052677901624	0.3934139714897492	0.275573444710733
ENSMUSG00000010064	0.11728582701027251	0.3981664554541686	0.2808806284438961
ENSMUSG00000023938	0.11576368722632846	0.3760049744679462	0.2602412872416177
ENSMUSG00000042487	0.11532199423144612	0.4289022250810393	0.3135802308495932
ENSMUSG00000006777	0.11307165295743091	0.3231906494707265	0.2101189965132956
ENSMUSG00000049241	0.11199752724545003	0.4609829777832714	0.3489854505378214
ENSMUSG00000065947	0.11176201782415157	0.3704831920770775	0.2587211742529259
ENSMUSG00000051669	0.11113560504650288	0.3339329434633322	0.2227973384168293
