gene	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000021750	49.58936460316181	0.0004997501249375312	0.028394893462359728
ENSMUSG00000109206	75.24503546953201	0.0004997501249375312	0.028394893462359728
ENSMUSG00000028003	121.516023427248	0.0004997501249375312	0.028394893462359728
ENSMUSG00000064354	55.32685896381736	0.0004997501249375312	0.028394893462359728
ENSMUSG00000021620	62.65806985646486	0.0004997501249375312	0.028394893462359728
ENSMUSG00000003949	80.19457618892193	0.0004997501249375312	0.028394893462359728
ENSMUSG00000020798	94.9763592928648	0.0004997501249375312	0.028394893462359728
ENSMUSG00000021884	89.16660365462303	0.0004997501249375312	0.028394893462359728
ENSMUSG00000042185	82.12026453018188	0.0004997501249375312	0.028394893462359728
ENSMUSG00000064225	65.36947236955166	0.0004997501249375312	0.028394893462359728
ENSMUSG00000038843	51.5936093069613	0.0004997501249375312	0.028394893462359728
ENSMUSG00000028970	70.16649743914604	0.0004997501249375312	0.028394893462359728
ENSMUSG00000052562	124.19118791818619	0.0004997501249375312	0.028394893462359728
ENSMUSG00000031383	87.16909897327423	0.0004997501249375312	0.028394893462359728
ENSMUSG00000105449	54.06241372227669	0.0004997501249375312	0.028394893462359728
ENSMUSG00000032946	54.704586289823055	0.0004997501249375312	0.028394893462359728
ENSMUSG00000000682	60.26411908864975	0.0004997501249375312	0.028394893462359728
ENSMUSG00000041734	58.99859408289194	0.0004997501249375312	0.028394893462359728
ENSMUSG00000028681	50.50819896161556	0.0004997501249375312	0.028394893462359728
ENSMUSG00000068877	128.7973384037614	0.0004997501249375312	0.028394893462359728
ENSMUSG00000079710	71.05271247774363	0.0004997501249375312	0.028394893462359728
ENSMUSG00000063590	102.18268836289644	0.0004997501249375312	0.028394893462359728
ENSMUSG00000069919	66.32860814034939	0.0004997501249375312	0.028394893462359728
ENSMUSG00000056328	159.83757035434246	0.0004997501249375312	0.028394893462359728
ENSMUSG00000005640	84.95563726127148	0.0004997501249375312	0.028394893462359728
ENSMUSG00000039236	106.41009763814509	0.0004997501249375312	0.028394893462359728
ENSMUSG00000056313	47.33226125314832	0.0004997501249375312	0.028394893462359728
ENSMUSG00000034855	91.25259698182344	0.0004997501249375312	0.028394893462359728
ENSMUSG00000045725	80.55427637696266	0.0004997501249375312	0.028394893462359728
ENSMUSG00000003617	98.00522112846375	0.0004997501249375312	0.028394893462359728
ENSMUSG00000000326	118.18039764463902	0.0004997501249375312	0.028394893462359728
ENSMUSG00000055430	61.23186903819442	0.0004997501249375312	0.028394893462359728
ENSMUSG00000038224	183.2289309874177	0.0004997501249375312	0.028394893462359728
ENSMUSG00000089960	123.89191638678312	0.0004997501249375312	0.028394893462359728
ENSMUSG00000019768	116.74452357366681	0.0004997501249375312	0.028394893462359728
ENSMUSG00000069917	61.30889931321144	0.0004997501249375312	0.028394893462359728
ENSMUSG00000031958	86.313516497612	0.0004997501249375312	0.028394893462359728
ENSMUSG00000031825	62.38339765742421	0.0004997501249375312	0.028394893462359728
ENSMUSG00000038745	60.67306637763977	0.0004997501249375312	0.028394893462359728
ENSMUSG00002075987	77.88489802181721	0.0004997501249375312	0.028394893462359728
ENSMUSG00000025889	66.19637595117092	0.0004997501249375312	0.028394893462359728
ENSMUSG00000033569	111.93643467128277	0.0004997501249375312	0.028394893462359728
ENSMUSG00000063730	116.61735811084509	0.0004997501249375312	0.028394893462359728
ENSMUSG00000106099	55.592465214431286	0.0004997501249375312	0.028394893462359728
ENSMUSG00000034205	155.97282809764147	0.004497751124437781	0.23503099935180924
ENSMUSG00000018927	68.35225185379386	0.004497751124437781	0.23503099935180924
ENSMUSG00000029830	60.08216255158186	0.004997501249375313	0.23503099935180924
ENSMUSG00000059213	77.28346326202154	0.004997501249375313	0.23503099935180924
ENSMUSG00000035540	72.92873556539416	0.004997501249375313	0.23503099935180924
ENSMUSG00000021416	81.04513838142157	0.004997501249375313	0.23503099935180924
ENSMUSG00000034450	64.33280532062054	0.004997501249375313	0.23503099935180924
ENSMUSG00000066026	73.27736212313175	0.005997001499250375	0.23503099935180924
ENSMUSG00000097536	52.41496352106333	0.0069965017491254375	0.23503099935180924
ENSMUSG00000104436	66.06897071003914	0.0069965017491254375	0.23503099935180924
ENSMUSG00000051747	61.912204910069704	0.0074962518740629685	0.23503099935180924
ENSMUSG00000021998	74.25032871961594	0.0079960019990005	0.23503099935180924
ENSMUSG00000025089	78.03313808143139	0.0079960019990005	0.23503099935180924
ENSMUSG00000023120	73.42323362827301	0.00849575212393803	0.23503099935180924
ENSMUSG00000041329	45.16669522225857	0.00849575212393803	0.23503099935180924
ENSMUSG00000052595	50.15852017328143	0.008995502248875561	0.23503099935180924
ENSMUSG00000069874	40.74539860710502	0.009495252373813094	0.23503099935180924
ENSMUSG00000026399	64.2608320787549	0.009495252373813094	0.23503099935180924
ENSMUSG00000090634	55.708644576370716	0.009495252373813094	0.23503099935180924
ENSMUSG00000024972	113.05029156059027	0.009495252373813094	0.23503099935180924
ENSMUSG00000037053	134.14611411839724	0.009495252373813094	0.23503099935180924
ENSMUSG00000022146	69.36549350619316	0.009495252373813094	0.23503099935180924
ENSMUSG00000036814	109.05072781071067	0.009495252373813094	0.23503099935180924
ENSMUSG00000025270	50.504492982290685	0.009495252373813094	0.23503099935180924
ENSMUSG00000098934	98.47448533028364	0.009495252373813094	0.23503099935180924
ENSMUSG00000061742	87.29339526593685	0.009495252373813094	0.23503099935180924
ENSMUSG00000002808	54.626695699989796	0.009495252373813094	0.23503099935180924
ENSMUSG00000103432	66.32256105542183	0.009495252373813094	0.23503099935180924
ENSMUSG00000020654	129.45046592038125	0.009495252373813094	0.23503099935180924
ENSMUSG00000050315	78.52341993153095	0.009495252373813094	0.23503099935180924
ENSMUSG00000030409	48.29977570474148	0.009495252373813094	0.23503099935180924
ENSMUSG00000028435	41.97648465633392	0.009495252373813094	0.23503099935180924
ENSMUSG00000027188	76.51168927550316	0.009495252373813094	0.23503099935180924
ENSMUSG00000027676	83.1341985873878	0.009495252373813094	0.23503099935180924
ENSMUSG00000100426	119.07585126906633	0.009495252373813094	0.23503099935180924
ENSMUSG00000001773	93.32825453579426	0.009495252373813094	0.23503099935180924
ENSMUSG00000048482	120.45296364743263	0.009495252373813094	0.23503099935180924
ENSMUSG00000022366	132.8432885184884	0.009495252373813094	0.23503099935180924
ENSMUSG00000039579	169.73368820734322	0.009495252373813094	0.23503099935180924
ENSMUSG00000068037	139.8482047840953	0.009495252373813094	0.23503099935180924
ENSMUSG00000042961	62.01465521752834	0.009495252373813094	0.23503099935180924
ENSMUSG00000074634	198.87717666104436	0.009495252373813094	0.23503099935180924
ENSMUSG00000104235	71.75807933136821	0.009495252373813094	0.23503099935180924
ENSMUSG00000106547	66.64776994474232	0.009495252373813094	0.23503099935180924
ENSMUSG00000024065	64.2142561674118	0.009495252373813094	0.23503099935180924
ENSMUSG00000021508	52.239431381225586	0.009495252373813094	0.23503099935180924
ENSMUSG00000086320	101.94105997681618	0.009495252373813094	0.23503099935180924
ENSMUSG00000087141	219.4403050877154	0.009495252373813094	0.23503099935180924
ENSMUSG00000021950	80.62174063920975	0.009495252373813094	0.23503099935180924
ENSMUSG00000028967	74.47637642920017	0.009495252373813094	0.23503099935180924
ENSMUSG00000090565	109.59275446087122	0.009495252373813094	0.23503099935180924
ENSMUSG00000021135	156.35904750227928	0.009495252373813094	0.23503099935180924
ENSMUSG00000107722	113.7101483643055	0.009495252373813094	0.23503099935180924
ENSMUSG00000021207	124.74334692209959	0.009495252373813094	0.23503099935180924
ENSMUSG00000092500	107.30486741475761	0.009495252373813094	0.23503099935180924
ENSMUSG00000021904	80.83355352282524	0.009495252373813094	0.23503099935180924
ENSMUSG00000022546	133.35582964867353	0.009495252373813094	0.23503099935180924
ENSMUSG00000024338	36.678062649443746	0.009995002498750625	0.237976249970253
ENSMUSG00000075520	96.34099889546633	0.009995002498750625	0.237976249970253
ENSMUSG00000024485	67.6616526581347	0.009995002498750625	0.237976249970253
ENSMUSG00000037010	79.20678096264601	0.009995002498750625	0.237976249970253
