gene	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000001119	46.63994754105806	0.0004997501249375312	0.06575659538651726
ENSMUSG00000030786	69.13412070274353	0.0004997501249375312	0.06575659538651726
ENSMUSG00000036764	79.49885030090809	0.0004997501249375312	0.06575659538651726
ENSMUSG00000045775	50.87219336256385	0.0004997501249375312	0.06575659538651726
ENSMUSG00000039115	51.884876761585474	0.0004997501249375312	0.06575659538651726
ENSMUSG00000040723	57.94213981181383	0.0004997501249375312	0.06575659538651726
ENSMUSG00000017718	62.659276500344276	0.0004997501249375312	0.06575659538651726
ENSMUSG00000024299	46.764062002301216	0.0004997501249375312	0.06575659538651726
ENSMUSG00000079056	35.59636426717043	0.0004997501249375312	0.06575659538651726
ENSMUSG00000006641	92.3609275072813	0.0004997501249375312	0.06575659538651726
ENSMUSG00000031725	46.68778409063816	0.0004997501249375312	0.06575659538651726
ENSMUSG00000006469	49.70347354374826	0.0004997501249375312	0.06575659538651726
ENSMUSG00000004460	41.31903627514839	0.0004997501249375312	0.06575659538651726
ENSMUSG00000038146	36.36241246573627	0.0004997501249375312	0.06575659538651726
ENSMUSG00000005397	54.550896503031254	0.0004997501249375312	0.06575659538651726
ENSMUSG00000036533	56.58517998084426	0.0004997501249375312	0.06575659538651726
ENSMUSG00000020241	35.19820972532034	0.0004997501249375312	0.06575659538651726
ENSMUSG00000032334	58.89704318344593	0.0004997501249375312	0.06575659538651726
ENSMUSG00000078664	50.68810456991196	0.0004997501249375312	0.06575659538651726
ENSMUSG00000035692	40.46249008923769	0.004497751124437781	0.4497751124437781
ENSMUSG00000041577	37.203015334904194	0.005997001499250375	0.4497751124437781
ENSMUSG00000026207	44.29919568542391	0.0069965017491254375	0.4497751124437781
ENSMUSG00000029664	64.55136992782354	0.0069965017491254375	0.4497751124437781
ENSMUSG00000055333	51.60986761748791	0.0069965017491254375	0.4497751124437781
ENSMUSG00000047330	74.23010585829616	0.0069965017491254375	0.4497751124437781
ENSMUSG00000026814	68.6843987479806	0.008995502248875561	0.4497751124437781
ENSMUSG00000020423	133.5462645702064	0.008995502248875561	0.4497751124437781
