condition	n_genes	dim	num_seeds	mean_std_norm	median_std_norm	edge_weight_mean	edge_weight_99pct	edges_dropped
Pred_OLD_ISS_T_FLT	2500	128	10	2.6466284667491915	2.657473087310791	0.49307307600975037	0.9797910064458847	0
Pred_OLD_ISS_T_GC	2500	128	10	2.6821607416152955	2.6831594705581665	0.41619741916656494	0.9439089298248292	0
Pred_OLD_LAR_FLT	2500	128	10	2.6731122257232665	2.6749165058135986	0.42795515060424805	0.9609671473503116	0
Pred_OLD_LAR_GC	2500	128	10	2.6857899375915526	2.688626766204834	0.4276905953884125	0.9638774126768113	0
Pred_YNG_ISS_T_FLT	2500	128	10	2.657668534183502	2.661504030227661	0.47766607999801636	0.967260667681694	0
Pred_YNG_ISS_T_GC	2500	128	10	2.667888929224014	2.669897675514221	0.4425712525844574	0.9424762606620791	0
Pred_YNG_LAR_FLT	2500	128	10	2.6862954389572145	2.6807708740234375	0.4247730076313019	0.957000643014908	0
Pred_YNG_LAR_GC	2500	128	10	2.6690944350242614	2.6754366159439087	0.45904740691185	0.9632266700267793	0
