contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.232459815278857	208.59210112721854	ENSMUSG00000105703	0.4716611451243119
ISS_T_OLD_FLT_minus_GC	2500	10	0.23259306192431758	207.12437377264183	ENSMUSG00000032978	0.4924570286960817
LAR_YNG_FLT_minus_GC	2500	10	0.21444372339959109	201.87358641128796	ENSMUSG00000056724	0.45422224781082254
LAR_OLD_FLT_minus_GC	2500	10	0.2237948979342109	201.08377564108545	ENSMUSG00000002985	0.4583432143429878
