gene	n_edges	median_beta	median_t	p_stouffer	q_BH	symbol
ENSMUSG00000078896	382	0.3815617365762599	0.6924103020009064	0.0	0.0	ENSMUSG00000078896
ENSMUSG00000073640	350	0.2975318122655153	0.479444888070151	0.0	0.0	ENSMUSG00000073640
ENSMUSG00000006574	306	0.0640896599012188	0.0847069486145605	0.0	0.0	ENSMUSG00000006574
ENSMUSG00000094306	388	-0.0282251247670495	-0.0312132391827507	2.7478019859472624e-13	1.7173762412170388e-10	ENSMUSG00000094306
ENSMUSG00000094932	386	-0.1735896963393321	-0.1769637395675754	3.143729720989086e-11	1.5718648604945432e-08	ENSMUSG00000094932
ENSMUSG00000064945	121	0.6772520169615717	0.8727030088065064	4.70251060313842e-10	1.7844880335309605e-07	ENSMUSG00000064945
ENSMUSG00000120777	438	0.219940216466786	0.254648627634003	4.996566493886688e-10	1.7844880335309605e-07	ENSMUSG00000120777
ENSMUSG00000092746	202	-0.0057762531563638	-0.0093218389203718	2.7930383561525222e-09	8.728244862976631e-07	ENSMUSG00000092746
ENSMUSG00002076696	81	0.9316284835338596	1.1843263157921535	3.494850631113877e-09	9.70791841976077e-07	ENSMUSG00002076696
ENSMUSG00000065701	124	0.6059456028044218	0.750017849439913	4.04132183273731e-09	1.0103304581843275e-06	ENSMUSG00000065701
ENSMUSG00000069307	210	0.7546248222701247	0.8393857228222834	1.1636593244546134e-08	2.644680282851394e-06	ENSMUSG00000069307
ENSMUSG00000096768	272	0.0301501262467343	0.0437254557465001	8.902616299710787e-08	1.8547117291064136e-05	ENSMUSG00000096768
ENSMUSG00000049751	84	-0.8972465045750136	-1.0557933409312863	2.9477309337888613e-07	5.6687133342093485e-05	ENSMUSG00000049751
ENSMUSG00000038801	142	-0.2785707636736322	-0.3140352627741363	3.33977041910849e-07	5.9638757484080174e-05	ENSMUSG00000038801
ENSMUSG00000003429	83	-0.829375652968884	-0.979287817637626	1.518174299830477e-06	0.0002530290499717	ENSMUSG00000003429
ENSMUSG00000102918	84	-0.7234581224620354	-0.9970000575477678	2.612607668428524e-06	0.0004082199481919	ENSMUSG00000102918
ENSMUSG00000015962	127	-0.4500921435654144	-0.567709569631932	2.930364788600315e-06	0.0004309359983235	ENSMUSG00000015962
ENSMUSG00000015533	95	0.0967228349298229	0.1349666240065717	3.19026675876799e-06	0.0004430926053844	ENSMUSG00000015533
ENSMUSG00000076617	258	-0.3762282945215692	-0.4716938850941438	9.395997303540682e-06	0.0011984634997325	ENSMUSG00000076617
ENSMUSG00000027133	83	-0.9254904985427828	-0.9724033022021856	9.587707997860129e-06	0.0011984634997325	ENSMUSG00000027133
ENSMUSG00000114247	89	0.5600446046330012	0.8086385267691593	1.0849511825838933e-05	0.0012429165170817	ENSMUSG00000114247
ENSMUSG00000026154	82	-0.7217986732721304	-0.9736081654828884	1.0937665350319035e-05	0.0012429165170817	ENSMUSG00000026154
ENSMUSG00000095041	94	0.4454936046153301	0.4959634409903104	1.2138185603416396e-05	0.0012915625870653	ENSMUSG00000095041
ENSMUSG00000032060	80	0.7668224817141884	0.8998093867585923	1.2399000835827678e-05	0.0012915625870653	ENSMUSG00000032060
ENSMUSG00000077391	118	0.309748138021678	0.356919892764062	1.8994311036801825e-05	0.0018994311036801	ENSMUSG00000077391
ENSMUSG00000034566	81	-0.7918093204498267	-0.944654895483917	2.0208770669882803e-05	0.0019431510259502	ENSMUSG00000034566
ENSMUSG00000025743	89	-0.572058051824572	-0.6671175004563543	3.109948148660724e-05	0.0028795816191303	ENSMUSG00000025743
ENSMUSG00000087935	126	0.5287078587338309	0.6333903652520414	5.229937149364705e-05	0.0045371099972831	ENSMUSG00000087935
ENSMUSG00000041734	86	-0.6928692167624824	-0.7977106642443615	5.26304759684848e-05	0.0045371099972831	ENSMUSG00000041734
ENSMUSG00000079165	85	0.625311361253262	0.75932707757861	6.595232155071074e-05	0.0054960267958925	ENSMUSG00000079165
ENSMUSG00000108037	112	0.4258871790021663	0.4388209217446395	8.551423277691761e-05	0.0065744312833608	ENSMUSG00000108037
ENSMUSG00000119838	169	0.4285264641046512	0.7206841866665855	8.590421919318914e-05	0.0065744312833608	ENSMUSG00000119838
ENSMUSG00000023089	83	-0.7822230339050291	-0.943818722889822	8.678249294036267e-05	0.0065744312833608	ENSMUSG00000023089
ENSMUSG00000021917	81	-0.7808766953647127	-0.8589221990789591	0.0001063934758296	0.007639948699686	ENSMUSG00000021917
ENSMUSG00000040441	239	-0.0441617835313064	-0.0552935609447352	0.0001069592817956	0.007639948699686	ENSMUSG00000040441
ENSMUSG00000012443	81	0.5488755125552383	0.7764582492193159	0.0001363685499394	0.0094609793713154	ENSMUSG00000012443
ENSMUSG00000064604	134	0.6490649969317027	0.7965186905006011	0.0001400224946954	0.0094609793713154	ENSMUSG00000064604
ENSMUSG00000020053	94	0.3503062557429086	0.3994356112169661	0.0001462796006514	0.00955774593328	ENSMUSG00000020053
ENSMUSG00000038690	81	-0.8005655169486998	-0.9549772780253404	0.0001491008365591	0.00955774593328	ENSMUSG00000038690
ENSMUSG00000033880	157	0.0085651762783527	0.0133514155754751	0.0001653558707627	0.0103347419226698	ENSMUSG00000033880
ENSMUSG00000087881	93	0.7933845996856688	1.1479216461378157	0.0001833878462303	0.011182185745756	ENSMUSG00000087881
ENSMUSG00000073421	91	-0.3514245685189954	-0.4462737518264424	0.0002195251270266	0.0127064838787955	ENSMUSG00000073421
ENSMUSG00000070720	105	-0.2411741308867924	-0.4118427789812022	0.0002204585904436	0.0127064838787955	ENSMUSG00000070720
ENSMUSG00000102602	81	0.7776168793439848	0.8659842981289162	0.0002236341162668	0.0127064838787955	ENSMUSG00000102602
ENSMUSG00000052516	89	-0.5033145616296681	-0.6883140691569924	0.0002689020804664	0.0149390044703601	ENSMUSG00000052516
ENSMUSG00000096956	84	-0.6383386335801317	-0.7224910108662965	0.0004625942147647	0.0251409899328695	ENSMUSG00000096956
ENSMUSG00000037625	101	0.0968444948084649	0.1447140322513223	0.0004784734160661	0.0254507136205375	ENSMUSG00000037625
ENSMUSG00000036781	84	-0.8102792585268593	-1.0368366702192335	0.0005324005096426	0.0277291932105546	ENSMUSG00000036781
ENSMUSG00000079357	158	0.0424960810691125	0.0557627483729748	0.0006246925029846	0.0313853969521382	ENSMUSG00000079357
ENSMUSG00000047215	82	-0.7663304507732372	-1.045972521607243	0.0006277079390427	0.0313853969521382	ENSMUSG00000047215
ENSMUSG00000115161	102	0.458349892497062	0.6074715669071484	0.0006531277029764	0.0320160638713936	ENSMUSG00000115161
ENSMUSG00000018417	80	-0.4668242648243892	-0.6227094804326323	0.0006747820635757	0.0324414453642183	ENSMUSG00000018417
ENSMUSG00000109206	102	0.4940045677125452	0.6015604823139833	0.0009672044513107	0.0456228514769203	ENSMUSG00000109206
ENSMUSG00000063787	89	-0.7188689470291122	-0.9675517020664482	0.001154979402958	0.0534712686554655	ENSMUSG00000063787
ENSMUSG00000105950	84	0.5154450198635445	0.734594642021718	0.0012766151679985	0.0580279621817543	ENSMUSG00000105950
ENSMUSG00000099927	346	0.088132414687423	0.103838442019664	0.0013374980100565	0.0597097325918106	ENSMUSG00000099927
ENSMUSG00000028369	81	-0.8020192682743073	-0.889846340766581	0.0014804221600337	0.0649307964927081	ENSMUSG00000028369
ENSMUSG00000002055	109	-0.2459513999521709	-0.3903797989645436	0.0016911544611649	0.0728945888433175	ENSMUSG00000002055
ENSMUSG00000098306	360	0.0023341809865069	0.0029470728345073	0.0018477378983463	0.0774701773991655	ENSMUSG00000098306
ENSMUSG00000020953	159	-0.2845020025968561	-0.3581847150522323	0.0018592842575799	0.0774701773991655	ENSMUSG00000020953
ENSMUSG00000036899	99	0.1284542139619613	0.181897492160909	0.0020334882158885	0.0833396809790392	ENSMUSG00000036899
ENSMUSG00000041293	104	-0.2087494831532213	-0.2818286127440111	0.0023000766863571	0.0927450276756904	ENSMUSG00000041293
ENSMUSG00000021040	81	-0.7788010776042911	-1.0253732016400032	0.0028485265832308	0.1130367691758282	ENSMUSG00000021040
ENSMUSG00000073702	80	-0.6492631480097759	-0.8106754326168251	0.0028981638100936	0.1132095238317839	ENSMUSG00000073702
ENSMUSG00000037474	83	0.465710702538492	0.7564928920796136	0.0029531046409277	0.1135809477279921	ENSMUSG00000037474
ENSMUSG00000021388	108	-0.3160688390489659	-0.4241527189428834	0.0032452775507927	0.1229271799542702	ENSMUSG00000021388
ENSMUSG00000040562	81	0.4700664363801462	0.5761742665947315	0.0042869963294345	0.1597931498541246	ENSMUSG00000040562
ENSMUSG00000042043	81	-0.6317257098853598	-0.82988417748574	0.0043463736760321	0.1597931498541246	ENSMUSG00000042043
ENSMUSG00000038717	82	-0.8078827373683419	-1.018907608486141	0.0045558562471802	0.1650672553326176	ENSMUSG00000038717
ENSMUSG00000068744	115	0.2531181365251548	0.5124012516658343	0.0047990695600824	0.1713953414315167	ENSMUSG00000068744
ENSMUSG00000069273	88	0.7215850889217121	0.8213521617461441	0.0049337646832131	0.1737241085638436	ENSMUSG00000069273
ENSMUSG00000102555	85	0.7823396980762475	0.8535377722731765	0.0051700654137863	0.1795161602009165	ENSMUSG00000102555
ENSMUSG00000072082	84	0.3658058607019498	0.5231737394406106	0.0053496252684791	0.1816406656783677	ENSMUSG00000072082
ENSMUSG00000111497	198	0.1505176885984833	0.1423508184134448	0.0053765637040796	0.1816406656783677	ENSMUSG00000111497
ENSMUSG00000029442	86	-0.3405289702117438	-0.517049024757258	0.005520200223042	0.1840066741014001	ENSMUSG00000029442
ENSMUSG00000026385	98	-0.6875737041234968	-0.7636942935037179	0.0059194963200861	0.1947202736870443	ENSMUSG00000026385
ENSMUSG00000028367	80	-0.8423367419745769	-0.9725397441497756	0.0060380779493394	0.1960414918616693	ENSMUSG00000028367
ENSMUSG00000087231	109	0.2969105541706082	0.4002042101276255	0.0063362961326	0.2030864145064104	ENSMUSG00000087231
ENSMUSG00000026688	81	-0.4905882269144048	-0.4772932443797945	0.0065863324521742	0.2084282421574119	ENSMUSG00000026688
