gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000078896	ENSMUSG00000078896	382	0.3815617365762599	0.6924103020009064	0.0	0.0
ENSMUSG00000073640	ENSMUSG00000073640	350	0.2975318122655153	0.479444888070151	0.0	0.0
ENSMUSG00000006574	ENSMUSG00000006574	306	0.0640896599012188	0.0847069486145605	0.0	0.0
ENSMUSG00000094306	ENSMUSG00000094306	388	-0.0282251247670495	-0.0312132391827507	2.7478019859472624e-13	1.7173762412170388e-10
ENSMUSG00000094932	ENSMUSG00000094932	386	-0.1735896963393321	-0.1769637395675754	3.143729720989086e-11	1.5718648604945432e-08
ENSMUSG00000064945	ENSMUSG00000064945	121	0.6772520169615717	0.8727030088065064	4.70251060313842e-10	1.7844880335309605e-07
ENSMUSG00000120777	ENSMUSG00000120777	438	0.219940216466786	0.254648627634003	4.996566493886688e-10	1.7844880335309605e-07
ENSMUSG00000092746	ENSMUSG00000092746	202	-0.0057762531563638	-0.0093218389203718	2.7930383561525222e-09	8.728244862976631e-07
ENSMUSG00002076696	ENSMUSG00002076696	81	0.9316284835338596	1.1843263157921535	3.494850631113877e-09	9.70791841976077e-07
ENSMUSG00000065701	ENSMUSG00000065701	124	0.6059456028044218	0.750017849439913	4.04132183273731e-09	1.0103304581843275e-06
ENSMUSG00000069307	ENSMUSG00000069307	210	0.7546248222701247	0.8393857228222834	1.1636593244546134e-08	2.644680282851394e-06
ENSMUSG00000096768	ENSMUSG00000096768	272	0.0301501262467343	0.0437254557465001	8.902616299710787e-08	1.8547117291064136e-05
ENSMUSG00000049751	ENSMUSG00000049751	84	-0.8972465045750136	-1.0557933409312863	2.9477309337888613e-07	5.6687133342093485e-05
ENSMUSG00000038801	ENSMUSG00000038801	142	-0.2785707636736322	-0.3140352627741363	3.33977041910849e-07	5.9638757484080174e-05
ENSMUSG00000003429	ENSMUSG00000003429	83	-0.829375652968884	-0.979287817637626	1.518174299830477e-06	0.0002530290499717
ENSMUSG00000102918	ENSMUSG00000102918	84	-0.7234581224620354	-0.9970000575477678	2.612607668428524e-06	0.0004082199481919
ENSMUSG00000015962	ENSMUSG00000015962	127	-0.4500921435654144	-0.567709569631932	2.930364788600315e-06	0.0004309359983235
ENSMUSG00000015533	ENSMUSG00000015533	95	0.0967228349298229	0.1349666240065717	3.19026675876799e-06	0.0004430926053844
