gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000099927	ENSMUSG00000099927	346	-0.1439571730792518	-0.2228688484099124	0.0	0.0
ENSMUSG00000114247	ENSMUSG00000114247	89	-0.5545186251401897	-1.2782891278177555	0.0	0.0
ENSMUSG00000094932	ENSMUSG00000094932	386	0.0391276012640443	0.065319563070301	0.0	0.0
ENSMUSG00000111497	ENSMUSG00000111497	198	-0.0929340669885271	-0.1265762558694765	0.0	0.0
ENSMUSG00000027487	ENSMUSG00000027487	431	0.2698408231139189	0.4627061587310596	0.0	0.0
ENSMUSG00000030786	ENSMUSG00000030786	159	-0.0734870493412021	-0.164887146842422	0.0	0.0
ENSMUSG00000015962	ENSMUSG00000015962	127	0.4412784814834599	0.8294067161351334	0.0	0.0
ENSMUSG00000094306	ENSMUSG00000094306	388	-0.1896845713257784	-0.3518310000999103	0.0	0.0
ENSMUSG00000070645	ENSMUSG00000070645	218	0.2403173891827461	0.4480754433080717	0.0	0.0
ENSMUSG00000073125	ENSMUSG00000073125	426	-0.0435348670231178	-0.0883218922082827	3.3306690738754696e-16	8.326672684688675e-14
ENSMUSG00000057836	ENSMUSG00000057836	317	-0.3408670209348196	-0.5336220113055596	1.887379141862766e-14	4.289498049688105e-12
ENSMUSG00000095616	ENSMUSG00000095616	345	-0.2615901537239545	-0.4884366385238571	8.892886427247505e-14	1.85268467234323e-11
ENSMUSG00000105950	ENSMUSG00000105950	84	-0.5653454083483656	-0.94971808436649	4.660716257376407e-13	8.962915879570013e-11
ENSMUSG00000040562	ENSMUSG00000040562	81	-0.48918644338846	-0.68204979612414	1.8915979893563417e-12	3.377853552422039e-10
ENSMUSG00000032060	ENSMUSG00000032060	80	-0.5237838756758728	-0.920746815122457	8.642309090589606e-12	1.440384848431601e-09
ENSMUSG00000079165	ENSMUSG00000079165	85	-0.463322699069976	-0.937197482971756	1.121314152641162e-11	1.7520533635018152e-09
ENSMUSG00000023046	ENSMUSG00000023046	219	-0.0747721493244168	-0.1136342327109413	3.937894454963953e-11	5.7910212572999315e-09
ENSMUSG00000091345	ENSMUSG00000091345	239	0.0567243624478589	0.0885391677819094	5.4219184697501526e-11	7.530442319097435e-09
ENSMUSG00000038738	ENSMUSG00000038738	108	-0.315856960415839	-0.5116967430404087	6.172917732527594e-11	8.122260174378413e-09
ENSMUSG00000049775	ENSMUSG00000049775	93	0.4866520464420309	0.7884967404838651	8.389333672198518e-11	1.0486667090248147e-08
ENSMUSG00000071984	ENSMUSG00000071984	193	-0.0619131013751033	-0.0722227628862609	3.1297331393176364e-10	3.725872784901948e-08
ENSMUSG00000031538	ENSMUSG00000031538	98	0.2894704595208165	0.5117287680495275	3.3927172182757204e-10	3.855360475313319e-08
ENSMUSG00000040943	ENSMUSG00000040943	86	-0.5989029080839816	-0.929815653429882	4.95206320394459e-10	5.3826773955919456e-08
ENSMUSG00000105263	ENSMUSG00000105263	121	-0.1159185826778412	-0.2994855522865378	6.455661560877957e-10	6.724647459247872e-08
ENSMUSG00000109279	ENSMUSG00000109279	95	-0.6081843137741092	-0.8990525959764294	1.094946244784012e-09	1.094946244784012e-07
ENSMUSG00000064945	ENSMUSG00000064945	121	-0.457796069979667	-0.7243529990260387	3.28131466442727e-09	3.155110254256991e-07
ENSMUSG00000048373	ENSMUSG00000048373	220	0.1859138630330564	0.3461009288438929	3.5327291092457362e-09	3.2710454715238296e-07
