gene	n_edges	median_beta	median_t	p_stouffer	q_BH	symbol
ENSMUSG00000099927	346	-0.1439571730792518	-0.2228688484099124	0.0	0.0	ENSMUSG00000099927
ENSMUSG00000114247	89	-0.5545186251401897	-1.2782891278177555	0.0	0.0	ENSMUSG00000114247
ENSMUSG00000094932	386	0.0391276012640443	0.065319563070301	0.0	0.0	ENSMUSG00000094932
ENSMUSG00000111497	198	-0.0929340669885271	-0.1265762558694765	0.0	0.0	ENSMUSG00000111497
ENSMUSG00000027487	431	0.2698408231139189	0.4627061587310596	0.0	0.0	ENSMUSG00000027487
ENSMUSG00000030786	159	-0.0734870493412021	-0.164887146842422	0.0	0.0	ENSMUSG00000030786
ENSMUSG00000015962	127	0.4412784814834599	0.8294067161351334	0.0	0.0	ENSMUSG00000015962
ENSMUSG00000094306	388	-0.1896845713257784	-0.3518310000999103	0.0	0.0	ENSMUSG00000094306
ENSMUSG00000070645	218	0.2403173891827461	0.4480754433080717	0.0	0.0	ENSMUSG00000070645
ENSMUSG00000073125	426	-0.0435348670231178	-0.0883218922082827	3.3306690738754696e-16	8.326672684688675e-14	ENSMUSG00000073125
ENSMUSG00000057836	317	-0.3408670209348196	-0.5336220113055596	1.887379141862766e-14	4.289498049688105e-12	ENSMUSG00000057836
ENSMUSG00000095616	345	-0.2615901537239545	-0.4884366385238571	8.892886427247505e-14	1.85268467234323e-11	ENSMUSG00000095616
ENSMUSG00000105950	84	-0.5653454083483656	-0.94971808436649	4.660716257376407e-13	8.962915879570013e-11	ENSMUSG00000105950
ENSMUSG00000040562	81	-0.48918644338846	-0.68204979612414	1.8915979893563417e-12	3.377853552422039e-10	ENSMUSG00000040562
ENSMUSG00000032060	80	-0.5237838756758728	-0.920746815122457	8.642309090589606e-12	1.440384848431601e-09	ENSMUSG00000032060
ENSMUSG00000079165	85	-0.463322699069976	-0.937197482971756	1.121314152641162e-11	1.7520533635018152e-09	ENSMUSG00000079165
ENSMUSG00000023046	219	-0.0747721493244168	-0.1136342327109413	3.937894454963953e-11	5.7910212572999315e-09	ENSMUSG00000023046
ENSMUSG00000091345	239	0.0567243624478589	0.0885391677819094	5.4219184697501526e-11	7.530442319097435e-09	ENSMUSG00000091345
ENSMUSG00000038738	108	-0.315856960415839	-0.5116967430404087	6.172917732527594e-11	8.122260174378413e-09	ENSMUSG00000038738
ENSMUSG00000049775	93	0.4866520464420309	0.7884967404838651	8.389333672198518e-11	1.0486667090248147e-08	ENSMUSG00000049775
ENSMUSG00000071984	193	-0.0619131013751033	-0.0722227628862609	3.1297331393176364e-10	3.725872784901948e-08	ENSMUSG00000071984
ENSMUSG00000031538	98	0.2894704595208165	0.5117287680495275	3.3927172182757204e-10	3.855360475313319e-08	ENSMUSG00000031538
ENSMUSG00000040943	86	-0.5989029080839816	-0.929815653429882	4.95206320394459e-10	5.3826773955919456e-08	ENSMUSG00000040943
ENSMUSG00000105263	121	-0.1159185826778412	-0.2994855522865378	6.455661560877957e-10	6.724647459247872e-08	ENSMUSG00000105263
ENSMUSG00000109279	95	-0.6081843137741092	-0.8990525959764294	1.094946244784012e-09	1.094946244784012e-07	ENSMUSG00000109279
ENSMUSG00000064945	121	-0.457796069979667	-0.7243529990260387	3.28131466442727e-09	3.155110254256991e-07	ENSMUSG00000064945
ENSMUSG00000048373	220	0.1859138630330564	0.3461009288438929	3.5327291092457362e-09	3.2710454715238296e-07	ENSMUSG00000048373
ENSMUSG00000021702	175	0.0155408054590213	0.0390847037724982	7.519995182114771e-09	6.714281412602472e-07	ENSMUSG00000021702
ENSMUSG00000033715	95	0.6621489956974992	1.0294916757625734	1.0348452539332698e-08	8.921079775286808e-07	ENSMUSG00000033715
ENSMUSG00000097183	158	0.2082605570554725	0.3917292898392164	1.3736542237019478e-08	1.1447118530849565e-06	ENSMUSG00000097183
ENSMUSG00000103976	92	-0.5164792351424679	-0.6500725322993839	1.792342352313625e-08	1.402445255886549e-06	ENSMUSG00000103976
ENSMUSG00000030218	144	0.1235164907760913	0.2023884222219295	1.8389750611191857e-08	1.402445255886549e-06	ENSMUSG00000030218
ENSMUSG00000119838	169	-0.2717270135879512	-0.6207513310037055	1.851227737770245e-08	1.402445255886549e-06	ENSMUSG00000119838
ENSMUSG00000027322	190	0.1334155902266507	0.2712734760688295	2.3762150025419263e-08	1.7472169136337691e-06	ENSMUSG00000027322
ENSMUSG00000025650	89	-0.6078370034694679	-0.966633642199825	2.804710719228609e-08	2.0033647994490067e-06	ENSMUSG00000025650
ENSMUSG00000103756	92	-0.3427577098831536	-0.5644635223503769	3.2206091793440805e-08	2.236534152322278e-06	ENSMUSG00000103756
ENSMUSG00000095041	94	-0.3875430643558489	-0.5966921031523647	3.389572178491562e-08	2.2902514719537584e-06	ENSMUSG00000095041
ENSMUSG00000030337	84	-0.4589999709394752	-0.854891072802215	4.70717774758711e-08	3.077700060617216e-06	ENSMUSG00000030337
ENSMUSG00000115161	102	-0.3888511061668394	-0.7918021432083301	4.8012120945628574e-08	3.077700060617216e-06	ENSMUSG00000115161
ENSMUSG00000036899	99	-0.1292835209518673	-0.1721727727817871	4.9294157422608016e-08	3.080884838913001e-06	ENSMUSG00000036899
ENSMUSG00000054690	86	-0.0320093363523482	-0.0554475975340587	5.7886763160652777e-08	3.5296806805276084e-06	ENSMUSG00000054690
ENSMUSG00000020798	146	-0.1496892279013984	-0.2784778157896461	7.422538028656335e-08	4.418177398009722e-06	ENSMUSG00000020798
ENSMUSG00000021614	111	-0.0194782346487043	-0.0390788505762267	8.603399070938877e-08	5.001976204034231e-06	ENSMUSG00000021614
ENSMUSG00000026154	82	0.5740266859531392	0.9850030222775326	9.099817488422701e-08	5.170350845694717e-06	ENSMUSG00000026154
