gene	symbol	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000095616	ENSMUSG00000095616	438	-0.2467471777461464	-0.4591549737193424	0.0	0.0
ENSMUSG00000070645	ENSMUSG00000070645	204	0.4351050265133379	0.7904747259873107	0.0	0.0
ENSMUSG00000065016	ENSMUSG00000065016	96	-0.8843930006027205	-1.3099476044590737	0.0	0.0
ENSMUSG00000074527	ENSMUSG00000074527	340	0.1769448816776284	0.2570376446095216	0.0	0.0
ENSMUSG00000064604	ENSMUSG00000064604	128	-0.5740612506866457	-1.1360979956935342	0.0	0.0
ENSMUSG00000087881	ENSMUSG00000087881	92	-0.9173146486282348	-1.5855090213169412	0.0	0.0
ENSMUSG00000118936	ENSMUSG00000118936	264	-0.3594822418177503	-0.4977768791693353	1.1102230246251563e-16	3.469446951953614e-14
ENSMUSG00000077611	ENSMUSG00000077611	86	-0.965575657784937	-1.3213347343117658	1.1102230246251563e-16	3.469446951953614e-14
ENSMUSG00000073125	ENSMUSG00000073125	394	-0.1027570843696593	-0.2026612579047267	2.1094237467877974e-15	5.551115123125784e-13
ENSMUSG00000065208	ENSMUSG00000065208	90	-0.921800553798674	-1.4163381780161088	2.220446049250313e-15	5.551115123125784e-13
ENSMUSG00000065105	ENSMUSG00000065105	81	-0.9836164116859424	-1.4072214283854274	1.2545520178264267e-14	2.851254585969152e-12
ENSMUSG00000119662	ENSMUSG00000119662	109	-0.6438297241926191	-1.0017900420201686	2.475797344914099e-14	5.157911135237707e-12
ENSMUSG00000091345	ENSMUSG00000091345	141	-0.0191264688968657	-0.0312143505505721	4.8627768478581856e-14	9.238641597773624e-12
ENSMUSG00000119011	ENSMUSG00000119011	97	-0.4905499607324597	-0.7852178132299298	5.1736392947532295e-14	9.238641597773624e-12
ENSMUSG00000118839	ENSMUSG00000118839	82	-0.8597105875611302	-1.3969994362425284	3.368416656712725e-13	5.6140277611878745e-11
ENSMUSG00000030786	ENSMUSG00000030786	156	0.0601880827918658	0.1460283404108777	1.0050849041931542e-12	1.5704451628018035e-10
ENSMUSG00000080538	ENSMUSG00000080538	100	-0.7616630401462309	-1.0817098578312514	1.0197953592694375e-11	1.499699057749173e-09
ENSMUSG00000029373	ENSMUSG00000029373	140	0.1879466742277149	0.328944675405914	1.3321455050174792e-11	1.8502020903020542e-09
ENSMUSG00000093413	ENSMUSG00000093413	83	-0.8640074133872964	-1.403577112784667	1.9098500558811796e-11	2.5129605998436572e-09
ENSMUSG00000030218	ENSMUSG00000030218	112	0.1471609730273484	0.2201228037130374	3.4643288238100916e-11	4.330411029762615e-09
ENSMUSG00000094932	ENSMUSG00000094932	358	0.035680805332958	0.0615236572253562	4.556732768890015e-11	5.4246818677262085e-09
ENSMUSG00000047215	ENSMUSG00000047215	85	0.6487649559974652	1.2574222299537234	5.7462479219339e-11	6.428408530127953e-09
ENSMUSG00000064945	ENSMUSG00000064945	132	-0.6654734816402186	-1.05505041111387	5.914135847717715e-11	6.428408530127953e-09
ENSMUSG00000019894	ENSMUSG00000019894	158	-0.0817414155229926	-0.1337678104321954	1.0234768588190946e-10	1.0661217279365568e-08
ENSMUSG00000119838	ENSMUSG00000119838	175	-0.2978242883924379	-0.6462558936480852	1.2310830133088754e-10	1.2310830133088755e-08
ENSMUSG00000118790	ENSMUSG00000118790	83	-0.8315631508827205	-1.2330112640802506	4.5462622555447746e-10	4.371406014946899e-08
ENSMUSG00000065778	ENSMUSG00000065778	81	-0.7543924927711495	-1.1616105617692123	4.726165014901085e-10	4.376078717501004e-08
ENSMUSG00000033763	ENSMUSG00000033763	88	-0.6154876030981533	-1.0113539257644115	1.4327505848399367e-09	1.2792415936070866e-07
ENSMUSG00000091694	ENSMUSG00000091694	228	-0.0145626224344602	-0.0343605162957502	1.6249832590631284e-09	1.3926160224997377e-07
ENSMUSG00000064655	ENSMUSG00000064655	81	-0.760970520973205	-1.2291935004007752	1.671139226999685e-09	1.3926160224997377e-07
ENSMUSG00000110386	ENSMUSG00000110386	442	0.1412160538136966	0.2463704526035027	3.825188499284593e-09	3.0848294349069296e-07
ENSMUSG00000031253	ENSMUSG00000031253	151	0.1182491257786734	0.1585183116307791	5.8607723119052935e-09	4.543456267779401e-07
ENSMUSG00000048373	ENSMUSG00000048373	201	0.147902840375899	0.2979113838080483	5.997362273468809e-09	4.543456267779401e-07
ENSMUSG00000099927	ENSMUSG00000099927	336	-0.3611120680347078	-0.6174570098131509	8.104379278783824e-09	5.959102410870459e-07
ENSMUSG00000009281	ENSMUSG00000009281	133	0.2405994081869722	0.536100212165771	8.560771314058968e-09	6.114836652899263e-07
ENSMUSG00000025479	ENSMUSG00000025479	213	0.1412960231304181	0.258387951006088	1.1159990376263806e-08	7.749993316849865e-07
ENSMUSG00000064841	ENSMUSG00000064841	88	-0.729145639762282	-1.0810259686351054	2.16212270309768e-08	1.460893718309243e-06
ENSMUSG00000038508	ENSMUSG00000038508	83	-0.0151818238198755	-0.0344516409466503	2.5921993440647384e-08	1.705394305305749e-06
ENSMUSG00000048126	ENSMUSG00000048126	80	-0.6524376943707463	-0.8517638490951437	2.8240060512274567e-08	1.8102602892483696e-06
