gene	n_edges	median_beta	median_t	p_stouffer	q_BH	symbol
ENSMUSG00000095616	438	-0.2467471777461464	-0.4591549737193424	0.0	0.0	ENSMUSG00000095616
ENSMUSG00000070645	204	0.4351050265133379	0.7904747259873107	0.0	0.0	ENSMUSG00000070645
ENSMUSG00000065016	96	-0.8843930006027205	-1.3099476044590737	0.0	0.0	ENSMUSG00000065016
ENSMUSG00000074527	340	0.1769448816776284	0.2570376446095216	0.0	0.0	ENSMUSG00000074527
ENSMUSG00000064604	128	-0.5740612506866457	-1.1360979956935342	0.0	0.0	ENSMUSG00000064604
ENSMUSG00000087881	92	-0.9173146486282348	-1.5855090213169412	0.0	0.0	ENSMUSG00000087881
ENSMUSG00000118936	264	-0.3594822418177503	-0.4977768791693353	1.1102230246251563e-16	3.469446951953614e-14	ENSMUSG00000118936
ENSMUSG00000077611	86	-0.965575657784937	-1.3213347343117658	1.1102230246251563e-16	3.469446951953614e-14	ENSMUSG00000077611
ENSMUSG00000073125	394	-0.1027570843696593	-0.2026612579047267	2.1094237467877974e-15	5.551115123125784e-13	ENSMUSG00000073125
ENSMUSG00000065208	90	-0.921800553798674	-1.4163381780161088	2.220446049250313e-15	5.551115123125784e-13	ENSMUSG00000065208
ENSMUSG00000065105	81	-0.9836164116859424	-1.4072214283854274	1.2545520178264267e-14	2.851254585969152e-12	ENSMUSG00000065105
ENSMUSG00000119662	109	-0.6438297241926191	-1.0017900420201686	2.475797344914099e-14	5.157911135237707e-12	ENSMUSG00000119662
ENSMUSG00000091345	141	-0.0191264688968657	-0.0312143505505721	4.8627768478581856e-14	9.238641597773624e-12	ENSMUSG00000091345
ENSMUSG00000119011	97	-0.4905499607324597	-0.7852178132299298	5.1736392947532295e-14	9.238641597773624e-12	ENSMUSG00000119011
ENSMUSG00000118839	82	-0.8597105875611302	-1.3969994362425284	3.368416656712725e-13	5.6140277611878745e-11	ENSMUSG00000118839
ENSMUSG00000030786	156	0.0601880827918658	0.1460283404108777	1.0050849041931542e-12	1.5704451628018035e-10	ENSMUSG00000030786
ENSMUSG00000080538	100	-0.7616630401462309	-1.0817098578312514	1.0197953592694375e-11	1.499699057749173e-09	ENSMUSG00000080538
ENSMUSG00000029373	140	0.1879466742277149	0.328944675405914	1.3321455050174792e-11	1.8502020903020542e-09	ENSMUSG00000029373
ENSMUSG00000093413	83	-0.8640074133872964	-1.403577112784667	1.9098500558811796e-11	2.5129605998436572e-09	ENSMUSG00000093413
ENSMUSG00000030218	112	0.1471609730273484	0.2201228037130374	3.4643288238100916e-11	4.330411029762615e-09	ENSMUSG00000030218
ENSMUSG00000094932	358	0.035680805332958	0.0615236572253562	4.556732768890015e-11	5.4246818677262085e-09	ENSMUSG00000094932
ENSMUSG00000047215	85	0.6487649559974652	1.2574222299537234	5.7462479219339e-11	6.428408530127953e-09	ENSMUSG00000047215
ENSMUSG00000064945	132	-0.6654734816402186	-1.05505041111387	5.914135847717715e-11	6.428408530127953e-09	ENSMUSG00000064945
ENSMUSG00000019894	158	-0.0817414155229926	-0.1337678104321954	1.0234768588190946e-10	1.0661217279365568e-08	ENSMUSG00000019894
ENSMUSG00000119838	175	-0.2978242883924379	-0.6462558936480852	1.2310830133088754e-10	1.2310830133088755e-08	ENSMUSG00000119838
ENSMUSG00000118790	83	-0.8315631508827205	-1.2330112640802506	4.5462622555447746e-10	4.371406014946899e-08	ENSMUSG00000118790
ENSMUSG00000065778	81	-0.7543924927711495	-1.1616105617692123	4.726165014901085e-10	4.376078717501004e-08	ENSMUSG00000065778
ENSMUSG00000033763	88	-0.6154876030981533	-1.0113539257644115	1.4327505848399367e-09	1.2792415936070866e-07	ENSMUSG00000033763
ENSMUSG00000091694	228	-0.0145626224344602	-0.0343605162957502	1.6249832590631284e-09	1.3926160224997377e-07	ENSMUSG00000091694
ENSMUSG00000064655	81	-0.760970520973205	-1.2291935004007752	1.671139226999685e-09	1.3926160224997377e-07	ENSMUSG00000064655
ENSMUSG00000110386	442	0.1412160538136966	0.2463704526035027	3.825188499284593e-09	3.0848294349069296e-07	ENSMUSG00000110386
ENSMUSG00000031253	151	0.1182491257786734	0.1585183116307791	5.8607723119052935e-09	4.543456267779401e-07	ENSMUSG00000031253
ENSMUSG00000048373	201	0.147902840375899	0.2979113838080483	5.997362273468809e-09	4.543456267779401e-07	ENSMUSG00000048373
ENSMUSG00000099927	336	-0.3611120680347078	-0.6174570098131509	8.104379278783824e-09	5.959102410870459e-07	ENSMUSG00000099927
ENSMUSG00000009281	133	0.2405994081869722	0.536100212165771	8.560771314058968e-09	6.114836652899263e-07	ENSMUSG00000009281
ENSMUSG00000025479	213	0.1412960231304181	0.258387951006088	1.1159990376263806e-08	7.749993316849865e-07	ENSMUSG00000025479
ENSMUSG00000064841	88	-0.729145639762282	-1.0810259686351054	2.16212270309768e-08	1.460893718309243e-06	ENSMUSG00000064841
ENSMUSG00000038508	83	-0.0151818238198755	-0.0344516409466503	2.5921993440647384e-08	1.705394305305749e-06	ENSMUSG00000038508
ENSMUSG00000048126	80	-0.6524376943707463	-0.8517638490951437	2.8240060512274567e-08	1.8102602892483696e-06	ENSMUSG00000048126
ENSMUSG00000019768	212	-0.0458165585994721	-0.0890869211140204	3.132716441811567e-08	1.957947776132229e-06	ENSMUSG00000019768
ENSMUSG00000023046	123	-0.1041060351184576	-0.2093324551902981	3.4768908974136536e-08	2.120055425252228e-06	ENSMUSG00000023046
ENSMUSG00000112441	93	-0.452982597425579	-0.7165430153733193	4.078322834999426e-08	2.427573116071087e-06	ENSMUSG00000112441
ENSMUSG00000064427	83	-0.7797455370426185	-1.2621587177436384	4.702960543223612e-08	2.7342793855951227e-06	ENSMUSG00000064427
ENSMUSG00000064451	93	-0.430555417388676	-0.6784697000365084	6.352781800611497e-08	3.5446910838664457e-06	ENSMUSG00000064451
ENSMUSG00000077714	89	-0.6665407180786119	-1.011323948883604	6.380443950959602e-08	3.5446910838664457e-06	ENSMUSG00000077714
ENSMUSG00000119668	126	-0.4376790184527624	-0.975226125938774	8.684484886778422e-08	4.719828742814359e-06	ENSMUSG00000119668
ENSMUSG00000021702	151	-0.1324792608618741	-0.2890116521138288	1.095554891250572e-07	5.827419634311552e-06	ENSMUSG00000021702
ENSMUSG00002076696	85	-0.6704429864883411	-1.133853495825652	1.4751486443476125e-07	7.683065855977148e-06	ENSMUSG00002076696
ENSMUSG00000064901	83	-0.7515318483114231	-1.0157334929529351	1.5176674550421154e-07	7.743201301235282e-06	ENSMUSG00000064901
ENSMUSG00000009633	130	-0.0734519202262164	-0.1103640888658191	1.916458411965749e-07	9.582292059828744e-06	ENSMUSG00000009633
ENSMUSG00000026574	115	0.2278082370758065	0.3581432604358113	1.968845546596043e-07	9.651203659784523e-06	ENSMUSG00000026574
ENSMUSG00000056025	82	0.1779771089553826	0.2946381615937427	2.649464824200365e-07	1.2737811654809449e-05	ENSMUSG00000056025
ENSMUSG00000038415	279	-0.123381930589675	-0.1835292451022172	3.081936044146971e-07	1.4537434170504582e-05	ENSMUSG00000038415
ENSMUSG00000065176	89	-0.7005546092987053	-0.9082615488969148	3.6669752356832674e-07	1.697673720223735e-05	ENSMUSG00000065176
ENSMUSG00000034591	82	0.3921997472643851	0.5885381034696215	4.306107177498575e-07	1.9258313198124354e-05	ENSMUSG00000034591
ENSMUSG00000119577	104	-0.4738107152283188	-0.7474097073995436	4.313862156379855e-07	1.9258313198124354e-05	ENSMUSG00000119577
ENSMUSG00000036602	86	-0.1912716520950204	-0.4059924917059931	6.637635531214769e-07	2.911243654041565e-05	ENSMUSG00000036602
ENSMUSG00000027698	87	0.643296570796518	1.0401221207197304	6.801199513573053e-07	2.924468170924068e-05	ENSMUSG00000027698
ENSMUSG00000087819	85	-0.8385776758193971	-1.2153588386457213	6.9017448833808e-07	2.924468170924068e-05	ENSMUSG00000087819
ENSMUSG00000065701	103	-0.6784105982631443	-1.110507941244567	7.271444950607275e-07	3.029768729419698e-05	ENSMUSG00000065701
ENSMUSG00000118859	84	-0.6892733413726086	-1.10048469909148	7.717170001919627e-07	3.162774590950667e-05	ENSMUSG00000118859
ENSMUSG00000044816	121	-0.0084293730556964	-0.0117234434007822	7.957530937519053e-07	3.165742201892396e-05	ENSMUSG00000044816
ENSMUSG00000016763	122	-0.0745144864544281	-0.1140497398952711	7.977670348768839e-07	3.165742201892396e-05	ENSMUSG00000016763
ENSMUSG00000019929	138	0.2547981398180117	0.5097464177695855	9.692868795374563e-07	3.7862768731931895e-05	ENSMUSG00000019929
ENSMUSG00000046352	106	0.2919197313487529	0.4898898994921096	9.864365595468882e-07	3.793986767488032e-05	ENSMUSG00000046352
ENSMUSG00000115423	176	0.1107443552464242	0.1983610080478647	1.0057740942315263e-06	3.8097503569376e-05	ENSMUSG00000115423
ENSMUSG00000090101	83	-0.6599937468767164	-0.8964615393457733	1.3950141207752509e-06	5.205276570056906e-05	ENSMUSG00000090101
ENSMUSG00000027487	341	0.3824996538460238	0.5912122221188851	1.6955401315188467e-06	6.233603424701643e-05	ENSMUSG00000027487
ENSMUSG00002074955	87	-0.7269721508026142	-0.9958551531642268	1.8360337286082995e-06	6.652296118146013e-05	ENSMUSG00002074955
ENSMUSG00000024011	150	0.017979896813631	0.0258046402562109	2.362074214334875e-06	8.435979336910268e-05	ENSMUSG00000024011
ENSMUSG00000064513	81	-0.6796447753906254	-1.123048025182101	3.989946797178234e-06	0.0001392483220975	ENSMUSG00000064513
ENSMUSG00000061100	234	0.1541407078504561	0.2286291734789893	4.010351676408952e-06	0.0001392483220975	ENSMUSG00000061100
ENSMUSG00000092746	257	-0.2917455077171331	-0.4569176494320739	4.078728063960924e-06	0.0001396824679438	ENSMUSG00000092746
ENSMUSG00000029641	118	0.1958584271371368	0.2561419261882047	4.315137123844792e-06	0.0001457816595893	ENSMUSG00000029641
ENSMUSG00000027339	106	0.0294517276808616	0.0505495813071403	4.962879927794539e-06	0.0001654293309264	ENSMUSG00000027339
ENSMUSG00000074521	293	0.2888642370700823	0.5586370353053907	6.432158977554003e-06	0.0002115841768932	ENSMUSG00000074521
ENSMUSG00000077222	106	-0.4384556158911422	-0.6634199475357954	7.017152470534249e-06	0.0002278296256666	ENSMUSG00000077222
ENSMUSG00000028339	94	-0.4702714969404039	-0.8259292710900112	7.561291362145894e-06	0.00024234908212	ENSMUSG00000028339
ENSMUSG00000096852	285	0.3132345631718617	0.5261739693101357	8.327731293555907e-06	0.0002635358004289	ENSMUSG00000096852
ENSMUSG00000079480	110	0.6539061127230532	1.0022287638978564	9.317720879198356e-06	0.0002911787774749	ENSMUSG00000079480
ENSMUSG00000026712	129	0.0949370683170848	0.2354202772329827	1.2303223659859697e-05	0.0003797291253043	ENSMUSG00000026712
ENSMUSG00000020423	188	0.0964655694551763	0.1900484410427411	1.29476430030806e-05	0.0003911639542004	ENSMUSG00000020423
ENSMUSG00000077254	85	-0.6677112728357313	-1.1108519790624662	1.305399462248058e-05	0.0003911639542004	ENSMUSG00000077254
ENSMUSG00000045871	102	0.2437114614993331	0.3805045643980268	1.3143108861135566e-05	0.0003911639542004	ENSMUSG00000045871
ENSMUSG00000024313	81	0.7034239679574947	1.113644702823657	1.5563858027811683e-05	0.0004577605302297	ENSMUSG00000024313
ENSMUSG00000030283	89	0.3473261374980201	0.4988715340120213	1.65439067016937e-05	0.000480927520398	ENSMUSG00000030283
ENSMUSG00000032332	150	0.0543330982327468	0.0852340434240886	2.103846138756804e-05	0.0005989098019478	ENSMUSG00000032332
ENSMUSG00000120777	430	-0.1681667711585772	-0.261645169949834	2.108162502856281e-05	0.0005989098019478	ENSMUSG00000120777
ENSMUSG00000028712	103	0.1025232389569278	0.1935861128083223	2.214058186578161e-05	0.0006219264569039	ENSMUSG00000028712
ENSMUSG00000058443	91	0.4631325244903548	1.0013350303867232	2.3976878085862907e-05	0.0006660243912739	ENSMUSG00000058443
ENSMUSG00000027397	138	0.1702949419617645	0.3932004190715595	2.4435767632446925e-05	0.0006713122975946	ENSMUSG00000027397
ENSMUSG00000001870	90	-0.1443117177579557	-0.2711978008614983	2.69693785018843e-05	0.0007328635462468	ENSMUSG00000001870
ENSMUSG00000107383	141	-0.0610945180058486	-0.1059304940041493	2.8003046150582023e-05	0.0007527700578113	ENSMUSG00000107383
ENSMUSG00000065226	93	-0.6374943494796756	-1.08407045746214	3.101724899812197e-05	0.0008249268350564	ENSMUSG00000065226
ENSMUSG00000028989	216	0.061689773201942	0.1193109125259649	3.347001493514412e-05	0.0008807898667143	ENSMUSG00000028989
ENSMUSG00000032350	98	0.3178664142265914	0.4693756471000267	3.5419854560236885e-05	0.0009164213407546	ENSMUSG00000032350
ENSMUSG00000054555	173	-0.4260623607784493	-0.6500805970281532	3.555714802128129e-05	0.0009164213407546	ENSMUSG00000054555
ENSMUSG00000095545	289	-0.3994638741016387	-0.6754235246182962	4.432465608961156e-05	0.0011307310226941	ENSMUSG00000095545
ENSMUSG00000027896	81	0.4499204024672503	0.8526063715813129	4.80412187989776e-05	0.0012131620908832	ENSMUSG00000027896
ENSMUSG00000031445	125	-0.1867819158826026	-0.3347032241730365	4.954432868020664e-05	0.0012386082170051	ENSMUSG00000031445
ENSMUSG00000111497	146	-0.2512141402810798	-0.4200980259691321	5.0473749010238045e-05	0.0012493502230256	ENSMUSG00000111497
ENSMUSG00000051669	81	-0.7083294004201884	-1.0111531364437625	5.741919024471187e-05	0.0014073330942331	ENSMUSG00000051669
ENSMUSG00000000120	143	-0.0789337366819392	-0.1271997830743258	6.509746497773694e-05	0.0015730175251062	ENSMUSG00000000120
