condition	n_genes	dim	num_seeds	mean_std_norm	median_std_norm	edge_weight_mean	edge_weight_99pct	edges_dropped
Pred_OLD_ISS_T_FLT	2500	128	10	2.6576484476566313	2.6664040088653564	0.4946361184120178	0.9800957131385803	0
Pred_OLD_ISS_T_GC	2500	128	10	2.686642231845856	2.6854032278060913	0.4188971221446991	0.9441035461425782	0
Pred_OLD_LAR_FLT	2500	128	10	2.6902968576431276	2.692448139190674	0.42795005440711975	0.9604013437032701	0
Pred_OLD_LAR_GC	2500	128	10	2.6836480896949766	2.6830756664276123	0.42808812856674194	0.9634681427478792	0
Pred_YNG_ISS_T_FLT	2500	128	10	2.650237753391266	2.653824210166931	0.4805566668510437	0.9679848051071169	0
Pred_YNG_ISS_T_GC	2500	128	10	2.672237853097916	2.6772996187210083	0.44481161236763	0.9426672220230105	0
Pred_YNG_LAR_FLT	2500	128	10	2.684127200984955	2.681687116622925	0.42502763867378235	0.9569163405895236	0
Pred_YNG_LAR_GC	2500	128	10	2.6733371428489683	2.681885600090027	0.453959196805954	0.9628014266490937	0
