gene	rewiring_mean	rewiring_std	rank_std	high_rewiring	logFC	FDR	low_DE	q_BH	supported
ENSMUSG00000053617	0.4450676433732347	0.0468419639665319	18.5324040534411	True			True		
ENSMUSG00000071669	0.4275037478112837	0.0395052380062616	39.0691694306393	True			True		
ENSMUSG00000042766	0.417259943220082	0.028516919444903	29.59662142880501	True			True		
ENSMUSG00000033985	0.4101790623839433	0.0376069986910422	51.18603325126885	True			True		
ENSMUSG00000044645	0.4071534996751806	0.0613726206524284	93.29314015510464	True			True		
ENSMUSG00000022661	0.4070639803585004	0.0702622058812124	193.78431309061116	True			True		
ENSMUSG00000106110	0.4069209977556284	0.0369021041233924	44.19287272852942	True			True		
ENSMUSG00000059824	0.4049166228531635	0.044477800393092	53.58171329847526	True			True		
ENSMUSG00000062933	0.4016514386867055	0.0444647797034415	64.54060737241322	True			True		
ENSMUSG00000035885	0.4012442033710829	0.0516830389133702	150.16857194499786	True			True		
ENSMUSG00000046229	0.3970269446596642	0.0391301701143463	128.8883237535503	True			True		
ENSMUSG00000002250	0.3952378938855181	0.0598960979893268	81.81100170514965	True			True		
ENSMUSG00000062456	0.3929348085758239	0.0361557891249713	37.4827960536564	True			True		
ENSMUSG00000032080	0.390643801798645	0.0371091483724092	59.83343546880791	True			True		
ENSMUSG00000041120	0.3904795300835446	0.046080326891564	134.04435832962162	True			True		
ENSMUSG00000047907	0.3891892732918137	0.0238740347034545	41.41026442803764	True			True		
ENSMUSG00000043822	0.3888362259814746	0.0509884216154114	170.94455241393334	True			True		
ENSMUSG00000084803	0.3886135297913448	0.0613604700991545	160.88197537325306	True			True		
ENSMUSG00000075232	0.3880297600426136	0.0306685001831617	55.86134620647805	True			True		
ENSMUSG00000040904	0.3879737548078501	0.0290967172779261	47.27377708624519	True			True		
ENSMUSG00000032528	0.3865036901949963	0.053812696797358	86.09581871380281	True			True		
ENSMUSG00000029478	0.3854587164864908	0.024851088899179	43.9868162066772	True			True		
ENSMUSG00000028327	0.3840886700298611	0.0372352146071935	56.69259210866972	True			True		
ENSMUSG00000001642	0.3839157599492395	0.0609097906523465	123.21318922907564	True			True		
ENSMUSG00000006724	0.3838320083117646	0.0542883523172101	130.60643169461449	True			True		
ENSMUSG00000023243	0.3830029527305519	0.0357632381168601	69.87996851745142	True			True		
ENSMUSG00000069763	0.3815769309781844	0.0462746492215429	101.89229607777028	True			True		
ENSMUSG00000115686	0.3812757740069485	0.037008480726168	79.23566116339283	True			True		
ENSMUSG00000026622	0.3802444286581355	0.0484208803731457	112.08340644359448	True			True		
ENSMUSG00000053964	0.3793391349459115	0.0486273685722897	146.6934218020699	True			True		
ENSMUSG00000001020	0.3781696364242958	0.032019597607386	66.54840343689698	True			True		
ENSMUSG00000067586	0.3769504085727621	0.0417238245204075	108.38726862505575	True			True		
ENSMUSG00000120254	0.3742399312257819	0.0452025802026716	112.67102555670644	True			True		
ENSMUSG00000061474	0.373909303001335	0.0368245494886349	87.20527506980297	True			True		
ENSMUSG00002076809	0.3739029230957971	0.0318754384443909	86.65887144430167	True			True		
ENSMUSG00000055805	0.3727349287361685	0.0457696715478427	140.2843184393751	True			True		
ENSMUSG00000091021	0.371431766111164	0.0185667900166521	38.31253058726348	True			True		
ENSMUSG00000108214	0.3712822710038136	0.0508318261723349	120.8155619115352	True			True		
ENSMUSG00000118671	0.3694317879299696	0.0522103334599534	175.60948152078805	True			True		
ENSMUSG00000052562	0.3692660648174584	0.0596059066874206	165.17554298382072	True			True		
ENSMUSG00000079262	0.3690210587628789	0.022815251775987	63.10538804254356	True			True		
ENSMUSG00000010607	0.3676978684525887	0.0376437929045608	160.68839410486373	True			True		
ENSMUSG00000069305	0.3672750091979587	0.0602218358036994	149.50280933815256	True			True		
ENSMUSG00000031775	0.366264363095044	0.0454727262073315	114.79790938862956	True			True		
ENSMUSG00000088948	0.3659851033148734	0.0401431826433591	85.71674282192483	True			True		
ENSMUSG00000041644	0.3655202554103972	0.0411564007684341	127.8906173259008	True			True		
ENSMUSG00000013415	0.3646176902591754	0.0335783960318325	89.20448419221984	True			True		
ENSMUSG00000062006	0.3644704227641096	0.0443346643819456	95.4423386134267	True			True		
ENSMUSG00000098557	0.3636738331071646	0.0202515620787575	58.705706707269954	True			True		
ENSMUSG00000018900	0.3635790207566721	0.0358602045965246	133.90687062283249	True			True		
ENSMUSG00000109429	0.362843712613566	0.0409390615389295	155.76857834621205	True			True		
ENSMUSG00000028339	0.3621881203494458	0.0244544089927892	75.27184068428247	True			True		
ENSMUSG00000065947	0.3620569879863346	0.0434722209273275	109.19963369901932	True			True		
ENSMUSG00000068037	0.3619441280117307	0.0510704787986789	160.00424994355618	True			True		
ENSMUSG00000025317	0.3619352233433317	0.0391788342392404	172.7299626584803	True			True		
ENSMUSG00000070348	0.360851177157124	0.0405359780847542	162.60581170425613	True			True		
ENSMUSG00000090124	0.3608140149535298	0.0295808946047309	91.82461543616722	True			True		
ENSMUSG00000064966	0.360781026058409	0.030319983636056	86.47219206195712	True			True		
ENSMUSG00000022878	0.3604065314974489	0.0433929267009015	156.2498319999097	True			True		
ENSMUSG00000117102	0.3602507861252972	0.0317174300930134	135.65061739630968	True			True		
ENSMUSG00000024160	0.3600140269487979	0.041057731854482	278.4073274897771	True			True		
ENSMUSG00000052407	0.3595000169035007	0.0400041877411146	119.79382287914514	True			True		
ENSMUSG00000120875	0.3593518936200063	0.0442452955408572	132.95371375031235	True			True		
ENSMUSG00000078875	0.3593001233659174	0.0522232032503762	178.60974217550398	True			True		
ENSMUSG00000045374	0.3592694803503074	0.0301308408128816	88.07048313708742	True			True		
ENSMUSG00000040473	0.3587800954671326	0.0373103630541063	103.65056680983469	True			True		
ENSMUSG00000028970	0.3586486513121051	0.0414096862593406	141.8469597841279	True			True		
ENSMUSG00000035186	0.3581388702348052	0.0414637509421563	135.4488833471875	True			True		
ENSMUSG00000075520	0.3576544335758111	0.0302167888961471	112.48204301131804	True			True		
ENSMUSG00000024529	0.357562340786242	0.0291280247669824	133.23362938837928	True			True		
ENSMUSG00000022419	0.3565150982426596	0.056561277328731	183.79469524444931	True			True		
ENSMUSG00000031380	0.3562170952827928	0.0378663517881047	94.62161486679456	True			True		
ENSMUSG00000106547	0.3557602283143659	0.0348979453328485	134.9214956928658	True			True		
ENSMUSG00000040350	0.3555500220936915	0.044545079646255	145.74429662940503	True			True		
ENSMUSG00000039115	0.3555012742325449	0.0442738433385658	165.9199807135958	True			True		
ENSMUSG00000058351	0.3544955739119212	0.0364234599030737	148.56527185045636	True			True		
ENSMUSG00000025362	0.354255324399129	0.0381992754794465	134.66566006224454	True			True		
ENSMUSG00000019894	0.3542490186797165	0.027799608979961	101.08194695394424	True			True		
ENSMUSG00000006649	0.3537149088189806	0.0440011297263935	250.09936025507943	True			True		
ENSMUSG00000108290	0.3536731784641198	0.0359350323829519	109.04696236026018	True			True		
ENSMUSG00000073802	0.3536164370951378	0.041840757214518	132.2136528502257	True			True		
ENSMUSG00000033880	0.3535709457469872	0.0404390196660003	166.66028321108783	True			True		
ENSMUSG00000027559	0.3533484980867442	0.0377592561399469	118.55142344147538	True			True		
ENSMUSG00000018486	0.3533474328535115	0.050157891897168	179.62961893852582	True			True		
ENSMUSG00000020681	0.3531178468754036	0.0294324012350935	106.80753718722288	True			True		
ENSMUSG00000071005	0.3530129216011711	0.0445045854780792	184.5756213588349	True			True		
ENSMUSG00000062115	0.3521008634795557	0.0257036113576841	105.73438418981785	True			True		
ENSMUSG00000009633	0.3520174081066681	0.0429649429866743	189.04644931867932	True			True		
ENSMUSG00000031700	0.3518676279522067	0.0381125987646958	158.67907864617817	True			True		
ENSMUSG00000025197	0.3518315431397769	0.0316409569426869	101.791404352234	True			True		
ENSMUSG00000018334	0.3508207093193348	0.0417365078766508	154.09166103329537	True			True		
ENSMUSG00000004891	0.3507609839830901	0.0499898668587126	176.32268713923344	True			True		
ENSMUSG00000117924	0.3502718994461485	0.0471765574310793	185.2221369059325	True			True		
ENSMUSG00000007783	0.3502505893477615	0.0279086542303365	100.89618426878194	True			True		
ENSMUSG00000034450	0.3501030058135641	0.0327561809652734	157.29221214033453	True			True		
ENSMUSG00000121353	0.3497034264691877	0.0386118858097302	203.72582065118797	True			True		
ENSMUSG00000028150	0.3495034814524832	0.0318020552121054	97.9214481102072	True			True		
ENSMUSG00000024087	0.349117781701467	0.0252575433326518	98.68231857835526	True			True		
ENSMUSG00000105096	0.3490128242154514	0.0244296153594066	97.10921686431212	True			True		
ENSMUSG00000031445	0.3489160095350597	0.0435166414754843	171.09848041405863	True			True		
ENSMUSG00000015405	0.34779804253668	0.0398150278386214	146.8611589222964	True			True		
ENSMUSG00000085683	0.3477233657890099	0.0270736122744917	140.41794757081448	True			True		
ENSMUSG00000053852	0.347581702760909	0.0486126484429546	200.89900447737415	True			True		
ENSMUSG00000019768	0.3454655936462988	0.040722154662891	164.00414628904966	True			True		
ENSMUSG00000038267	0.3454615449593984	0.0431112108267884	286.6062804615419	True			True		
ENSMUSG00000079495	0.3451651694354677	0.0373149263636744	153.00356205003857	True			True		
ENSMUSG00000104293	0.3451020514400401	0.0427890054936071	179.91022761366293	True			True		
ENSMUSG00000065686	0.3450643403728022	0.0397525351647153	152.96669572165047	True			True		
ENSMUSG00000025375	0.3447911589853235	0.039975854890476	195.9077333848769	True			True		
ENSMUSG00000036564	0.344676130939942	0.0469944119316999	192.4515783255622	True			True		
ENSMUSG00000032744	0.3446694762822785	0.0382888738794758	159.64776854062194	True			True		
ENSMUSG00000021750	0.344191553088479	0.032393827534318	135.26270735128733	True			True		
ENSMUSG00000090101	0.3439084549754924	0.0358919917092806	154.71134412188397	True			True		
ENSMUSG00000100850	0.3432679458497216	0.0327667858634567	124.40582783776652	True			True		
ENSMUSG00000068263	0.34310996289659	0.0466074182784398	203.54468796802337	True			True		
ENSMUSG00000020377	0.3430246971384472	0.0308252630543941	113.6484051801872	True			True		
ENSMUSG00000032578	0.3428915356782557	0.0358027366862113	158.9344518976298	True			True		
ENSMUSG00000047246	0.3428042850223417	0.025864834610243	102.8459527643164	True			True		
