gene	n_edges	median_beta	median_t	p_stouffer	q_BH
ENSMUSG00000073640	343	-0.35821900544687935	-0.3700901771688524	0.0	0.0
ENSMUSG00000007097	93	-1.1349061261862559	-1.1244443142107565	3.3306690738754696e-16	4.163336342344337e-13
ENSMUSG00000084803	349	0.20294808633625705	0.17181137243405356	9.992007221626409e-16	8.326672684688674e-13
ENSMUSG00000044645	303	-0.3360906420275576	-0.2551794716396061	1.199040866595169e-14	7.494005416219807e-12
ENSMUSG00002075625	266	-0.15691033555194767	-0.14819105126593984	3.693267913718046e-12	1.8466339568590229e-09
ENSMUSG00000031380	197	0.02816342264413633	0.020571810434770986	4.62552218749579e-12	1.927300911456579e-09
ENSMUSG00000029108	236	-0.014170314907097315	-0.013801513023691621	5.8298921246091595e-12	2.0269202982703405e-09
ENSMUSG00000066632	305	-0.17648122701793847	-0.1678584104362302	6.4861449544650895e-12	2.0269202982703405e-09
ENSMUSG00000100426	132	-0.07301072869449861	-0.06766616067533902	1.534539162406645e-11	4.179545598503864e-09
ENSMUSG00000068893	84	1.6645624112337787	1.3432373748363535	1.6718182394015457e-11	4.179545598503864e-09
ENSMUSG00000040584	217	0.0051237788051380646	0.0035394071737953085	2.4763968653473967e-11	5.628174693971356e-09
ENSMUSG00000034205	183	0.3626148114912197	0.3959700237637163	2.838473900368399e-11	5.913487292434165e-09
ENSMUSG00000033569	126	-0.2728742727078505	-0.2565426730938304	4.5296211226286687e-11	8.710809851208978e-09
ENSMUSG00000094932	385	0.3880028560757649	0.2963125279432899	7.994194195504178e-11	1.3877935837551073e-08
ENSMUSG00000092746	208	0.25122316405176986	0.17654691142693785	8.326761502530644e-11	1.3877935837551073e-08
ENSMUSG00000034739	171	0.2381772123277142	0.28427441201359394	1.6024803706216062e-10	2.4405200083066347e-08
ENSMUSG00000032554	160	0.09070443101227414	0.05432631066746277	1.6595536056485116e-10	2.4405200083066347e-08
ENSMUSG00000036278	144	0.012411714025072735	0.021271197943885517	1.9877521850730773e-10	2.7607669237126075e-08
ENSMUSG00000100210	86	-1.4890550373122122	-1.1509372952376866	2.815788713306233e-10	3.618737254296178e-08
ENSMUSG00000078875	425	-0.6666150124743593	-0.5398400691283967	2.8949898034369426e-10	3.618737254296178e-08
ENSMUSG00000005413	281	0.053026600182056294	0.05740079673631057	3.4263869519435275e-10	4.0455353713462407e-08
ENSMUSG00000120777	446	-0.04802735362900354	-0.04165571092701165	3.560071126784692e-10	4.0455353713462407e-08
ENSMUSG00000071005	200	-0.05003896593116293	-0.05091822097087556	1.1633931817911503e-08	1.2645578062947285e-06
ENSMUSG00000026620	241	0.29917447790503476	0.3247944265352697	4.33685161116415e-08	4.517553761629323e-06
ENSMUSG00000069273	86	-1.0361273247748672	-1.0466051194522308	6.974610955445826e-08	6.974610955445826e-06
ENSMUSG00000028553	182	-0.18582505881786093	-0.12807564956359566	8.633948933578495e-08	8.301873974594707e-06
ENSMUSG00000068037	201	0.0934681555838299	0.10064331743473517	1.5290373400755897e-07	1.4114588061549584e-05
ENSMUSG00000048583	150	0.05550198610871965	0.051536965254735626	1.5885343107591154e-07	1.4114588061549584e-05
ENSMUSG00000027487	437	-0.05691725090145858	-0.04193042923251172	1.6372922151397518e-07	1.4114588061549584e-05
ENSMUSG00000040943	86	-0.75901216925122	-0.6147026853618875	2.353474852778703e-07	1.9612290439822527e-05
ENSMUSG00000040441	234	-0.051228313706812974	-0.05270774692857132	2.509233396619237e-07	2.0235753198542234e-05
ENSMUSG00000059213	140	-0.18440698035992714	-0.20671405460374304	3.3283125266958535e-07	2.6002441614811356e-05
ENSMUSG00000006200	168	-0.48195087050553514	-0.4006850760193562	4.7321316831716587e-07	3.5849482448270144e-05
ENSMUSG00000022435	81	1.0520258486270893	0.8754599287292825	4.994397944102502e-07	3.613864326837809e-05
ENSMUSG00000070661	118	-0.03257002178670528	-0.022541416641319298	5.059410057572933e-07	3.613864326837809e-05
ENSMUSG00000074445	85	1.44134168811142	1.0919502280498683	9.047156014352353e-07	6.282747232189134e-05
ENSMUSG00000073530	159	-0.17156535051763014	-0.14023180144788872	9.600978363444312e-07	6.318415611623373e-05
ENSMUSG00000069008	283	0.08486588876694094	0.06239459073071476	9.603991729667527e-07	6.318415611623373e-05
ENSMUSG00000065701	124	-0.5546987168490896	-0.4005522408389962	1.6363887999082394e-06	0.00010489671794283586
ENSMUSG00000087881	93	-1.1574716687202447	-1.0515046567632949	1.6817769227239765e-06	0.00010511105767024853
ENSMUSG00000038968	177	0.0934681555838299	0.09362238149174229	1.994026623930445e-06	0.00012158698926405152
ENSMUSG00000118653	257	0.144717387109994	0.10155532315146844	2.1269058497752624e-06	0.00012660153867709894
ENSMUSG00000010760	97	-0.23644913313910731	-0.17244507182564786	2.65223005047055e-06	0.00015419942153898546
ENSMUSG00000039579	215	-0.28299099206924416	-0.2792114368844748	2.9442555183889496e-06	0.00016458139359379033
ENSMUSG00000021207	121	0.18433485710993322	0.13127430353337882	2.962465084688226e-06	0.00016458139359379033
ENSMUSG00000095041	93	-0.5538595811463928	-0.47899090377976217	3.06694372342875e-06	0.0001666817240993886
ENSMUSG00000112188	84	-0.29047863353043835	-0.24022942921339963	3.1539612068698375e-06	0.00016776389398243815
ENSMUSG00000015962	127	0.737682484835388	0.6879751685959621	5.382233473238962e-06	0.0002803246600645293
ENSMUSG00000030096	113	-0.3810326591134065	-0.304565684848009	5.923156686349351e-06	0.0003022018717525179
ENSMUSG00000028970	100	-0.11589694864815223	-0.0830851727222883	8.096363659282346e-06	0.0004048181829641173
ENSMUSG00000048007	98	0.27393297888338214	0.256960050730632	8.643409383668477e-06	0.0004157166223121097
ENSMUSG00000013415	286	-0.016092660394496472	-0.01995031570255964	8.646905744091882e-06	0.0004157166223121097
ENSMUSG00000049539	97	0.2927388507872803	0.362999401862069	9.891131068973102e-06	0.00046656278627231615
ENSMUSG00000032401	172	0.5463895631954081	0.4375938790986396	1.0664302998009134e-05	0.0004921034871162678
ENSMUSG00000037563	188	-0.21829416323453232	-0.22355521919906107	1.0826276716557892e-05	0.0004921034871162678
ENSMUSG00000043496	145	0.22781523875892074	0.17437568363308129	1.2985919445318572e-05	0.0005797285466660077
ENSMUSG00000001943	118	0.7005638699512917	0.6342504347984447	1.462100562876767e-05	0.0006412721767003364
ENSMUSG00000039542	249	-0.018870181171222553	-0.019147135466951057	1.488617238709633e-05	0.0006416453615127729
ENSMUSG00000095079	257	-0.5994964973535367	-0.4538334105458328	1.5540086590770663e-05	0.0006584782453716383
ENSMUSG00000026043	147	0.024520785361527374	0.02164369284827209	1.5908711896606142e-05	0.0006603091308977972
ENSMUSG00000107722	145	-0.7490761514753078	-0.6369328110838068	1.6111542793906253e-05	0.0006603091308977972
ENSMUSG00000013611	84	1.206741071073334	0.9705205217646943	1.8660844183893133e-05	0.0007524533945118198
ENSMUSG00000026205	100	0.16144185811281178	0.09905277748441972	2.211891229586538e-05	0.0008701982656461257
ENSMUSG00000052572	167	0.053813273273407715	0.058266391521307616	2.227707560054082e-05	0.0008701982656461257
ENSMUSG00000106838	104	-0.8501644598320139	-0.7602965035152108	2.3420507221816322e-05	0.0008988917233660414
ENSMUSG00000058833	84	-1.2609221834689408	-0.9882287159829315	2.3730741496863494e-05	0.0008988917233660414
ENSMUSG00000106867	158	-0.4303599202074112	-0.3886630443626947	2.491670855664374e-05	0.00092972793121805
ENSMUSG00000038526	130	0.1368359390180549	0.1191670943329284	2.5808889323020168e-05	0.0009488562251110356
ENSMUSG00000010607	91	-1.3020945988595523	-1.0096712363833114	3.040242232599244e-05	0.0011015370407968276
ENSMUSG00000108884	83	-0.035816232021898105	-0.04305456082440365	3.3804229608414005e-05	0.0012072939145862144
ENSMUSG00000062456	97	0.7965465299785144	0.7092559904917977	3.542903674991216e-05	0.0012475012940109914
ENSMUSG00000114279	100	-0.3396578102372596	-0.3927046484863851	3.776399886068482e-05	0.0013112499604404453
ENSMUSG00000058351	84	-0.8772221371531517	-0.6908869624304042	4.2978628759904325e-05	0.001471870847941929
ENSMUSG00000114456	120	-0.48158130646334196	-0.42058200486185393	4.510618364550467e-05	0.0015238575555913741
ENSMUSG00000089960	154	0.11576306419447419	0.10317804613928272	4.779193494774958e-05	0.0015930644982583193
ENSMUSG00000006154	259	0.10527995526790407	0.10095080168465442	4.914421788371204e-05	0.0016165861145957907
ENSMUSG00000103146	94	-0.4949673512019238	-0.48939486785180675	5.027439713034543e-05	0.0016322856211151112
ENSMUSG00000021135	173	-0.23760206114966714	-0.23993689589784414	6.378285613384271e-05	0.0020443223119821384
ENSMUSG00000091021	189	0.32474857419729075	0.23435400343711288	7.292810518988446e-05	0.0023078514300596347
ENSMUSG00000110755	116	-0.34957403903827383	-0.33056283388358937	7.400910427135532e-05	0.0023127845084798537
ENSMUSG00000035561	132	-0.20050782659091237	-0.14360056645792166	7.56361922029658e-05	0.002334450376634747
ENSMUSG00000106069	144	-0.1655245768837615	-0.17688109032196192	8.426086941559774e-05	0.002568928945597492
ENSMUSG00000025144	100	0.8131527308374612	0.7178923289572171	8.752407631040793e-05	0.0026362673587472267
