gene	symbol	rewiring_abs_obs	p_perm	q_BH
ENSMUSG00000021750	ENSMUSG00000021750	49.58936460316181	0.0004997501249375	0.0283948934623597
ENSMUSG00000005640	ENSMUSG00000005640	84.95563726127148	0.0004997501249375	0.0283948934623597
ENSMUSG00000039236	ENSMUSG00000039236	106.41009763814507	0.0004997501249375	0.0283948934623597
ENSMUSG00000056313	ENSMUSG00000056313	47.33226125314832	0.0004997501249375	0.0283948934623597
ENSMUSG00000034855	ENSMUSG00000034855	91.25259698182344	0.0004997501249375	0.0283948934623597
ENSMUSG00000045725	ENSMUSG00000045725	80.55427637696266	0.0004997501249375	0.0283948934623597
ENSMUSG00000003617	ENSMUSG00000003617	98.00522112846376	0.0004997501249375	0.0283948934623597
ENSMUSG00000000326	ENSMUSG00000000326	118.18039764463902	0.0004997501249375	0.0283948934623597
ENSMUSG00000055430	ENSMUSG00000055430	61.23186903819442	0.0004997501249375	0.0283948934623597
ENSMUSG00000056328	ENSMUSG00000056328	159.83757035434246	0.0004997501249375	0.0283948934623597
ENSMUSG00000038224	ENSMUSG00000038224	183.2289309874177	0.0004997501249375	0.0283948934623597
ENSMUSG00000019768	ENSMUSG00000019768	116.7445235736668	0.0004997501249375	0.0283948934623597
ENSMUSG00000069917	ENSMUSG00000069917	61.30889931321144	0.0004997501249375	0.0283948934623597
ENSMUSG00000031958	ENSMUSG00000031958	86.313516497612	0.0004997501249375	0.0283948934623597
ENSMUSG00000031825	ENSMUSG00000031825	62.38339765742421	0.0004997501249375	0.0283948934623597
ENSMUSG00000038745	ENSMUSG00000038745	60.67306637763977	0.0004997501249375	0.0283948934623597
ENSMUSG00002075987	ENSMUSG00002075987	77.88489802181721	0.0004997501249375	0.0283948934623597
ENSMUSG00000025889	ENSMUSG00000025889	66.19637595117092	0.0004997501249375	0.0283948934623597
ENSMUSG00000033569	ENSMUSG00000033569	111.93643467128275	0.0004997501249375	0.0283948934623597
ENSMUSG00000089960	ENSMUSG00000089960	123.89191638678312	0.0004997501249375	0.0283948934623597
ENSMUSG00000069919	ENSMUSG00000069919	66.32860814034939	0.0004997501249375	0.0283948934623597
ENSMUSG00000063590	ENSMUSG00000063590	102.18268836289644	0.0004997501249375	0.0283948934623597
ENSMUSG00000079710	ENSMUSG00000079710	71.05271247774363	0.0004997501249375	0.0283948934623597
ENSMUSG00000109206	ENSMUSG00000109206	75.24503546953201	0.0004997501249375	0.0283948934623597
ENSMUSG00000028003	ENSMUSG00000028003	121.516023427248	0.0004997501249375	0.0283948934623597
ENSMUSG00000064354	ENSMUSG00000064354	55.32685896381736	0.0004997501249375	0.0283948934623597
ENSMUSG00000021620	ENSMUSG00000021620	62.65806985646486	0.0004997501249375	0.0283948934623597
ENSMUSG00000003949	ENSMUSG00000003949	80.19457618892193	0.0004997501249375	0.0283948934623597
ENSMUSG00000020798	ENSMUSG00000020798	94.9763592928648	0.0004997501249375	0.0283948934623597
ENSMUSG00000021884	ENSMUSG00000021884	89.16660365462303	0.0004997501249375	0.0283948934623597
ENSMUSG00000042185	ENSMUSG00000042185	82.12026453018188	0.0004997501249375	0.0283948934623597
ENSMUSG00000064225	ENSMUSG00000064225	65.36947236955166	0.0004997501249375	0.0283948934623597
ENSMUSG00000038843	ENSMUSG00000038843	51.5936093069613	0.0004997501249375	0.0283948934623597
ENSMUSG00000028970	ENSMUSG00000028970	70.16649743914604	0.0004997501249375	0.0283948934623597
ENSMUSG00000052562	ENSMUSG00000052562	124.1911879181862	0.0004997501249375	0.0283948934623597
ENSMUSG00000031383	ENSMUSG00000031383	87.16909897327423	0.0004997501249375	0.0283948934623597
ENSMUSG00000105449	ENSMUSG00000105449	54.06241372227669	0.0004997501249375	0.0283948934623597
ENSMUSG00000032946	ENSMUSG00000032946	54.704586289823055	0.0004997501249375	0.0283948934623597
ENSMUSG00000000682	ENSMUSG00000000682	60.26411908864975	0.0004997501249375	0.0283948934623597
ENSMUSG00000041734	ENSMUSG00000041734	58.99859408289194	0.0004997501249375	0.0283948934623597
ENSMUSG00000028681	ENSMUSG00000028681	50.50819896161556	0.0004997501249375	0.0283948934623597
ENSMUSG00000068877	ENSMUSG00000068877	128.7973384037614	0.0004997501249375	0.0283948934623597
ENSMUSG00000063730	ENSMUSG00000063730	116.61735811084507	0.0004997501249375	0.0283948934623597
ENSMUSG00000106099	ENSMUSG00000106099	55.592465214431286	0.0004997501249375	0.0283948934623597
