contrast	n_genes	n_seeds	mean_rewiring	median_rank_std	top_gene	top_rewiring
ISS_T_YNG_FLT_minus_GC	2500	10	0.23802094361620302	219.04676370371124	ENSMUSG00000038274	0.48901390767123176
ISS_T_OLD_FLT_minus_GC	2500	10	0.23864057883738524	205.19030052851653	ENSMUSG00000097730	0.4788764010543076
LAR_YNG_FLT_minus_GC	2500	10	0.21666442239931716	217.1678798994016	ENSMUSG00000022504	0.46443342241073565
LAR_OLD_FLT_minus_GC	2500	10	0.22280061004819499	203.99568540353226	ENSMUSG00000032010	0.44179866933195566
