gene	rewiring
ENSMUSG00000067288	0.5273949664552318
ENSMUSG00000097583	0.5176216206170334
ENSMUSG00000015568	0.5121475056654403
ENSMUSG00000028982	0.5020963122444412
ENSMUSG00000112366	0.4881132697464511
ENSMUSG00000070392	0.4738466899595286
ENSMUSG00000121129	0.47215944327035775
ENSMUSG00000026077	0.46817328135583614
ENSMUSG00000075702	0.46408129293475475
ENSMUSG00000064220	0.4632443844186467
ENSMUSG00000048376	0.46228043811511565
ENSMUSG00000038274	0.452745709969507
ENSMUSG00000073616	0.4520337123890469
ENSMUSG00000042487	0.4501545462926855
ENSMUSG00000059534	0.44855514658974094
ENSMUSG00000028527	0.4485442758998497
ENSMUSG00000114247	0.447414824069424
ENSMUSG00000119577	0.4452184531166564
ENSMUSG00000098318	0.44380929536820646
ENSMUSG00000025934	0.4419355560490654
ENSMUSG00000119648	0.4418392977435136
ENSMUSG00000028031	0.4416227555191521
ENSMUSG00000039062	0.4414773825782833
ENSMUSG00000031762	0.4384978989833026
ENSMUSG00000042766	0.43802969243736223
ENSMUSG00000027035	0.43610078035260424
ENSMUSG00000038393	0.4358546924953459
ENSMUSG00000102813	0.43501305139856605
ENSMUSG00000065701	0.4349457053328438
ENSMUSG00000028463	0.4345848528075237
ENSMUSG00000050621	0.43271420181262155
ENSMUSG00000070661	0.4320922165149743
ENSMUSG00000022372	0.4320351540756322
ENSMUSG00000019738	0.4314580653005309
ENSMUSG00000038884	0.43103609231098483
ENSMUSG00000052698	0.43089069989057927
ENSMUSG00000025823	0.4297526524345747
ENSMUSG00000022840	0.42880146355780735
ENSMUSG00000098934	0.42788724864629657
ENSMUSG00000064945	0.4262294941543584
ENSMUSG00000071005	0.4260665764561202
ENSMUSG00000019894	0.4210614589182904
ENSMUSG00000032115	0.420853593520197
ENSMUSG00000070348	0.4201485868259497
ENSMUSG00000020904	0.41920107766959713
ENSMUSG00000061474	0.41905618867832695
ENSMUSG00000037152	0.41861047544557284
ENSMUSG00000118815	0.414927845146846
ENSMUSG00000119892	0.4143280944537575
ENSMUSG00000038241	0.4140942559754158
ENSMUSG00000049152	0.4138959541545132
ENSMUSG00000084786	0.4137438176995941
