rank	gene	degree
1703	ENSMUSG00000024136	88
1704	ENSMUSG00000021490	88
1705	ENSMUSG00000059498	88
1706	ENSMUSG00000030064	88
1707	ENSMUSG00000025317	88
1708	ENSMUSG00000002204	88
1709	ENSMUSG00000021775	88
1710	ENSMUSG00000010044	88
1711	ENSMUSG00000020599	88
1712	ENSMUSG00000060044	88
1713	ENSMUSG00000037347	88
1714	ENSMUSG00000005107	88
1715	ENSMUSG00000028833	88
1716	ENSMUSG00000040661	88
1717	ENSMUSG00000067629	88
1718	ENSMUSG00000033863	88
1719	ENSMUSG00000025384	88
1720	ENSMUSG00000039710	87
1721	ENSMUSG00000025204	87
1722	ENSMUSG00000031016	87
1723	ENSMUSG00000029231	87
1724	ENSMUSG00000044279	87
1725	ENSMUSG00000031958	87
1726	ENSMUSG00000021967	87
1727	ENSMUSG00000020532	87
1728	ENSMUSG00000024485	87
1729	ENSMUSG00000061286	87
1730	ENSMUSG00000049775	87
1731	ENSMUSG00000068686	87
1732	ENSMUSG00000026365	87
1733	ENSMUSG00000003345	87
1734	ENSMUSG00000036777	87
1735	ENSMUSG00000062997	87
1736	ENSMUSG00000114279	87
1737	ENSMUSG00000030337	87
1738	ENSMUSG00000037266	87
1739	ENSMUSG00000032898	87
1740	ENSMUSG00000050708	87
1741	ENSMUSG00000017969	87
1742	ENSMUSG00000032175	87
1743	ENSMUSG00000036110	87
1744	ENSMUSG00000020474	87
1745	ENSMUSG00000042487	87
1746	ENSMUSG00000090137	87
1747	ENSMUSG00000021214	87
1748	ENSMUSG00000069310	87
1749	ENSMUSG00000027246	87
1750	ENSMUSG00000026568	87
1751	ENSMUSG00000027326	87
1752	ENSMUSG00000039982	87
1753	ENSMUSG00000027952	87
1754	ENSMUSG00000032902	87
1755	ENSMUSG00000031549	87
1756	ENSMUSG00000046727	87
1757	ENSMUSG00000004460	87
1758	ENSMUSG00000024818	87
1759	ENSMUSG00000034932	87
1760	ENSMUSG00000040690	87
1761	ENSMUSG00000040966	87
1762	ENSMUSG00000022371	87
1763	ENSMUSG00000039646	87
1764	ENSMUSG00000027551	87
1765	ENSMUSG00000023004	87
1766	ENSMUSG00000028108	87
1767	ENSMUSG00000031283	87
1768	ENSMUSG00000034981	87
1769	ENSMUSG00000028760	87
1770	ENSMUSG00000034201	87
1771	ENSMUSG00000042961	87
1772	ENSMUSG00000027715	87
1773	ENSMUSG00000061787	87
1774	ENSMUSG00000050097	87
1775	ENSMUSG00000032518	87
1776	ENSMUSG00000003623	87
1777	ENSMUSG00000019767	87
1778	ENSMUSG00000025868	87
1779	ENSMUSG00000056755	87
1780	ENSMUSG00000020048	87
1781	ENSMUSG00000037894	87
1782	ENSMUSG00000028364	87
1783	ENSMUSG00000036887	87
1784	ENSMUSG00000034156	87
1785	ENSMUSG00000078922	87
1786	ENSMUSG00000036570	87
1787	ENSMUSG00000022094	87
1788	ENSMUSG00000055430	87
1789	ENSMUSG00000008668	87
1790	ENSMUSG00000024677	87
1791	ENSMUSG00000007097	87
1792	ENSMUSG00000025867	87
1793	ENSMUSG00000034731	87
1794	ENSMUSG00000062006	87
1795	ENSMUSG00000090553	87
1796	ENSMUSG00000039001	87
1797	ENSMUSG00000052040	87
1798	ENSMUSG00000038508	86
1799	ENSMUSG00000003526	86
1800	ENSMUSG00000030410	86
1801	ENSMUSG00000054385	86
1802	ENSMUSG00000002997	86
1803	ENSMUSG00000036905	86
1804	ENSMUSG00000064262	86
1805	ENSMUSG00000027559	86
1806	ENSMUSG00000039364	86
1807	ENSMUSG00000008035	86
1808	ENSMUSG00000048911	86
1809	ENSMUSG00000051319	86
1810	ENSMUSG00000061780	86
1811	ENSMUSG00000052516	86
1812	ENSMUSG00000019338	86
1813	ENSMUSG00000029359	86
1814	ENSMUSG00000041959	86
1815	ENSMUSG00000031834	86
1816	ENSMUSG00000026872	86
1817	ENSMUSG00000058600	86
1818	ENSMUSG00000032911	86
1819	ENSMUSG00000037692	86
1820	ENSMUSG00000061578	86
1821	ENSMUSG00000026579	86
1822	ENSMUSG00000040860	86
1823	ENSMUSG00000043705	86
1824	ENSMUSG00000041164	86
1825	ENSMUSG00000033985	86
1826	ENSMUSG00000025422	86
1827	ENSMUSG00000040943	86
1828	ENSMUSG00000002661	86
1829	ENSMUSG00000021612	86
1830	ENSMUSG00000020889	86
1831	ENSMUSG00000047417	86
1832	ENSMUSG00000043099	86
1833	ENSMUSG00000023031	86
1834	ENSMUSG00000037725	86
1835	ENSMUSG00000028862	86
1836	ENSMUSG00000064043	86
1837	ENSMUSG00000022853	86
1838	ENSMUSG00000003344	86
1839	ENSMUSG00000024165	86
1840	ENSMUSG00000041219	86
1841	ENSMUSG00000045948	86
1842	ENSMUSG00000003051	86
1843	ENSMUSG00000038412	86
1844	ENSMUSG00000035674	86
1845	ENSMUSG00000020897	86
1846	ENSMUSG00000040693	86
1847	ENSMUSG00000028234	86
1848	ENSMUSG00000060938	86
1849	ENSMUSG00000037679	86
1850	ENSMUSG00000078572	86
1851	ENSMUSG00000039697	86
1852	ENSMUSG00000028427	86
1853	ENSMUSG00000026348	86
1854	ENSMUSG00000058756	86
1855	ENSMUSG00000074796	86
1856	ENSMUSG00000021290	86
1857	ENSMUSG00000056413	86
1858	ENSMUSG00000034825	86
1859	ENSMUSG00000018821	86
1860	ENSMUSG00000018339	86
1861	ENSMUSG00000034613	86
1862	ENSMUSG00000026726	86
1863	ENSMUSG00000002580	86
1864	ENSMUSG00000064370	86
1865	ENSMUSG00000036880	86
1866	ENSMUSG00000024063	86
1867	ENSMUSG00000061474	86
1868	ENSMUSG00000010760	86
1869	ENSMUSG00000020473	86
1870	ENSMUSG00000023272	86
1871	ENSMUSG00000038489	86
1872	ENSMUSG00000028521	86
1873	ENSMUSG00000041624	86
1874	ENSMUSG00000035597	86
1875	ENSMUSG00000020307	86
1876	ENSMUSG00000069267	86
1877	ENSMUSG00000044667	86
1878	ENSMUSG00000020460	86
1879	ENSMUSG00000074170	86
1880	ENSMUSG00000037239	86
1881	ENSMUSG00000030739	86
1882	ENSMUSG00000021670	86
1883	ENSMUSG00000043496	86
1884	ENSMUSG00000024644	86
1885	ENSMUSG00000062908	86
1886	ENSMUSG00000030157	86
1887	ENSMUSG00000020038	86
1888	ENSMUSG00000018334	85
1889	ENSMUSG00000030579	85
1890	ENSMUSG00000024208	85
1891	ENSMUSG00000061740	85
1892	ENSMUSG00000062727	85
1893	ENSMUSG00000043091	85
1894	ENSMUSG00000029442	85
1895	ENSMUSG00000029661	85
1896	ENSMUSG00000070493	85
1897	ENSMUSG00000064341	85
1898	ENSMUSG00000049152	85
1899	ENSMUSG00000042198	85
1900	ENSMUSG00000041523	85
1901	ENSMUSG00000047675	85
1902	ENSMUSG00000001119	85
1903	ENSMUSG00000067219	85
1904	ENSMUSG00000026295	85
1905	ENSMUSG00000020153	85
1906	ENSMUSG00000005611	85
1907	ENSMUSG00000037010	85
1908	ENSMUSG00000023044	85
1909	ENSMUSG00000027463	85
1910	ENSMUSG00000034917	85
1911	ENSMUSG00000024501	85
1912	ENSMUSG00000028681	85
1913	ENSMUSG00000006542	85
1914	ENSMUSG00000028339	85
1915	ENSMUSG00000022598	85
1916	ENSMUSG00000023120	85
1917	ENSMUSG00000028970	85
1918	ENSMUSG00000019942	85
1919	ENSMUSG00000028763	85
1920	ENSMUSG00000026676	85
1921	ENSMUSG00000074028	85
1922	ENSMUSG00000025823	85
1923	ENSMUSG00000050552	85
1924	ENSMUSG00000002769	85
1925	ENSMUSG00000005373	85
1926	ENSMUSG00000011877	85
1927	ENSMUSG00000020865	85
1928	ENSMUSG00000027469	85
1929	ENSMUSG00000038305	85
1930	ENSMUSG00000042099	85
1931	ENSMUSG00000035852	85
1932	ENSMUSG00000031375	85
1933	ENSMUSG00000025732	85
1934	ENSMUSG00000022218	85
1935	ENSMUSG00000069274	85
1936	ENSMUSG00000037904	85
1937	ENSMUSG00000026207	85
1938	ENSMUSG00000041084	85
1939	ENSMUSG00000017716	85
1940	ENSMUSG00000025203	85
1941	ENSMUSG00000002968	85
1942	ENSMUSG00000022382	85
1943	ENSMUSG00000049539	85
1944	ENSMUSG00000056493	85
1945	ENSMUSG00000025650	85
1946	ENSMUSG00000026189	85
1947	ENSMUSG00000026921	85
1948	ENSMUSG00000026220	85
1949	ENSMUSG00000102918	85
1950	ENSMUSG00000048040	85
1951	ENSMUSG00000062713	85
1952	ENSMUSG00000015468	85
1953	ENSMUSG00000063457	85
1954	ENSMUSG00000044894	85
1955	ENSMUSG00000058248	85
1956	ENSMUSG00000006235	85
1957	ENSMUSG00000003575	85
1958	ENSMUSG00000015533	85
1959	ENSMUSG00000036602	85
1960	ENSMUSG00000038528	85
1961	ENSMUSG00000062248	85
1962	ENSMUSG00000047907	85
1963	ENSMUSG00000021607	85
1964	ENSMUSG00000001056	85
1965	ENSMUSG00000066113	85
1966	ENSMUSG00000040488	85
1967	ENSMUSG00000028776	85
1968	ENSMUSG00000021388	85
1969	ENSMUSG00000025981	85
1970	ENSMUSG00000035459	85
1971	ENSMUSG00000031661	85
1972	ENSMUSG00000038717	85
1973	ENSMUSG00000026395	85
1974	ENSMUSG00000024650	85
1975	ENSMUSG00000028937	85
1976	ENSMUSG00000031710	85
1977	ENSMUSG00000046532	85
1978	ENSMUSG00000004151	85
1979	ENSMUSG00000071369	85
1980	ENSMUSG00000020868	85
1981	ENSMUSG00000015647	85
1982	ENSMUSG00000069300	85
1983	ENSMUSG00000026473	84
1984	ENSMUSG00000023067	84
1985	ENSMUSG00000056749	84
1986	ENSMUSG00000035885	84
1987	ENSMUSG00000027074	84
1988	ENSMUSG00000032374	84
1989	ENSMUSG00000002416	84
1990	ENSMUSG00000074254	84
1991	ENSMUSG00000048758	84
1992	ENSMUSG00000055839	84
1993	ENSMUSG00000059336	84
1994	ENSMUSG00000030109	84
1995	ENSMUSG00000062901	84
1996	ENSMUSG00000033327	84
1997	ENSMUSG00000020484	84
1998	ENSMUSG00000036781	84
1999	ENSMUSG00000045629	84
2000	ENSMUSG00000019970	84
2001	ENSMUSG00000041881	84
2002	ENSMUSG00000030364	84
2003	ENSMUSG00000049760	84
2004	ENSMUSG00000061527	84
2005	ENSMUSG00000039016	84
2006	ENSMUSG00000006313	84
2007	ENSMUSG00000031200	84
2008	ENSMUSG00000043017	84
2009	ENSMUSG00000020649	84
2010	ENSMUSG00000074445	84
2011	ENSMUSG00000027698	84
2012	ENSMUSG00000037552	84
2013	ENSMUSG00000054889	84
2014	ENSMUSG00000026883	84
2015	ENSMUSG00000022452	84
2016	ENSMUSG00000033715	84
2017	ENSMUSG00000023009	84
2018	ENSMUSG00000090733	84
2019	ENSMUSG00000052727	84
2020	ENSMUSG00000060166	84
2021	ENSMUSG00000017493	84
2022	ENSMUSG00000024925	84
2023	ENSMUSG00000031919	84
2024	ENSMUSG00000022883	84
2025	ENSMUSG00000053897	84
2026	ENSMUSG00000038086	84
2027	ENSMUSG00000022595	84
2028	ENSMUSG00000024561	84
2029	ENSMUSG00000037321	84
2030	ENSMUSG00000031770	84
2031	ENSMUSG00000031722	84
2032	ENSMUSG00000028780	84
2033	ENSMUSG00000018417	84
2034	ENSMUSG00000010307	84
2035	ENSMUSG00000038146	84
2036	ENSMUSG00000022354	84
2037	ENSMUSG00000037686	84
2038	ENSMUSG00000041945	84
2039	ENSMUSG00000039878	84
2040	ENSMUSG00000027488	84
2041	ENSMUSG00000032892	84
2042	ENSMUSG00000061175	84
2043	ENSMUSG00000059456	84
2044	ENSMUSG00000039137	84
2045	ENSMUSG00000032334	84
2046	ENSMUSG00000059401	84
2047	ENSMUSG00000028407	84
2048	ENSMUSG00000037474	84
2049	ENSMUSG00000067288	84
2050	ENSMUSG00000046818	84
2051	ENSMUSG00000024856	84
2052	ENSMUSG00000027070	84
2053	ENSMUSG00000026482	84
2054	ENSMUSG00000029066	84
2055	ENSMUSG00000072664	84
2056	ENSMUSG00000056737	84
2057	ENSMUSG00000036372	84
2058	ENSMUSG00000012017	84
2059	ENSMUSG00000028268	84
2060	ENSMUSG00000026389	84
2061	ENSMUSG00000074802	84
2062	ENSMUSG00000048376	84
2063	ENSMUSG00000068220	84
2064	ENSMUSG00000042462	84
2065	ENSMUSG00000032640	84
2066	ENSMUSG00000032064	84
2067	ENSMUSG00000075031	84
2068	ENSMUSG00000064225	84
2069	ENSMUSG00000047721	84
2070	ENSMUSG00000003617	84
2071	ENSMUSG00000041895	84
2072	ENSMUSG00000039648	84
2073	ENSMUSG00000000440	84
2074	ENSMUSG00000027359	84
2075	ENSMUSG00000036860	84
2076	ENSMUSG00000039463	84
2077	ENSMUSG00000057322	84
2078	ENSMUSG00000061825	84
2079	ENSMUSG00000074129	84
2080	ENSMUSG00000018486	84
2081	ENSMUSG00000041736	84
2082	ENSMUSG00000079018	84
2083	ENSMUSG00000006576	84
2084	ENSMUSG00000051147	84
2085	ENSMUSG00000029999	84
2086	ENSMUSG00000057722	83
2087	ENSMUSG00000030037	83
2088	ENSMUSG00000027677	83
2089	ENSMUSG00000015092	83
2090	ENSMUSG00000009927	83
2091	ENSMUSG00000090486	83
2092	ENSMUSG00000058571	83
2093	ENSMUSG00000034875	83
2094	ENSMUSG00000028680	83
2095	ENSMUSG00000031955	83
2096	ENSMUSG00000048078	83
2097	ENSMUSG00000061742	83
2098	ENSMUSG00000059901	83
2099	ENSMUSG00000001870	83
2100	ENSMUSG00000032420	83
2101	ENSMUSG00000024640	83
2102	ENSMUSG00000073676	83
2103	ENSMUSG00000018102	83
2104	ENSMUSG00000001774	83
2105	ENSMUSG00000031865	83
2106	ENSMUSG00000004328	83
2107	ENSMUSG00000022010	83
2108	ENSMUSG00000060733	83
2109	ENSMUSG00000022791	83
2110	ENSMUSG00000078664	83
2111	ENSMUSG00000013611	83
2112	ENSMUSG00000035121	83
2113	ENSMUSG00000039616	83
2114	ENSMUSG00000039438	83
2115	ENSMUSG00000028327	83
2116	ENSMUSG00000068263	83
2117	ENSMUSG00000029193	83
2118	ENSMUSG00000020911	83
2119	ENSMUSG00000026622	83
2120	ENSMUSG00000026971	83
2121	ENSMUSG00000025207	83
2122	ENSMUSG00000034159	83
2123	ENSMUSG00000079435	83
2124	ENSMUSG00000090264	83
2125	ENSMUSG00000032098	83
2126	ENSMUSG00000055116	83
2127	ENSMUSG00000011832	83
2128	ENSMUSG00000034282	83
2129	ENSMUSG00000059049	83
2130	ENSMUSG00000093989	83
2131	ENSMUSG00000023939	83
2132	ENSMUSG00000028559	83
2133	ENSMUSG00000020893	83
2134	ENSMUSG00000035215	83
2135	ENSMUSG00000006567	83
2136	ENSMUSG00000028073	83
2137	ENSMUSG00000029830	83
2138	ENSMUSG00000023043	83
2139	ENSMUSG00000024866	83
2140	ENSMUSG00000056481	83
2141	ENSMUSG00000024621	83
2142	ENSMUSG00000031748	83
2143	ENSMUSG00000028469	83
2144	ENSMUSG00000068876	83
2145	ENSMUSG00000025969	83
2146	ENSMUSG00000028645	83
2147	ENSMUSG00000020178	83
2148	ENSMUSG00000047844	83
2149	ENSMUSG00000020189	83
2150	ENSMUSG00000054580	83
2151	ENSMUSG00000021279	83
2152	ENSMUSG00000027035	83
2153	ENSMUSG00000027673	83
2154	ENSMUSG00000074892	83
2155	ENSMUSG00000027829	83
2156	ENSMUSG00000029165	83
2157	ENSMUSG00000055692	83
2158	ENSMUSG00000072772	83
2159	ENSMUSG00000060548	83
2160	ENSMUSG00000095105	83
2161	ENSMUSG00000007721	83
2162	ENSMUSG00000049436	83
2163	ENSMUSG00000030228	83
2164	ENSMUSG00000039457	83
2165	ENSMUSG00000014158	83
2166	ENSMUSG00000026034	83
2167	ENSMUSG00000023073	83
2168	ENSMUSG00000038550	83
2169	ENSMUSG00000033705	83
2170	ENSMUSG00000018604	83
2171	ENSMUSG00000029161	83
2172	ENSMUSG00000040952	83
2173	ENSMUSG00000021464	83
2174	ENSMUSG00000041577	83
2175	ENSMUSG00000027896	83
2176	ENSMUSG00000078670	83
2177	ENSMUSG00000037152	82
2178	ENSMUSG00000034926	82
2179	ENSMUSG00000038900	82
2180	ENSMUSG00000063316	82
2181	ENSMUSG00000036686	82
2182	ENSMUSG00000038156	82
2183	ENSMUSG00000038331	82
2184	ENSMUSG00000050359	82
2185	ENSMUSG00000064351	82
2186	ENSMUSG00000038274	82
2187	ENSMUSG00000025153	82
2188	ENSMUSG00000023942	82
2189	ENSMUSG00000005054	82
2190	ENSMUSG00000046082	82
2191	ENSMUSG00000004951	82
2192	ENSMUSG00000062825	82
2193	ENSMUSG00000041797	82
2194	ENSMUSG00000043336	82
2195	ENSMUSG00000034634	82
2196	ENSMUSG00000025375	82
2197	ENSMUSG00000022435	82
2198	ENSMUSG00000060317	82
2199	ENSMUSG00000056313	82
2200	ENSMUSG00000002944	82
2201	ENSMUSG00000036862	82
2202	ENSMUSG00000032295	82
2203	ENSMUSG00000032115	82
2204	ENSMUSG00000028369	82
2205	ENSMUSG00000041828	82
2206	ENSMUSG00000031609	82
2207	ENSMUSG00000024186	82
2208	ENSMUSG00000022820	82
2209	ENSMUSG00000006342	82
2210	ENSMUSG00000068587	82
2211	ENSMUSG00000028648	82
2212	ENSMUSG00000030972	82
2213	ENSMUSG00000059070	82
2214	ENSMUSG00000031231	82
2215	ENSMUSG00000030319	82
2216	ENSMUSG00000028497	82
2217	ENSMUSG00000031441	82
2218	ENSMUSG00000018166	82
2219	ENSMUSG00000027699	82
2220	ENSMUSG00000056608	82
2221	ENSMUSG00000011884	82
2222	ENSMUSG00000025533	82
2223	ENSMUSG00000023905	82
2224	ENSMUSG00000071014	82
2225	ENSMUSG00000073802	82
2226	ENSMUSG00000023087	82
2227	ENSMUSG00000003380	82
2228	ENSMUSG00000037625	82
2229	ENSMUSG00000025347	82
2230	ENSMUSG00000078350	82
2231	ENSMUSG00000001025	82
2232	ENSMUSG00000006398	82
2233	ENSMUSG00000046516	82
2234	ENSMUSG00000000901	82
2235	ENSMUSG00000041920	82
2236	ENSMUSG00000032418	82
2237	ENSMUSG00000059278	82
2238	ENSMUSG00000029273	82
2239	ENSMUSG00000027870	82
2240	ENSMUSG00000040824	82
2241	ENSMUSG00000047409	82
2242	ENSMUSG00000045328	82
2243	ENSMUSG00000026355	82
2244	ENSMUSG00000034906	82
2245	ENSMUSG00000032010	82
2246	ENSMUSG00000035104	82
2247	ENSMUSG00000040111	82
2248	ENSMUSG00000021750	82
2249	ENSMUSG00000012705	82
2250	ENSMUSG00000046574	82
2251	ENSMUSG00000060924	82
2252	ENSMUSG00000053580	82
2253	ENSMUSG00000040213	82
2254	ENSMUSG00000001773	82
2255	ENSMUSG00000047909	82
2256	ENSMUSG00000031004	82
2257	ENSMUSG00000020679	82
2258	ENSMUSG00000055866	82
2259	ENSMUSG00000044338	82
2260	ENSMUSG00000031303	82
2261	ENSMUSG00000022510	82
2262	ENSMUSG00000073988	82
2263	ENSMUSG00000023861	82
2264	ENSMUSG00000018286	82
2265	ENSMUSG00000027306	82
2266	ENSMUSG00000019689	82
2267	ENSMUSG00000063787	82
2268	ENSMUSG00000020267	82
2269	ENSMUSG00000025723	82
2270	ENSMUSG00000015354	82
2271	ENSMUSG00000032526	82
2272	ENSMUSG00000090877	82
2273	ENSMUSG00000018770	82
2274	ENSMUSG00000024757	82
2275	ENSMUSG00000020788	82
2276	ENSMUSG00000047638	82
2277	ENSMUSG00000008348	82
2278	ENSMUSG00000031994	82
2279	ENSMUSG00000024140	82
2280	ENSMUSG00000001666	82
2281	ENSMUSG00000059412	82
2282	ENSMUSG00000098274	82
2283	ENSMUSG00000030108	81
2284	ENSMUSG00000021994	81
2285	ENSMUSG00000022512	81
2286	ENSMUSG00000045039	81
2287	ENSMUSG00000033020	81
2288	ENSMUSG00000032946	81
2289	ENSMUSG00000042747	81
2290	ENSMUSG00000029482	81
2291	ENSMUSG00000001473	81
2292	ENSMUSG00000039105	81
2293	ENSMUSG00000027171	81
2294	ENSMUSG00000046318	81
2295	ENSMUSG00000022878	81
2296	ENSMUSG00000026814	81
2297	ENSMUSG00000027831	81
2298	ENSMUSG00000020219	81
2299	ENSMUSG00000029189	81
2300	ENSMUSG00000024220	81
2301	ENSMUSG00000028957	81
2302	ENSMUSG00000090862	81
2303	ENSMUSG00000022270	81
2304	ENSMUSG00000046275	81
2305	ENSMUSG00000074577	81
2306	ENSMUSG00000048142	81
2307	ENSMUSG00000029321	81
2308	ENSMUSG00000051669	81
2309	ENSMUSG00000025511	81
2310	ENSMUSG00000012443	81
2311	ENSMUSG00000035686	81
2312	ENSMUSG00000080316	81
2313	ENSMUSG00000034593	81
2314	ENSMUSG00000020538	81
2315	ENSMUSG00000021565	81
2316	ENSMUSG00000022132	81
2317	ENSMUSG00000015652	81
2318	ENSMUSG00000063511	81
2319	ENSMUSG00000038943	81
2320	ENSMUSG00000037003	81
2321	ENSMUSG00000040703	81
2322	ENSMUSG00000004105	81
2323	ENSMUSG00000025190	81
2324	ENSMUSG00000061028	81
2325	ENSMUSG00000020163	81
2326	ENSMUSG00000042429	81
2327	ENSMUSG00000024299	81
2328	ENSMUSG00000015134	81
2329	ENSMUSG00000058672	81
2330	ENSMUSG00000020255	81
2331	ENSMUSG00000034591	81
2332	ENSMUSG00000042102	81
2333	ENSMUSG00000047730	81
2334	ENSMUSG00000032231	81
2335	ENSMUSG00000032068	81
2336	ENSMUSG00000020695	81
2337	ENSMUSG00000055737	81
2338	ENSMUSG00000029771	81
2339	ENSMUSG00000000732	81
2340	ENSMUSG00000079042	81
2341	ENSMUSG00000025362	81
2342	ENSMUSG00000024313	81
2343	ENSMUSG00000042675	81
2344	ENSMUSG00000015340	81
2345	ENSMUSG00000040562	81
2346	ENSMUSG00000057092	81
2347	ENSMUSG00000073436	81
2348	ENSMUSG00000058351	81
2349	ENSMUSG00000054387	81
2350	ENSMUSG00000070394	81
2351	ENSMUSG00000041477	81
2352	ENSMUSG00000022389	81
2353	ENSMUSG00000024050	81
2354	ENSMUSG00000063882	81
2355	ENSMUSG00000032198	81
2356	ENSMUSG00000032330	81
2357	ENSMUSG00000059534	81
2358	ENSMUSG00000047507	81
2359	ENSMUSG00000026156	81
2360	ENSMUSG00000001467	81
2361	ENSMUSG00000044674	81
2362	ENSMUSG00000028470	81
2363	ENSMUSG00000030878	81
2364	ENSMUSG00000027598	81
2365	ENSMUSG00000049751	81
2366	ENSMUSG00000037953	81
2367	ENSMUSG00000035258	81
2368	ENSMUSG00000022194	81
2369	ENSMUSG00000075705	81
2370	ENSMUSG00000024827	81
2371	ENSMUSG00000019997	81
2372	ENSMUSG00000035638	81
2373	ENSMUSG00000029925	81
2374	ENSMUSG00000020571	81
2375	ENSMUSG00000030647	81
2376	ENSMUSG00000059824	81
2377	ENSMUSG00000020914	80
2378	ENSMUSG00000028248	80
2379	ENSMUSG00000026639	80
2380	ENSMUSG00000045319	80
2381	ENSMUSG00000014778	80
2382	ENSMUSG00000040998	80
2383	ENSMUSG00000051331	80
2384	ENSMUSG00000003779	80
2385	ENSMUSG00000041220	80
2386	ENSMUSG00000035545	80
2387	ENSMUSG00000040048	80
2388	ENSMUSG00000029602	80
2389	ENSMUSG00000039956	80
2390	ENSMUSG00000022450	80
2391	ENSMUSG00000044405	80
2392	ENSMUSG00000036199	80
2393	ENSMUSG00000024222	80
2394	ENSMUSG00000021495	80
2395	ENSMUSG00000024526	80
2396	ENSMUSG00000022383	80
2397	ENSMUSG00000024393	80
2398	ENSMUSG00000024620	80
2399	ENSMUSG00000028031	80
2400	ENSMUSG00000030717	80
2401	ENSMUSG00000041697	80
2402	ENSMUSG00000026930	80
2403	ENSMUSG00000020051	80
2404	ENSMUSG00000028398	80
2405	ENSMUSG00000006345	80
2406	ENSMUSG00000024446	80
2407	ENSMUSG00000041644	80
2408	ENSMUSG00000025466	80
2409	ENSMUSG00000021185	80
2410	ENSMUSG00000039477	80
2411	ENSMUSG00000029060	80
2412	ENSMUSG00000039202	80
2413	ENSMUSG00000032060	80
2414	ENSMUSG00000066026	80
2415	ENSMUSG00000036752	80
2416	ENSMUSG00000040249	80
2417	ENSMUSG00000058620	80
2418	ENSMUSG00000021081	80
2419	ENSMUSG00000046070	80
2420	ENSMUSG00000016756	80
2421	ENSMUSG00000030880	80
2422	ENSMUSG00000031431	80
2423	ENSMUSG00000005615	80
2424	ENSMUSG00000041741	80
2425	ENSMUSG00000026605	80
2426	ENSMUSG00000002489	80
2427	ENSMUSG00000056025	80
2428	ENSMUSG00000020182	80
2429	ENSMUSG00000038745	80
2430	ENSMUSG00000019738	80
2431	ENSMUSG00000021451	80
2432	ENSMUSG00000033952	80
2433	ENSMUSG00000026879	80
2434	ENSMUSG00000020264	80
2435	ENSMUSG00000022500	80
2436	ENSMUSG00000021751	80
2437	ENSMUSG00000055415	80
2438	ENSMUSG00000085683	80
2439	ENSMUSG00000031879	80
2440	ENSMUSG00000026837	80
2441	ENSMUSG00000033209	80
2442	ENSMUSG00000027186	80
2443	ENSMUSG00000070985	80
2444	ENSMUSG00000047412	80
2445	ENSMUSG00000021384	80
2446	ENSMUSG00000020142	80
2447	ENSMUSG00000020681	80
2448	ENSMUSG00000019362	80
2449	ENSMUSG00000030278	80
2450	ENSMUSG00000018362	80
2451	ENSMUSG00000022940	80
2452	ENSMUSG00000023914	80
2453	ENSMUSG00000001642	80
2454	ENSMUSG00000026840	80
2455	ENSMUSG00000043461	80
2456	ENSMUSG00000002409	80
2457	ENSMUSG00000024130	80
2458	ENSMUSG00000038775	80
2459	ENSMUSG00000033938	80
2460	ENSMUSG00000061353	80
2461	ENSMUSG00000016200	80
2462	ENSMUSG00000027111	80
2463	ENSMUSG00000031059	80
2464	ENSMUSG00000038843	80
2465	ENSMUSG00000036856	80
2466	ENSMUSG00000038252	80
2467	ENSMUSG00000021040	80
2468	ENSMUSG00000019899	80
2469	ENSMUSG00000030711	80
2470	ENSMUSG00000046364	80
2471	ENSMUSG00000032226	80
2472	ENSMUSG00000040260	80
2473	ENSMUSG00000030546	80
2474	ENSMUSG00000031980	80
2475	ENSMUSG00000056234	80
2476	ENSMUSG00000001542	80
2477	ENSMUSG00000019916	80
2478	ENSMUSG00000013236	80
2479	ENSMUSG00000020857	80
2480	ENSMUSG00000040170	80
2481	ENSMUSG00000068893	80
2482	ENSMUSG00000029163	80
2483	ENSMUSG00000039304	80
2484	ENSMUSG00000032719	80
2485	ENSMUSG00000033770	80
2486	ENSMUSG00000027820	80
2487	ENSMUSG00000090124	80
2488	ENSMUSG00000016427	80
2489	ENSMUSG00000024780	80
2490	ENSMUSG00000048546	80
2491	ENSMUSG00000029822	80
2492	ENSMUSG00000014313	80
2493	ENSMUSG00000024087	80
2494	ENSMUSG00000048126	80
2495	ENSMUSG00000062980	80
2496	ENSMUSG00000036564	80
2497	ENSMUSG00000062545	80
2498	ENSMUSG00000035910	80
2499	ENSMUSG00000022425	80
2500	ENSMUSG00000022018	80
