rank	gene	degree
873	ENSMUSG00000070473	106
874	ENSMUSG00000018927	106
875	ENSMUSG00000034361	106
876	ENSMUSG00000031596	106
877	ENSMUSG00000052087	106
878	ENSMUSG00000027408	106
879	ENSMUSG00000079494	106
880	ENSMUSG00000053279	106
881	ENSMUSG00000030256	106
882	ENSMUSG00000006958	106
883	ENSMUSG00000022090	106
884	ENSMUSG00000039652	106
885	ENSMUSG00000042306	106
886	ENSMUSG00000022372	105
887	ENSMUSG00000004341	105
888	ENSMUSG00000037762	105
889	ENSMUSG00000024352	105
890	ENSMUSG00000020654	105
891	ENSMUSG00000060860	105
892	ENSMUSG00000079478	105
893	ENSMUSG00000075602	105
894	ENSMUSG00000062619	105
895	ENSMUSG00000003068	105
896	ENSMUSG00000019464	105
897	ENSMUSG00000026712	105
898	ENSMUSG00000024164	105
899	ENSMUSG00000039607	105
900	ENSMUSG00000027204	105
901	ENSMUSG00000079495	105
902	ENSMUSG00000041301	105
903	ENSMUSG00000054146	105
904	ENSMUSG00000093930	105
905	ENSMUSG00000089768	105
906	ENSMUSG00000026177	105
907	ENSMUSG00000031383	105
908	ENSMUSG00000084174	105
909	ENSMUSG00000030213	105
910	ENSMUSG00000035632	105
911	ENSMUSG00000031461	105
912	ENSMUSG00000033910	105
913	ENSMUSG00000020536	104
914	ENSMUSG00000078532	104
915	ENSMUSG00000000148	104
916	ENSMUSG00000089774	104
917	ENSMUSG00000031502	104
918	ENSMUSG00000030111	104
919	ENSMUSG00000023064	104
920	ENSMUSG00000027239	104
921	ENSMUSG00000084786	104
922	ENSMUSG00000027907	104
923	ENSMUSG00000040473	104
924	ENSMUSG00000089809	104
925	ENSMUSG00000007670	104
926	ENSMUSG00000032081	104
927	ENSMUSG00000039238	104
928	ENSMUSG00000037211	104
929	ENSMUSG00000057060	104
930	ENSMUSG00000028715	104
931	ENSMUSG00000039109	104
932	ENSMUSG00000025492	104
933	ENSMUSG00000026620	104
934	ENSMUSG00000033634	104
935	ENSMUSG00000040883	104
936	ENSMUSG00000063796	104
937	ENSMUSG00000049295	104
938	ENSMUSG00000025321	104
939	ENSMUSG00000042807	104
940	ENSMUSG00000110195	104
941	ENSMUSG00000032786	104
942	ENSMUSG00000070720	104
943	ENSMUSG00000045193	104
944	ENSMUSG00000015243	104
945	ENSMUSG00000029223	104
946	ENSMUSG00000021904	104
947	ENSMUSG00000042942	104
948	ENSMUSG00000025780	104
949	ENSMUSG00000021998	104
950	ENSMUSG00000041120	103
951	ENSMUSG00000069516	103
952	ENSMUSG00000049580	103
953	ENSMUSG00000028289	103
954	ENSMUSG00000040084	103
955	ENSMUSG00000063434	103
956	ENSMUSG00000025082	103
957	ENSMUSG00000031886	103
958	ENSMUSG00000032350	103
959	ENSMUSG00000117924	103
960	ENSMUSG00000071076	103
961	ENSMUSG00000033676	103
962	ENSMUSG00000044249	103
963	ENSMUSG00000028444	103
964	ENSMUSG00000085933	103
965	ENSMUSG00000039323	103
966	ENSMUSG00000027544	103
967	ENSMUSG00000034164	103
968	ENSMUSG00000012350	103
969	ENSMUSG00000029322	103
970	ENSMUSG00000052562	103
971	ENSMUSG00000028713	103
972	ENSMUSG00000032177	103
973	ENSMUSG00000024194	103
974	ENSMUSG00000015405	103
975	ENSMUSG00000028664	103
976	ENSMUSG00000039115	103
977	ENSMUSG00000071497	103
978	ENSMUSG00000026819	102
979	ENSMUSG00000060032	102
980	ENSMUSG00000035566	102
981	ENSMUSG00000029093	102
982	ENSMUSG00000064363	102
983	ENSMUSG00000079553	102
984	ENSMUSG00000045092	102
985	ENSMUSG00000079641	102
986	ENSMUSG00000020427	102
987	ENSMUSG00000030087	102
988	ENSMUSG00000022358	102
989	ENSMUSG00000025876	102
990	ENSMUSG00000023015	102
991	ENSMUSG00000006649	102
992	ENSMUSG00000051343	102
993	ENSMUSG00000036218	102
994	ENSMUSG00000022613	102
995	ENSMUSG00000011305	102
996	ENSMUSG00000024338	102
997	ENSMUSG00000068086	102
998	ENSMUSG00000033960	102
999	ENSMUSG00000040740	102
1000	ENSMUSG00000005718	102
1001	ENSMUSG00000004347	102
1002	ENSMUSG00000030650	102
1003	ENSMUSG00000006057	101
1004	ENSMUSG00000052336	101
1005	ENSMUSG00000022351	101
1006	ENSMUSG00000039568	101
1007	ENSMUSG00000058715	101
1008	ENSMUSG00000070003	101
1009	ENSMUSG00000071537	101
1010	ENSMUSG00000028150	101
1011	ENSMUSG00000032712	101
1012	ENSMUSG00000045672	101
1013	ENSMUSG00000048424	101
1014	ENSMUSG00000040466	101
1015	ENSMUSG00000017307	101
1016	ENSMUSG00000025579	101
1017	ENSMUSG00000031762	101
1018	ENSMUSG00000053846	101
1019	ENSMUSG00000034911	101
1020	ENSMUSG00000060586	101
1021	ENSMUSG00000074063	101
1022	ENSMUSG00000096215	101
1023	ENSMUSG00000045094	101
1024	ENSMUSG00000071451	101
1025	ENSMUSG00000040350	101
1026	ENSMUSG00000031503	101
1027	ENSMUSG00000060093	101
1028	ENSMUSG00000038704	101
1029	ENSMUSG00000036751	101
1030	ENSMUSG00000030148	101
1031	ENSMUSG00000040675	101
1032	ENSMUSG00000021281	101
1033	ENSMUSG00000034522	101
1034	ENSMUSG00000030218	101
1035	ENSMUSG00000028158	101
1036	ENSMUSG00000024521	101
1037	ENSMUSG00000033128	101
1038	ENSMUSG00000061482	101
1039	ENSMUSG00000031700	101
1040	ENSMUSG00000030022	101
1041	ENSMUSG00000027466	101
1042	ENSMUSG00000035206	100
1043	ENSMUSG00000066621	100
1044	ENSMUSG00000028927	100
1045	ENSMUSG00000038267	100
1046	ENSMUSG00000021364	100
1047	ENSMUSG00000054716	100
1048	ENSMUSG00000040938	100
1049	ENSMUSG00000060678	100
1050	ENSMUSG00000021416	100
1051	ENSMUSG00000028413	100
1052	ENSMUSG00000032515	100
1053	ENSMUSG00000022894	100
1054	ENSMUSG00000038351	100
1055	ENSMUSG00000041859	100
1056	ENSMUSG00000052565	100
1057	ENSMUSG00000041779	100
1058	ENSMUSG00000023904	100
1059	ENSMUSG00000041734	100
1060	ENSMUSG00000025270	100
1061	ENSMUSG00000027245	100
1062	ENSMUSG00000023972	100
1063	ENSMUSG00000045282	100
1064	ENSMUSG00000101174	100
1065	ENSMUSG00000063564	100
1066	ENSMUSG00000031775	100
1067	ENSMUSG00000020823	100
1068	ENSMUSG00000028998	100
1069	ENSMUSG00000057228	100
1070	ENSMUSG00000005124	100
1071	ENSMUSG00000033768	100
1072	ENSMUSG00000033170	100
1073	ENSMUSG00000064326	100
1074	ENSMUSG00000020620	100
1075	ENSMUSG00000021336	100
1076	ENSMUSG00000028028	100
1077	ENSMUSG00000079056	100
1078	ENSMUSG00000011179	99
1079	ENSMUSG00000066687	99
1080	ENSMUSG00000051790	99
1081	ENSMUSG00000036330	99
1082	ENSMUSG00000093674	99
1083	ENSMUSG00000044080	99
1084	ENSMUSG00000042115	99
1085	ENSMUSG00000034853	99
1086	ENSMUSG00000019082	99
1087	ENSMUSG00000019960	99
1088	ENSMUSG00000034472	99
1089	ENSMUSG00000024851	99
1090	ENSMUSG00000042737	99
1091	ENSMUSG00000008384	99
1092	ENSMUSG00000067279	99
1093	ENSMUSG00000078713	99
1094	ENSMUSG00000029804	99
1095	ENSMUSG00000073433	99
1096	ENSMUSG00000042156	99
1097	ENSMUSG00000020027	99
1098	ENSMUSG00000050074	99
1099	ENSMUSG00000063730	99
1100	ENSMUSG00000024538	99
1101	ENSMUSG00000051403	99
1102	ENSMUSG00000057863	99
1103	ENSMUSG00000021057	99
1104	ENSMUSG00000078851	99
1105	ENSMUSG00000030220	99
1106	ENSMUSG00000042410	99
1107	ENSMUSG00000027339	99
1108	ENSMUSG00000016239	99
1109	ENSMUSG00000068855	99
1110	ENSMUSG00000067586	99
1111	ENSMUSG00000022485	99
1112	ENSMUSG00000038777	99
1113	ENSMUSG00000022829	99
1114	ENSMUSG00000037344	99
1115	ENSMUSG00000002346	99
1116	ENSMUSG00000038624	99
1117	ENSMUSG00000006469	99
1118	ENSMUSG00000042029	99
1119	ENSMUSG00000050315	99
1120	ENSMUSG00000037621	98
1121	ENSMUSG00000003346	98
1122	ENSMUSG00000052387	98
1123	ENSMUSG00000055485	98
1124	ENSMUSG00000010064	98
1125	ENSMUSG00000023262	98
1126	ENSMUSG00000058833	98
1127	ENSMUSG00000074207	98
1128	ENSMUSG00000026688	98
1129	ENSMUSG00000021196	98
1130	ENSMUSG00000020810	98
1131	ENSMUSG00000013089	98
1132	ENSMUSG00000118671	98
1133	ENSMUSG00000036995	98
1134	ENSMUSG00000039960	98
1135	ENSMUSG00000029059	98
1136	ENSMUSG00000037847	98
1137	ENSMUSG00000055827	98
1138	ENSMUSG00000062480	98
1139	ENSMUSG00000039395	98
1140	ENSMUSG00000103711	98
1141	ENSMUSG00000044254	98
1142	ENSMUSG00000001517	98
1143	ENSMUSG00000033579	98
1144	ENSMUSG00000010663	98
1145	ENSMUSG00000039221	98
1146	ENSMUSG00000098332	98
1147	ENSMUSG00000040272	98
1148	ENSMUSG00000052512	98
1149	ENSMUSG00000039680	98
1150	ENSMUSG00000002379	98
1151	ENSMUSG00000031119	98
1152	ENSMUSG00000041605	98
1153	ENSMUSG00000096010	98
1154	ENSMUSG00000034311	98
1155	ENSMUSG00000029570	98
1156	ENSMUSG00000046229	98
1157	ENSMUSG00000002324	98
1158	ENSMUSG00000052305	98
1159	ENSMUSG00000089736	98
1160	ENSMUSG00000044548	97
1161	ENSMUSG00000027875	97
1162	ENSMUSG00000033253	97
1163	ENSMUSG00000008153	97
1164	ENSMUSG00000040964	97
1165	ENSMUSG00000114456	97
1166	ENSMUSG00000073409	97
1167	ENSMUSG00000071415	97
1168	ENSMUSG00000025488	97
1169	ENSMUSG00000031381	97
1170	ENSMUSG00000043681	97
1171	ENSMUSG00000031390	97
1172	ENSMUSG00000032380	97
1173	ENSMUSG00000039037	97
1174	ENSMUSG00000028671	97
1175	ENSMUSG00000025610	97
1176	ENSMUSG00000011034	97
1177	ENSMUSG00000031673	97
1178	ENSMUSG00000045871	97
1179	ENSMUSG00000002980	97
1180	ENSMUSG00000012848	97
1181	ENSMUSG00000022568	97
1182	ENSMUSG00000054312	97
1183	ENSMUSG00000036834	97
1184	ENSMUSG00000035357	97
1185	ENSMUSG00000076437	97
1186	ENSMUSG00000031897	97
1187	ENSMUSG00000039637	97
1188	ENSMUSG00000056293	97
1189	ENSMUSG00000022679	97
1190	ENSMUSG00000015944	97
1191	ENSMUSG00000016194	97
1192	ENSMUSG00000045515	97
1193	ENSMUSG00000038677	97
1194	ENSMUSG00000062382	97
1195	ENSMUSG00000078784	96
1196	ENSMUSG00000063954	96
1197	ENSMUSG00000021950	96
1198	ENSMUSG00000036896	96
1199	ENSMUSG00000042371	96
1200	ENSMUSG00000038884	96
1201	ENSMUSG00000043822	96
1202	ENSMUSG00000031167	96
1203	ENSMUSG00000069917	96
1204	ENSMUSG00000071551	96
1205	ENSMUSG00000022623	96
1206	ENSMUSG00000033475	96
1207	ENSMUSG00000026768	96
1208	ENSMUSG00000026822	96
1209	ENSMUSG00000038668	96
1210	ENSMUSG00000022546	96
1211	ENSMUSG00000120992	96
1212	ENSMUSG00000042425	96
1213	ENSMUSG00000022583	96
1214	ENSMUSG00000078650	96
1215	ENSMUSG00000037313	96
1216	ENSMUSG00000032218	96
1217	ENSMUSG00000037887	96
1218	ENSMUSG00000068735	96
1219	ENSMUSG00000024503	96
1220	ENSMUSG00000079419	96
1221	ENSMUSG00000006519	96
1222	ENSMUSG00000024181	96
1223	ENSMUSG00000022469	96
1224	ENSMUSG00000021520	96
1225	ENSMUSG00000028976	96
1226	ENSMUSG00000036437	96
1227	ENSMUSG00000078348	96
1228	ENSMUSG00000075033	96
1229	ENSMUSG00000067377	96
1230	ENSMUSG00000075267	96
1231	ENSMUSG00000041801	96
1232	ENSMUSG00000050666	96
1233	ENSMUSG00000006344	96
1234	ENSMUSG00000056487	96
1235	ENSMUSG00000021943	96
1236	ENSMUSG00000050777	96
1237	ENSMUSG00000070661	96
1238	ENSMUSG00000063590	96
1239	ENSMUSG00000030781	96
1240	ENSMUSG00000041571	96
1241	ENSMUSG00000078974	96
1242	ENSMUSG00000037440	96
1243	ENSMUSG00000034616	95
1244	ENSMUSG00000006445	95
1245	ENSMUSG00000036098	95
1246	ENSMUSG00000117975	95
1247	ENSMUSG00000038695	95
1248	ENSMUSG00000028003	95
1249	ENSMUSG00000031391	95
1250	ENSMUSG00000028211	95
1251	ENSMUSG00000021423	95
1252	ENSMUSG00000008683	95
1253	ENSMUSG00000055805	95
1254	ENSMUSG00000069763	95
1255	ENSMUSG00000036545	95
1256	ENSMUSG00000031844	95
1257	ENSMUSG00000018171	95
1258	ENSMUSG00000027496	95
1259	ENSMUSG00000002808	95
1260	ENSMUSG00000031765	95
1261	ENSMUSG00000027133	95
1262	ENSMUSG00000063683	95
1263	ENSMUSG00000064215	95
1264	ENSMUSG00000024292	95
1265	ENSMUSG00000022769	95
1266	ENSMUSG00000037805	95
1267	ENSMUSG00000020766	95
1268	ENSMUSG00000030340	95
1269	ENSMUSG00000021240	95
1270	ENSMUSG00000026500	95
1271	ENSMUSG00000073435	95
1272	ENSMUSG00000039385	95
1273	ENSMUSG00000015850	95
1274	ENSMUSG00000050737	95
1275	ENSMUSG00000021594	95
1276	ENSMUSG00000032854	95
1277	ENSMUSG00000042116	95
1278	ENSMUSG00000022565	95
1279	ENSMUSG00000024610	95
1280	ENSMUSG00000025034	95
1281	ENSMUSG00000098557	95
1282	ENSMUSG00000018211	95
1283	ENSMUSG00000068877	95
1284	ENSMUSG00000042804	95
1285	ENSMUSG00000020429	95
1286	ENSMUSG00000030432	95
1287	ENSMUSG00000003355	95
1288	ENSMUSG00000118668	95
1289	ENSMUSG00000023089	94
1290	ENSMUSG00000020873	94
1291	ENSMUSG00000064345	94
1292	ENSMUSG00000026922	94
1293	ENSMUSG00000020455	94
1294	ENSMUSG00000025290	94
1295	ENSMUSG00000030096	94
1296	ENSMUSG00000049721	94
1297	ENSMUSG00000039199	94
1298	ENSMUSG00000020108	94
1299	ENSMUSG00000020018	94
1300	ENSMUSG00000031561	94
1301	ENSMUSG00000028068	94
1302	ENSMUSG00000020572	94
1303	ENSMUSG00000015090	94
1304	ENSMUSG00000091971	94
1305	ENSMUSG00000030562	94
1306	ENSMUSG00000021025	94
1307	ENSMUSG00000027361	94
1308	ENSMUSG00000029082	94
1309	ENSMUSG00000089762	94
1310	ENSMUSG00000033855	94
1311	ENSMUSG00000035561	94
1312	ENSMUSG00000049511	94
1313	ENSMUSG00000030283	94
1314	ENSMUSG00000074406	94
1315	ENSMUSG00000020183	94
1316	ENSMUSG00000027962	94
1317	ENSMUSG00000070803	94
1318	ENSMUSG00000049517	94
1319	ENSMUSG00000023411	94
1320	ENSMUSG00000037263	94
1321	ENSMUSG00000069874	94
1322	ENSMUSG00000067847	94
1323	ENSMUSG00000096546	94
1324	ENSMUSG00000053317	94
1325	ENSMUSG00000028834	94
1326	ENSMUSG00000024065	94
1327	ENSMUSG00000055022	94
1328	ENSMUSG00000029478	94
1329	ENSMUSG00000047246	94
1330	ENSMUSG00000039741	94
1331	ENSMUSG00000017778	94
1332	ENSMUSG00000028773	94
1333	ENSMUSG00000035342	94
1334	ENSMUSG00000034892	94
1335	ENSMUSG00000030737	94
1336	ENSMUSG00000079105	93
1337	ENSMUSG00000001095	93
1338	ENSMUSG00000047822	93
1339	ENSMUSG00000036040	93
1340	ENSMUSG00000048154	93
1341	ENSMUSG00000018900	93
1342	ENSMUSG00000029098	93
1343	ENSMUSG00000030741	93
1344	ENSMUSG00000071711	93
1345	ENSMUSG00000062785	93
1346	ENSMUSG00000093789	93
1347	ENSMUSG00000020838	93
1348	ENSMUSG00000011008	93
1349	ENSMUSG00000004552	93
1350	ENSMUSG00000038690	93
1351	ENSMUSG00000058546	93
1352	ENSMUSG00000022206	93
1353	ENSMUSG00000007783	93
1354	ENSMUSG00000003429	93
1355	ENSMUSG00000036083	93
1356	ENSMUSG00000096727	93
1357	ENSMUSG00000009013	93
1358	ENSMUSG00000063558	93
1359	ENSMUSG00000031939	93
1360	ENSMUSG00000048960	93
1361	ENSMUSG00000021620	93
1362	ENSMUSG00000070639	93
1363	ENSMUSG00000113902	93
1364	ENSMUSG00000038803	93
1365	ENSMUSG00000039976	93
1366	ENSMUSG00000112148	93
1367	ENSMUSG00000033763	93
1368	ENSMUSG00000062184	93
1369	ENSMUSG00000032085	93
1370	ENSMUSG00000039623	93
1371	ENSMUSG00000038692	93
1372	ENSMUSG00000059325	93
1373	ENSMUSG00000028001	93
1374	ENSMUSG00000027397	93
1375	ENSMUSG00000034226	93
1376	ENSMUSG00000053964	93
1377	ENSMUSG00000023224	93
1378	ENSMUSG00000045996	93
1379	ENSMUSG00000028655	93
1380	ENSMUSG00000015970	93
1381	ENSMUSG00000027230	93
1382	ENSMUSG00000029068	93
1383	ENSMUSG00000019326	93
1384	ENSMUSG00000033088	93
1385	ENSMUSG00000062661	93
1386	ENSMUSG00000058881	93
1387	ENSMUSG00000000531	93
1388	ENSMUSG00000050856	93
1389	ENSMUSG00000026827	93
1390	ENSMUSG00000073702	93
1391	ENSMUSG00000039239	93
1392	ENSMUSG00000006538	93
1393	ENSMUSG00000026185	93
1394	ENSMUSG00000019791	93
1395	ENSMUSG00000038838	93
1396	ENSMUSG00000039899	93
1397	ENSMUSG00000046814	93
1398	ENSMUSG00000021733	93
1399	ENSMUSG00000034371	93
1400	ENSMUSG00000030987	93
1401	ENSMUSG00000028270	93
1402	ENSMUSG00000032254	92
1403	ENSMUSG00000023266	92
1404	ENSMUSG00000029819	92
1405	ENSMUSG00000073421	92
1406	ENSMUSG00000038738	92
1407	ENSMUSG00000008822	92
1408	ENSMUSG00000064127	92
1409	ENSMUSG00000020196	92
1410	ENSMUSG00000031604	92
1411	ENSMUSG00000028982	92
1412	ENSMUSG00000020609	92
1413	ENSMUSG00000005397	92
1414	ENSMUSG00000067144	92
1415	ENSMUSG00000050212	92
1416	ENSMUSG00000027848	92
1417	ENSMUSG00000038453	92
1418	ENSMUSG00000022360	92
1419	ENSMUSG00000019539	92
1420	ENSMUSG00000040829	92
1421	ENSMUSG00000000253	92
1422	ENSMUSG00000029829	92
1423	ENSMUSG00000026368	92
1424	ENSMUSG00000026399	92
1425	ENSMUSG00000063130	92
1426	ENSMUSG00000010406	92
1427	ENSMUSG00000018697	92
1428	ENSMUSG00000006777	92
1429	ENSMUSG00000069265	92
1430	ENSMUSG00000002266	92
1431	ENSMUSG00000018796	92
1432	ENSMUSG00000019579	92
1433	ENSMUSG00000068744	92
1434	ENSMUSG00000059518	92
1435	ENSMUSG00000006333	92
1436	ENSMUSG00000095098	92
1437	ENSMUSG00000047497	92
1438	ENSMUSG00000021175	92
1439	ENSMUSG00000002265	92
1440	ENSMUSG00000037166	92
1441	ENSMUSG00000041372	92
1442	ENSMUSG00000071337	92
1443	ENSMUSG00000033307	92
1444	ENSMUSG00000054428	92
1445	ENSMUSG00000035863	92
1446	ENSMUSG00000030588	92
1447	ENSMUSG00000005125	92
1448	ENSMUSG00000035385	92
1449	ENSMUSG00000036103	92
1450	ENSMUSG00000026725	92
1451	ENSMUSG00000025089	92
1452	ENSMUSG00000060636	92
1453	ENSMUSG00000032997	92
1454	ENSMUSG00000008036	92
1455	ENSMUSG00000030707	92
1456	ENSMUSG00000047501	92
1457	ENSMUSG00000042541	92
1458	ENSMUSG00000023013	92
1459	ENSMUSG00000024810	92
1460	ENSMUSG00000037992	92
1461	ENSMUSG00000052485	91
1462	ENSMUSG00000031861	91
1463	ENSMUSG00000055053	91
1464	ENSMUSG00000046718	91
1465	ENSMUSG00000024217	91
1466	ENSMUSG00000054986	91
1467	ENSMUSG00000041841	91
1468	ENSMUSG00000020904	91
1469	ENSMUSG00000023915	91
1470	ENSMUSG00000053303	91
1471	ENSMUSG00000028613	91
1472	ENSMUSG00000024899	91
1473	ENSMUSG00000028909	91
1474	ENSMUSG00000044367	91
1475	ENSMUSG00000026489	91
1476	ENSMUSG00000003123	91
1477	ENSMUSG00000072082	91
1478	ENSMUSG00000021763	91
1479	ENSMUSG00000002910	91
1480	ENSMUSG00000022562	91
1481	ENSMUSG00000060802	91
1482	ENSMUSG00000038065	91
1483	ENSMUSG00000001436	91
1484	ENSMUSG00000025934	91
1485	ENSMUSG00000007872	91
1486	ENSMUSG00000038384	91
1487	ENSMUSG00000071001	91
1488	ENSMUSG00000073616	91
1489	ENSMUSG00000022887	91
1490	ENSMUSG00000025150	91
1491	ENSMUSG00000027130	91
1492	ENSMUSG00000095300	91
1493	ENSMUSG00000032193	91
1494	ENSMUSG00000034871	91
1495	ENSMUSG00000090817	91
1496	ENSMUSG00000016763	91
1497	ENSMUSG00000106918	91
1498	ENSMUSG00000017390	91
1499	ENSMUSG00000056612	91
1500	ENSMUSG00000021390	91
1501	ENSMUSG00000047215	91
1502	ENSMUSG00000026435	91
1503	ENSMUSG00000046959	91
1504	ENSMUSG00000020241	91
1505	ENSMUSG00000060981	91
1506	ENSMUSG00000023505	91
1507	ENSMUSG00000031465	91
1508	ENSMUSG00000023118	91
1509	ENSMUSG00000016252	91
1510	ENSMUSG00000022587	91
1511	ENSMUSG00000054422	91
1512	ENSMUSG00000075706	91
1513	ENSMUSG00000031825	91
1514	ENSMUSG00000023020	91
1515	ENSMUSG00000024953	91
1516	ENSMUSG00000034673	91
1517	ENSMUSG00000020846	90
1518	ENSMUSG00000026394	90
1519	ENSMUSG00000069266	90
1520	ENSMUSG00000025185	90
1521	ENSMUSG00000020062	90
1522	ENSMUSG00000034771	90
1523	ENSMUSG00000021822	90
1524	ENSMUSG00000017929	90
1525	ENSMUSG00000050335	90
1526	ENSMUSG00000046491	90
1527	ENSMUSG00000019054	90
1528	ENSMUSG00000046805	90
1529	ENSMUSG00000038264	90
1530	ENSMUSG00000019158	90
1531	ENSMUSG00000028712	90
1532	ENSMUSG00000030122	90
1533	ENSMUSG00000063856	90
1534	ENSMUSG00000050022	90
1535	ENSMUSG00000000682	90
1536	ENSMUSG00000054091	90
1537	ENSMUSG00000029778	90
1538	ENSMUSG00000079523	90
1539	ENSMUSG00000061477	90
1540	ENSMUSG00000070867	90
1541	ENSMUSG00000003814	90
1542	ENSMUSG00000049422	90
1543	ENSMUSG00000030609	90
1544	ENSMUSG00000051671	90
1545	ENSMUSG00000028836	90
1546	ENSMUSG00000025743	90
1547	ENSMUSG00000063382	90
1548	ENSMUSG00000079262	90
1549	ENSMUSG00000037892	90
1550	ENSMUSG00000021134	90
1551	ENSMUSG00000037995	90
1552	ENSMUSG00000003949	90
1553	ENSMUSG00000042784	90
1554	ENSMUSG00000028832	90
1555	ENSMUSG00000007039	90
1556	ENSMUSG00000006641	90
1557	ENSMUSG00000015337	90
1558	ENSMUSG00000036062	90
1559	ENSMUSG00000014294	90
1560	ENSMUSG00000051517	90
1561	ENSMUSG00000031725	90
1562	ENSMUSG00000090258	90
1563	ENSMUSG00000030611	90
1564	ENSMUSG00000042985	90
1565	ENSMUSG00000027845	90
1566	ENSMUSG00000036594	90
1567	ENSMUSG00000036565	90
1568	ENSMUSG00000037016	90
1569	ENSMUSG00000028036	90
1570	ENSMUSG00000044986	90
1571	ENSMUSG00000034456	90
1572	ENSMUSG00000007892	90
1573	ENSMUSG00000022123	89
1574	ENSMUSG00000014301	89
1575	ENSMUSG00000030247	89
1576	ENSMUSG00000004988	89
1577	ENSMUSG00000090958	89
1578	ENSMUSG00000028843	89
1579	ENSMUSG00000058258	89
1580	ENSMUSG00000001228	89
1581	ENSMUSG00000019278	89
1582	ENSMUSG00000049303	89
1583	ENSMUSG00000090236	89
1584	ENSMUSG00000024066	89
1585	ENSMUSG00000037966	89
1586	ENSMUSG00000040896	89
1587	ENSMUSG00000072235	89
1588	ENSMUSG00000025508	89
1589	ENSMUSG00000027404	89
1590	ENSMUSG00000028487	89
1591	ENSMUSG00000029560	89
1592	ENSMUSG00000039062	89
1593	ENSMUSG00000031706	89
1594	ENSMUSG00000032066	89
1595	ENSMUSG00000068742	89
1596	ENSMUSG00000029414	89
1597	ENSMUSG00000040016	89
1598	ENSMUSG00000078853	89
1599	ENSMUSG00000021614	89
1600	ENSMUSG00000021606	89
1601	ENSMUSG00000052698	89
1602	ENSMUSG00000055653	89
1603	ENSMUSG00000056162	89
1604	ENSMUSG00000063694	89
1605	ENSMUSG00000091537	89
1606	ENSMUSG00000068523	89
1607	ENSMUSG00000036892	89
1608	ENSMUSG00000075702	89
1609	ENSMUSG00000042404	89
1610	ENSMUSG00000062515	89
1611	ENSMUSG00000058385	89
1612	ENSMUSG00000029449	89
1613	ENSMUSG00000055333	89
1614	ENSMUSG00000091803	89
1615	ENSMUSG00000041293	89
1616	ENSMUSG00000019647	89
1617	ENSMUSG00000000628	89
1618	ENSMUSG00000002055	89
1619	ENSMUSG00000029657	89
1620	ENSMUSG00000069305	89
1621	ENSMUSG00000025372	89
1622	ENSMUSG00000033031	89
1623	ENSMUSG00000055235	89
1624	ENSMUSG00000045128	89
1625	ENSMUSG00000007603	89
1626	ENSMUSG00000002804	89
1627	ENSMUSG00000054364	89
1628	ENSMUSG00000030123	89
1629	ENSMUSG00000074261	89
1630	ENSMUSG00000028967	89
1631	ENSMUSG00000026670	89
1632	ENSMUSG00000061518	89
1633	ENSMUSG00000041130	89
1634	ENSMUSG00000028214	89
1635	ENSMUSG00000030538	89
1636	ENSMUSG00000021270	89
1637	ENSMUSG00000045875	89
1638	ENSMUSG00000033533	89
1639	ENSMUSG00000064254	89
1640	ENSMUSG00000017188	89
1641	ENSMUSG00000039195	89
1642	ENSMUSG00000074754	89
1643	ENSMUSG00000004730	89
1644	ENSMUSG00000030409	89
1645	ENSMUSG00000052146	89
1646	ENSMUSG00000057137	89
1647	ENSMUSG00000024064	89
1648	ENSMUSG00000042043	88
1649	ENSMUSG00000002985	88
1650	ENSMUSG00000048756	88
1651	ENSMUSG00000048442	88
1652	ENSMUSG00000030255	88
1653	ENSMUSG00000034390	88
1654	ENSMUSG00000024160	88
1655	ENSMUSG00000048997	88
1656	ENSMUSG00000062981	88
1657	ENSMUSG00000037649	88
1658	ENSMUSG00000029632	88
1659	ENSMUSG00000046330	88
1660	ENSMUSG00000010607	88
1661	ENSMUSG00000040557	88
1662	ENSMUSG00000046352	88
1663	ENSMUSG00000024552	88
1664	ENSMUSG00000007950	88
1665	ENSMUSG00000028447	88
1666	ENSMUSG00000039196	88
1667	ENSMUSG00000020377	88
1668	ENSMUSG00000023243	88
1669	ENSMUSG00000022146	88
1670	ENSMUSG00000000359	88
1671	ENSMUSG00000007080	88
1672	ENSMUSG00000026864	88
1673	ENSMUSG00000009418	88
1674	ENSMUSG00000054072	88
1675	ENSMUSG00000035031	88
1676	ENSMUSG00000032114	88
1677	ENSMUSG00000002043	88
1678	ENSMUSG00000026674	88
1679	ENSMUSG00000018585	88
1680	ENSMUSG00000034796	88
1681	ENSMUSG00000045259	88
1682	ENSMUSG00000032575	88
1683	ENSMUSG00000052684	88
1684	ENSMUSG00000087687	88
1685	ENSMUSG00000029673	88
1686	ENSMUSG00000035828	88
1687	ENSMUSG00000071528	88
1688	ENSMUSG00000079465	88
1689	ENSMUSG00000040969	88
1690	ENSMUSG00000026188	88
1691	ENSMUSG00000041237	88
1692	ENSMUSG00000026202	88
1693	ENSMUSG00000030513	88
1694	ENSMUSG00000053862	88
1695	ENSMUSG00000052595	88
1696	ENSMUSG00000057841	88
1697	ENSMUSG00000006517	88
1698	ENSMUSG00000034317	88
1699	ENSMUSG00000047793	88
1700	ENSMUSG00000089665	88
1701	ENSMUSG00000034566	88
1702	ENSMUSG00000034880	88
