gene	rewiring_mean	rewiring_std	rank_std
ENSMUSG00000032997	0.4852537626343235	0.04523838029189858	13.753544997563356
ENSMUSG00000051319	0.46587594023544054	0.03442594815519238	19.575750304905302
ENSMUSG00000059325	0.446193370583468	0.05470677285424209	77.56706775429892
ENSMUSG00000051149	0.43803844354637816	0.030510274667695653	32.036853778109986
ENSMUSG00000018697	0.4369657590858598	0.07047953555893909	131.5355845389376
ENSMUSG00000049511	0.4343463133300875	0.06404101106787476	68.17506875684101
ENSMUSG00000034591	0.4335819527179054	0.03907023463483348	53.77025199866558
ENSMUSG00000004105	0.4330435523030417	0.0437672843336889	61.77216201494003
ENSMUSG00000024313	0.42973424421575823	0.04002587555331331	48.355041102247036
ENSMUSG00000064655	0.42909866932259816	0.03424782178383467	54.50697203110809
ENSMUSG00000061825	0.4277917119566609	0.051966046808139155	103.65177277789319
ENSMUSG00000005611	0.42600012223942746	0.03932320692207232	68.07525247841538
ENSMUSG00000021281	0.42556843446734727	0.0650843390336089	123.14142276261062
ENSMUSG00000073530	0.4255319238972032	0.04136222429499817	75.16149280050257
ENSMUSG00000013236	0.42364506563367393	0.032957285258290864	55.4764815034263
ENSMUSG00000079494	0.4235388080657604	0.04050828674898689	66.94296079499323
ENSMUSG00000028444	0.4226737372955805	0.047636793557266514	93.48588128696225
ENSMUSG00000075031	0.42185180025751023	0.033869924634376665	66.00909028308146
ENSMUSG00000027870	0.4216408290435498	0.042020363463591115	76.9079969834087
ENSMUSG00002076696	0.4157482706625181	0.051809431267777595	168.54910263777734
ENSMUSG00000027111	0.4155766163008586	0.03323800542574955	67.49518501345115
ENSMUSG00000027306	0.41453346722410006	0.03813451291708317	80.73066331945996
ENSMUSG00000038393	0.4122017252495154	0.039181564151223036	76.71173313124922
ENSMUSG00000121818	0.4106276042376549	0.05096570780888987	118.14668848512007
ENSMUSG00000049775	0.4101081562421943	0.04110845441713008	110.1846178012158
ENSMUSG00000074754	0.4079842771683143	0.049890991137490355	143.99336790283087
ENSMUSG00000026988	0.40742893141465614	0.025562999468362477	56.880225034716595
ENSMUSG00000063796	0.40714624498988206	0.03896584246321767	140.02913982453796
ENSMUSG00000039463	0.4061633903275891	0.05121327014053624	110.58485429750314
ENSMUSG00000029830	0.4038193355518125	0.0532518575053133	183.77257684431592
ENSMUSG00000064354	0.4033342244893957	0.032981495510782124	75.67430211108656
ENSMUSG00000015962	0.40272790561470345	0.04293632077833503	157.45335817314282
ENSMUSG00000034785	0.4021117177145995	0.025208780241283195	60.17507789774766
ENSMUSG00000067455	0.40205602741763	0.03354852540351581	116.66794761201552
ENSMUSG00000028358	0.4019204005015813	0.0650733928730119	225.47549756015619
ENSMUSG00000043122	0.40170445532237203	0.029882534204851888	71.57625304526634
ENSMUSG00000087590	0.40148670287694477	0.050064721653504105	186.3589010484876
ENSMUSG00000049119	0.40079509652449524	0.05646860407041432	208.90897539359096
ENSMUSG00000060548	0.39997008838587317	0.04931144881513522	105.45999241418521
ENSMUSG00000120875	0.39890243526072827	0.03458215490809298	75.49993377480538
ENSMUSG00000022206	0.3979982049339864	0.04711521116736185	107.29440805559256
ENSMUSG00000017723	0.39768294300849266	0.07493520725368359	275.6896987556844
ENSMUSG00000110894	0.3976549837184966	0.03601591095728908	129.91554949273777
ENSMUSG00000081604	0.3961018562716916	0.04282729622078576	121.77438154226036
ENSMUSG00000003617	0.39559814524495834	0.027107824682704455	92.30433359274092
ENSMUSG00000034171	0.39548401681557527	0.04710441961041691	109.85121756266518
ENSMUSG00000033819	0.3946430556989398	0.04332203392675233	115.5079650933216
ENSMUSG00000031392	0.3945494947153262	0.028362303110771994	87.76929987188004
ENSMUSG00000052934	0.3940501882670174	0.0513459747484179	152.49799998688508
ENSMUSG00000107000	0.39395879722409793	0.05045187845422072	254.96227171877806
ENSMUSG00000064370	0.39392654222788914	0.04385234254404081	234.34096952944444
ENSMUSG00000045948	0.39288107224376645	0.038987170460508404	107.40991574338004
ENSMUSG00000019326	0.39267333974476404	0.043522771970508294	87.68175408829364
ENSMUSG00000002265	0.3923887743640281	0.044409954914490186	128.44411236020125
ENSMUSG00000040356	0.39216391459976946	0.02873727927221456	98.37891034159709
ENSMUSG00000020048	0.3916670379822434	0.04305774053588189	114.94155036365223
ENSMUSG00000102401	0.39150940521695454	0.024669824490470865	94.72697609445791
ENSMUSG00000026193	0.3907658334856977	0.03199787269406374	105.47649027152923
ENSMUSG00000096852	0.3904468071937417	0.051177918923106185	215.31595389102037
ENSMUSG00000092837	0.38918797519888165	0.027490221479087484	80.71554992688831
ENSMUSG00000021040	0.38888748379170457	0.07608226401437072	354.91842724772687
ENSMUSG00000026365	0.3860894245469419	0.04257913116633812	226.87752202454962
ENSMUSG00000026930	0.385703577993035	0.05159916680842282	225.24433400198993
ENSMUSG00000118125	0.3854538471704016	0.06646815583481008	185.8326128536108
ENSMUSG00000056427	0.38538641200634083	0.040155086297843534	184.17516119173075
ENSMUSG00000026389	0.38520915162526814	0.033818470159908805	118.2886300537799
ENSMUSG00000032633	0.38499712568753314	0.06018538232087491	228.39406734851937
ENSMUSG00000030109	0.3844906547638059	0.04226482768221259	171.13938763475812
ENSMUSG00000093674	0.384234950313821	0.020954401150288966	66.15557421714364
ENSMUSG00000102782	0.3839475373652146	0.0508516461947836	163.1042917890268
ENSMUSG00000023886	0.3838753062416068	0.036321676310436375	125.21026315761819
ENSMUSG00000037016	0.3829513971256845	0.02625699407595295	85.60841080174308
ENSMUSG00000095545	0.38262538659682566	0.04877595409373991	219.8495167154115
ENSMUSG00000065649	0.38249305150039004	0.032346764966731875	126.99011772575061
ENSMUSG00000025577	0.38236519984926404	0.04382940874463298	155.6997109823907
ENSMUSG00000110040	0.3823428128980594	0.04631780488003795	145.15608840141704
ENSMUSG00000093445	0.38217503707233647	0.04517695495824755	218.02947048506996
ENSMUSG00000027559	0.38138238173873373	0.04288506043748209	128.76028114290523
ENSMUSG00000036995	0.3813814677078027	0.04473102447450062	145.13169881180335
ENSMUSG00000028268	0.38104412926974823	0.04348684084992352	195.0800861184965
ENSMUSG00000101249	0.38048074673459975	0.04712339787530637	199.53185209384492
ENSMUSG00000023266	0.38027185022858545	0.034338672164230234	148.05661079465517
ENSMUSG00000022508	0.37988601770744146	0.040408746995681484	164.7020339886548
ENSMUSG00000040969	0.3797583338491449	0.03125249834174768	97.39409633032179
ENSMUSG00000042453	0.37955300495860417	0.04416312707765557	157.64139684740175
ENSMUSG00000020898	0.37931293637144115	0.05001657884152099	173.63493312118962
ENSMUSG00000006445	0.3789394014354231	0.03598610349656911	166.74438521281607
ENSMUSG00000008668	0.3784242225651969	0.03241413858360677	197.1836960805837
ENSMUSG00000023118	0.3783111622157576	0.033867973450594835	102.90111758382413
ENSMUSG00000036446	0.3780219283727728	0.01865338755970518	87.45307313067963
ENSMUSG00000059901	0.3777162851636763	0.039661151047429594	154.6592706564983
ENSMUSG00000024694	0.37757305458900714	0.03658539774733107	120.04536642453137
ENSMUSG00000040952	0.3775124263304289	0.035264088628742585	128.93859003417091
ENSMUSG00000035735	0.37636612576176925	0.037747492713678985	205.44634336001212
ENSMUSG00000068587	0.37588085500762325	0.0533605137478528	292.07293609644836
ENSMUSG00000081745	0.37579327322518996	0.041091843165913	155.69187518942664
ENSMUSG00000022026	0.3754066322794366	0.04651831331615807	285.93453796280016
ENSMUSG00000020776	0.3754054491702065	0.048731734835327875	188.94602403861268
ENSMUSG00000050428	0.37512124886706333	0.03920927698379888	171.2619338907511
ENSMUSG00000079478	0.37512001549081264	0.04304092479797509	160.3266977143857
ENSMUSG00000096401	0.3749881419379443	0.042849019521273124	222.18742088606186
ENSMUSG00000119577	0.37495895733968254	0.04143248686668941	226.6995588879696
ENSMUSG00000067288	0.37483720663464776	0.04738759692795731	210.67892633104051
ENSMUSG00000021290	0.37482122918662525	0.03493325045729351	144.1236968718191
ENSMUSG00000106634	0.3748020091957552	0.043081085135326276	201.22166881327666
ENSMUSG00000030037	0.37467781342893386	0.024676695682524365	112.1829309654548
ENSMUSG00000070645	0.37420331880843555	0.02502048293690541	105.36488978782258
ENSMUSG00000033326	0.3739539946960998	0.02355280881917988	102.4587721964303
ENSMUSG00000095595	0.3738858463469265	0.04064024533714371	178.2904652526321
ENSMUSG00000024050	0.37361858911598467	0.045989300000378285	154.99290306333384
ENSMUSG00000001349	0.37360171825437083	0.027098104886398123	90.99126331687015
