gene	rewiring_abs_obs	ci_2p5	ci_97p5
ENSMUSG00000084803	346.4627940133214	198.92113723754883	699.3262451171875
ENSMUSG00000039519	312.1179509519134	141.6203727722168	902.9997421264649
ENSMUSG00000027487	302.020583383739	213.86376152038574	590.249334716797
ENSMUSG00000078898	302.01021149009466	174.11113662719725	861.7119735717774
ENSMUSG00000110386	281.5661166124046	146.07027626037598	559.6272033691407
ENSMUSG00000117748	254.6262230500579	113.439994430542	616.3578659057617
ENSMUSG00000053977	251.51344153285027	106.95916900634766	627.2730651855469
ENSMUSG00000120777	241.47193033993244	171.9413917541504	459.44305648803714
ENSMUSG00000078875	239.77175327204168	183.55393333435057	530.2489990234376
ENSMUSG00000069008	239.4888054188341	147.23050270080566	525.7478836059571
ENSMUSG00000078894	239.25753481686115	105.88577537536621	676.8621047973634
ENSMUSG00000002250	234.54728193581104	122.12879467010498	479.967475128174
ENSMUSG00000009772	228.78730383515358	188.27442321777343	378.1329147338867
ENSMUSG00000066632	221.87091474980116	166.83833541870118	492.3483467102051
ENSMUSG00000087141	218.68033077567816	153.35975189208983	374.56662292480473
ENSMUSG00000029368	215.75285909324884	177.87383041381835	418.41449203491214
ENSMUSG00000074634	208.9365440160036	166.03498077392578	363.0935249328614
ENSMUSG00000053852	208.40038844197989	111.02698707580568	417.2022071838379
ENSMUSG00000057036	207.4922427982092	36.76478719711304	616.2643569946289
ENSMUSG00000102644	207.35565834213048	141.58379516601562	446.55250320434584
ENSMUSG00000071532	204.4226844869554	136.43309898376464	510.3744384765625
ENSMUSG00000095545	196.516730196774	175.53674774169923	377.53817825317384
ENSMUSG00000095648	196.1391055006534	144.2481201171875	443.89267730712896
ENSMUSG00000094932	194.5952923130244	76.13152732849122	509.29112396240237
ENSMUSG00000074527	190.5858838930726	167.29219551086425	402.5907981872559
ENSMUSG00000095675	190.22835668548942	100.58215370178223	416.71677703857426
ENSMUSG00000096596	189.37318059429526	100.82245693206788	413.5173469543457
ENSMUSG00000118653	188.4602631367743	90.89174194335938	404.79467010498064
ENSMUSG00000070348	186.39367993175983	119.97475090026856	382.02591400146486
ENSMUSG00000063415	186.3899818211794	140.66617393493652	353.32276000976566
ENSMUSG00000028337	184.9418630450964	145.67833976745607	289.16400070190434
ENSMUSG00000038224	184.18145426176488	99.28876667022705	403.5857521057129
ENSMUSG00000039542	183.4973949790001	145.05882453918457	303.7930541992188
ENSMUSG00000071178	176.96740450989455	155.9973159790039	340.5866523742676
ENSMUSG00000035202	176.74088729731739	136.73640098571778	360.80259323120123
ENSMUSG00002075625	175.06774812191725	132.76592178344725	335.31195602416994
ENSMUSG00000070469	174.21281034126878	111.09650611877441	327.34137802124025
ENSMUSG00000095079	173.81240379437804	114.12668952941895	348.0476341247559
ENSMUSG00000044645	173.7079941853881	139.11233520507812	315.45326232910156
ENSMUSG00000025481	172.23238579928875	126.3084234237671	365.14717483520513
ENSMUSG00000098306	171.77037081494927	135.10136337280272	312.6972839355469
ENSMUSG00000043496	170.04261368513107	134.52364845275878	276.436231994629
ENSMUSG00000006724	168.69321509450674	105.50423488616944	353.9212562561035
ENSMUSG00000039579	168.63297700695693	128.3738920211792	297.60764465332034
ENSMUSG00000033831	168.36106420867145	123.26230068206787	299.9406059265137
ENSMUSG00000107068	168.25988130411133	155.05814094543456	348.123617553711
ENSMUSG00000098950	168.25484676100314	135.33560600280762	351.0755096435547
ENSMUSG00000112324	168.02449502423406	102.35299854278564	368.95872268676766
ENSMUSG00000040584	167.61610348522663	104.54175930023193	304.76390304565433
ENSMUSG00000022949	164.54389103129506	69.27750186920166	343.0404747009278
ENSMUSG00000021135	164.40834183990955	111.29423503875732	266.8989624023438
ENSMUSG00000030680	163.70247564837337	133.576810836792	379.13647003173827
ENSMUSG00000026064	162.93836857751012	140.21206512451172	339.47281036376955
ENSMUSG00000034205	162.7865877300501	106.34458045959472	260.1432189941406
ENSMUSG00000119873	162.4909275583923	51.78584852218628	453.63333587646486
ENSMUSG00000073418	161.41813389398158	123.37369194030762	347.57079696655273
ENSMUSG00000067736	161.20979377627373	131.30873432159424	373.06986083984384
ENSMUSG00000090165	159.50229696556926	117.2248592376709	351.14105758667
ENSMUSG00000056328	159.3652452081442	110.59801769256592	258.8842956542969
ENSMUSG00000078880	158.43410466238856	139.22143478393554	338.3590972900391
ENSMUSG00002075983	157.12414238974452	136.36228981018067	293.46656799316406
ENSMUSG00000109814	157.08195592463017	115.0495491027832	344.3243408203125
ENSMUSG00000021250	155.61717097833753	119.18589553833007	305.44977951049805
ENSMUSG00000040270	155.04432327393442	77.56588649749756	330.2784988403321
ENSMUSG00000058914	154.70133603736758	91.23996543884277	348.48082733154297
ENSMUSG00000101678	154.4453198313713	110.40068817138672	394.1007240295411
ENSMUSG00000099241	154.32603023201227	109.22333641052246	259.88015899658205
ENSMUSG00000005413	153.83518672920763	123.57345657348633	268.3050720214844
ENSMUSG00000058297	153.53395471721888	129.8666654586792	320.8535926818848
ENSMUSG00000054520	153.51627960801125	90.05001182556153	329.3421646118165
ENSMUSG00000111497	153.02956587262452	110.28946933746337	289.30227508544925
ENSMUSG00000095616	151.9961883984506	100.31997928619384	338.4939239501953
ENSMUSG00000028553	150.62686578184366	107.67602214813232	238.7890251159668
ENSMUSG00000073640	150.5230457810685	84.88448181152344	331.5698822021487
ENSMUSG00000026042	150.28865434229374	63.24942970275879	401.8987464904785
ENSMUSG00000032554	149.6302486602217	75.79518070220948	312.2515853881837
ENSMUSG00000027360	148.404362808913	89.40653247833252	313.33279037475586
