gene_set	set_size_in_universe	hits_in_top_decile	odds_ratio	p	hit_symbols	q_BH
ECM_remodeling	6	1	11.118875502008033	0.10180848595782911	Mmp2	0.7126594017048038
DCT_NCC_WNK_axis	9	0	0.0	1.0		1.0
Oxidative_stress	8	0	0.0	1.0		1.0
Lipid_metabolism	7	0	0.0	1.0		1.0
Calcium_handling	6	0	0.0	1.0		1.0
Inflammation	4	0	0.0	1.0		1.0
Apoptosis	6	0	0.0	1.0		1.0
